"entrezid","padj","logpadj","lfc","tissue","direction","row.names","Name","geneid","gene"
"XP_416173.3",0.0954154057925679,1.02038149835109,1.20194632869093,"hypothalamus","extend",417932,"SLC5A8",417932,"SLC5A8"
"XP_004941789.1",0.00147882057494619,2.83008451568384,1.20040589088129,"hypothalamus","extend",423290,"RASGRP1",423290,"RASGRP1"
"NP_989735.1",0.00458985339457464,2.33820118612812,1.2003231099992,"hypothalamus","extend",378924,"HAL",378924,"HAL"
"XP_015140201.1",0.00211962503573386,2.67374095950265,1.19994883873846,"hypothalamus","extend",421836,"MRAP2",421836,"MRAP2"
"XP_015131740.1",0.0328207593190444,1.48385137562125,1.19927552584902,"hypothalamus","extend",422597,"SEC31A",422597,"SEC31A"
"XP_425991.2",0.00138344261265576,2.85903885135776,1.19702768451121,"hypothalamus","extend",428431,"GPNMB",428431,"GPNMB"
"NP_001072958.1",0.0160878565923073,1.79350181370962,1.19440746271007,"hypothalamus","extend",769547,"PNO1",769547,"PNO1"
"XP_015132293.1",0.00848653603577006,2.07126954032514,1.19419483577264,"hypothalamus","extend",374116,"PER2",374116,"PER2"
"XP_015145970.1",0.00630524491605145,2.20029803936467,1.19023180048184,"hypothalamus","extend",424412,"CACNA1E",424412,"CACNA1E"
"XP_015142521.1",0.00144702662458254,2.83952347800128,1.18909315773897,"hypothalamus","extend",423195,"CHRM4",423195,"CHRM4"
"NP_001177406.1",0.00116243809050316,2.93463016761549,1.18901204740729,"hypothalamus","extend",424545,"LPHN2",424545,"LPHN2"
"XP_004939784.1",0.0207914875872764,1.68211443669868,1.18530326607192,"hypothalamus","extend",421051,"NAPG",421051,"NAPG"
"XP_015131072.1",0.0999301450510391,1.00030348219969,1.18480948310155,"hypothalamus","extend",107051599,"LOC107051599",107051599,"LOC107051599"
"XP_004942743.1",0.000665174877583256,3.17706416163682,1.18178713217983,"hypothalamus","extend",424116,"PDE1A",424116,"PDE1A"
"XP_003642569.2",0.0168820763353708,1.77257414032061,1.18140384722512,"hypothalamus","extend",100857353,"TTC34",100857353,"TTC34"
"XP_015141308.1",0.00134029826722234,2.87279854387817,1.17965044353469,"hypothalamus","extend",422857,"WFS1",422857,"WFS1"
"XP_015137405.1",0.000520404071406369,3.28365931437332,1.17288643361193,"hypothalamus","extend",420568,"PPP1R9A",420568,"PPP1R9A"
"XP_015137408.1",0.00126604521453082,2.89755078399434,1.16772834824188,"hypothalamus","extend",420568,"PPP1R9A",420568,"PPP1R9A"
"XP_015143371.1",0.0332680926426975,1.47797209779355,1.16679430155072,"hypothalamus","extend",423509,"SYNE2",423509,"SYNE2"
"NP_001076833.2",0.045923585056696,1.33796421578504,1.16322965914429,"hypothalamus","extend",431665,"SLC45A2",431665,"SLC45A2"
"XP_415147.4",0.000615839317565162,3.21053258750736,1.1626990858385,"hypothalamus","extend",416855,"WDR66",416855,"WDR66"
"XP_015133816.1",0.0648337470234054,1.18819887791024,1.16186206495528,"hypothalamus","extend",101748689,"LOC101748689",101748689,"LOC101748689"
"XP_015145234.1",0.000670040802852063,3.17389874966644,1.15748440642051,"hypothalamus","extend",424177,"GALNT3",424177,"GALNT3"
"XP_004937724.1",0.0123329332298166,1.90893361975278,1.1514874539737,"hypothalamus","extend",769813,"C1H12ORF69",769813,"C1H12ORF69"
"XP_415919.3",0.00315763009890027,2.5006387468469,1.14963803937808,"hypothalamus","extend",417673,"SGSM2",417673,"SGSM2"
"XP_003640993.3",9.79551508522897e-06,5.00897272222248,1.14899192697288,"hypothalamus","extend",428572,"KIF6",428572,"KIF6"
"XP_015140388.1",0.00765855407647004,2.11585321677539,1.14138588919457,"hypothalamus","extend",428645,"FAM83B",428645,"FAM83B"
"XP_015134764.1",0.00305926193346006,2.51438333720744,1.14029460209105,"hypothalamus","extend",374169,"CACNA1B",374169,"CACNA1B"
"XP_001232796.2",0.00133427341910196,2.87475516574192,1.13985611413703,"hypothalamus","extend",769512,"LOC769512",769512,"LOC769512"
"XP_015157692.1",0.0077522633150184,2.11057148436837,1.1383337649773,"hypothalamus","extend",417731,"BRD1",417731,"BRD1"
"XP_004947638.1",0.000506000252468647,3.29584926646907,1.13588338772372,"hypothalamus","extend",426920,"UNC5D",426920,"UNC5D"
"XP_015135526.1",0.00149511089013263,2.82532659517453,1.13577238219074,"hypothalamus","extend",419012,"NOX4",419012,"NOX4"
"XP_015141797.1",0.0742395073397578,1.12936491879801,1.13425339952003,"hypothalamus","extend",418164,"MICAL3",418164,"MICAL3"
"XP_015141066.1",0.0089746323421439,2.04698333384142,1.13386031586545,"hypothalamus","extend",422719,"SORBS2",422719,"SORBS2"
"NP_989737.1",0.00809563998114224,2.0917488134588,1.13262790993992,"hypothalamus","extend",378927,"BRS3",378927,"BRS3"
"XP_004942708.1",8.79926618862169e-05,4.05555354415898,1.1292622178178,"hypothalamus","extend",429012,"DYTN",429012,"DYTN"
"XP_015131286.1",0.00144702662458254,2.83952347800128,1.12900363982657,"hypothalamus","extend",417692,"KIF21A",417692,"KIF21A"
"NP_001186516.1",0.0162109472240582,1.79019160809024,1.12888893333046,"hypothalamus","extend",423038,"LYVE1",423038,"LYVE1"
"XP_015150112.1",0.0444683897372794,1.35194859667824,1.12680958583576,"hypothalamus","extend",416667,"CREBBP",416667,"CREBBP"
"XP_015135324.1",0.00226916510657721,2.64413390329237,1.12676392664682,"hypothalamus","extend",772259,"LHX6",772259,"LHX6"
"XP_015152173.1",0.0351867155379471,1.45362126997406,1.12620079455183,"hypothalamus","extend",419215,"TGM3",419215,"TGM3"
"NP_001186039.1",0.0522358343788818,1.28203146378502,1.12368799608553,"hypothalamus","extend",424063,"SATB2",424063,"SATB2"
"NP_001104729.1",0.031026571144423,1.50826621717568,1.12297094386746,"hypothalamus","extend",419487,"NPPC",419487,"NPPC"
"XP_015129562.1",0.0229083742992824,1.64000572957543,1.12245551544072,"hypothalamus","extend",107050292,"LOC107050292",107050292,"LOC107050292"
"NP_990447.2",0.0177718511970544,1.75026733174496,1.12228720260989,"hypothalamus","extend",396013,"MYBPC3",396013,"MYBPC3"
"XP_015132672.1",0.000439051109204734,3.3574849213214,1.11755021951549,"hypothalamus","extend",424751,"MYO7B",424751,"MYO7B"
"XP_015144985.1",0.0295978533781535,1.5287397855569,1.11685617427679,"hypothalamus","extend",424069,"KCTD18",424069,"KCTD18"
"XP_004945003.1",0.0247598956436399,1.60625119008354,1.11151098374806,"hypothalamus","extend",427639,"ARSI",427639,"ARSI"
"XP_015152268.1",0.0368583497289667,1.43346411349155,1.10675288304108,"hypothalamus","extend",101749307,"LOC101749307",101749307,"LOC101749307"
