"sex","tissue","treatment","gene","samples","counts"
"male","gonad","inc.d3","PRL","g20.w106.x_male_gonad_inc.d3",9.69104203997043
"male","gonad","bldg","PRL","g52.blu58_male_gonad_bldg",9.59870317435144
"male","gonad","hatch","PRL","g53.y84_male_gonad_hatch",9.64816436985795
"male","gonad","lay","PRL","o.s.w.r_male_gonad_lay",9.76605811522414
"male","gonad","n5","PRL","o152.o120.w42_male_gonad_n5",10.6418151312751
"male","gonad","hatch","PRL","o39.y77.x_male_gonad_hatch",9.60956038427709
"male","gonad","hatch","PRL","o44.blu26.x_male_gonad_hatch",9.79200624797822
"male","gonad","inc.d3","PRL","o48.r197.x_male_gonad_inc.d3",9.8534334193297
"male","gonad","inc.d9","PRL","o49.x_male_gonad_inc.d9",9.22858081471645
"male","gonad","inc.d9","PRL","o57.g59_male_gonad_inc.d9",9.38409313826076
"male","gonad","lay","PRL","pk.s238.blk.w_male_gonad_lay",9.58995942940896
"male","gonad","lay","PRL","pk.w.s141.o_male_gonad_lay",10.0771718947542
"male","gonad","lay","PRL","r.s005.pk.blk_male_gonad_lay",10.0079837830615
"male","gonad","bldg","PRL","r.s059.d.o_male_gonad_bldg",9.32478804914176
"male","gonad","lay","PRL","r.s116.blk.pu_male_gonad_lay",9.9552659087583
"male","gonad","n9","PRL","r.y.s007.blk_male_gonad_n9",10.0270611635412
"male","gonad","inc.d17","PRL","r176.blu54_male_gonad_inc.d17",9.46752787845749
"male","gonad","lay","PRL","r190.o43.x_male_gonad_lay",9.60571608371126
"male","gonad","n9","PRL","r195.x_male_gonad_n9",10.0460737343135
"male","gonad","n9","PRL","r37.w100.x_male_gonad_n9",9.61746412796396
"male","gonad","hatch","PRL","r41.w99.x_male_gonad_hatch",9.63838462214868
"male","gonad","inc.d9","PRL","r45.X_male_gonad_inc.d9",9.41721136694107
"male","gonad","hatch","PRL","r72.y83.x_male_gonad_hatch",9.44883428187366
"male","gonad","bldg","PRL","s.pu148.blk.r_male_gonad_bldg",9.71633484941912
"male","gonad","bldg","PRL","s065.l.d.o_male_gonad_bldg",10.7101822444449
"male","gonad","bldg","PRL","s066.l.d.r_male_gonad_bldg",9.72027616102811
"male","gonad","lay","PRL","s150.w.g.blk_male_gonad_lay",9.8472669123795
"male","gonad","n9","PRL","s187.l.o.r_male_gonad_n9",9.7191999652291
"male","gonad","lay","PRL","s243.blk.pk.r_male_gonad_lay",10.8144157450837
"male","gonad","inc.d9","PRL","w34.x_male_gonad_inc.d9",9.42612428948267
"male","gonad","control","PRL","x.blk.blk.ATLAS_male_gonad_control",9.85894012330518
"male","gonad","n9","PRL","x.blk16_male_gonad_n9.NYNO",10.0670546448725
"male","gonad","inc.d9","PRL","x.blu106.o153_male_gonad_inc.d9.NYNO",9.76202251253313
"male","gonad","inc.d17","PRL","x.blu117.w89_male_gonad_inc.d17",10.465646726569
"male","gonad","n9","PRL","x.blu23.w14_male_gonad_n9",9.48655241923796
"male","gonad","n5","PRL","x.blu30_male_gonad_n5",10.491248601097
"male","gonad","inc.d3","PRL","x.blu42.o28_male_gonad_inc.d3",9.43009313528137
"male","gonad","control","PRL","x.g.ATLAS_male_gonad_control",9.75847301644097
"male","gonad","control","PRL","x.g.g.ATLAS_male_gonad_control",9.47580194811359
"male","gonad","control","PRL","x.g.g.g.ATLAS_male_gonad_control",9.62948335391415
"male","gonad","inc.d9","PRL","x.g13.w109_male_gonad_inc.d9",10.7078256774281
"male","gonad","inc.d17","PRL","x.g14.w199_male_gonad_inc.d17",9.42502262965997
"male","gonad","inc.d3","PRL","x.g147.blu28_male_gonad_inc.d3",9.98726838484017
"male","gonad","hatch","PRL","x.g70_male_gonad_hatch",9.57930108555574
"male","gonad","hatch","PRL","x.o160.w102_male_gonad_hatch",9.60561753106529
"male","gonad","inc.d3","PRL","x.o163.w101_male_gonad_inc.d3",9.75439208627354
"male","gonad","n5","PRL","x.o164.w123_male_gonad_n5",10.5373160118898
"male","gonad","n9","PRL","x.o2_male_gonad_n9",9.13812113477811
"male","gonad","bldg","PRL","x.o30.g134_male_gonad_bldg",9.77907274724908
"male","gonad","inc.d9","PRL","x.o47.y82_male_gonad_inc.d9",9.54519719328832
"male","gonad","n5","PRL","x.o68_male_gonad_n5",9.8436601322571
"male","gonad","hatch","PRL","x.r178_male_gonad_hatch",9.9194192860923
"male","gonad","n5","PRL","x.r181_male_gonad_n5",9.9601177594153
"male","gonad","inc.d17","PRL","x.r29.w96_male_gonad_inc.d17",9.91971234581706
"male","gonad","inc.d3","PRL","x.r64.g140_male_gonad_inc.d3",10.7209455867892
"male","gonad","bldg","PRL","x.r67.blu35_male_gonad_bldg",9.36113544612864
"male","gonad","inc.d9","PRL","x.w192.o157_male_gonad_inc.d9",9.49649593086361
"male","gonad","control","PRL","x.y.s.ATLAS_male_gonad_control",9.60283780762811
"male","gonad","inc.d17","PRL","x.y132.w76_male_gonad_inc.d17",9.55600931364252
"male","gonad","inc.d9","PRL","x.y141.w116_male_gonad_inc.d9",9.91862404397949
"male","gonad","n9","PRL","y129.x_male_gonad_n9",9.68258651954677
"male","gonad","n9","PRL","y131.w185.x_male_gonad_n9",10.3581527968824
"male","gonad","inc.d17","PRL","y133.w77.r58_male_gonad_inc.d17",9.65843478372957
"male","gonad","inc.d3","PRL","y149.r52.x_male_gonad_inc.d3",9.59781278954139
"male","gonad","inc.d9","PRL","y95.g131.x_male_gonad_inc.d9",9.53442826765063
"male","gonad","inc.d3","PRL","y98.o50.x_male_gonad_inc.d3",9.53452598657728
"male","hypothalamus","control","PRL","L.Blu13_male_hypothalamus_control.NYNO",12.4437366904752
"male","hypothalamus","control","PRL","L.G107_male_hypothalamus_control",10.7807662177409
"male","hypothalamus","control","PRL","L.R3_male_hypothalamus_control",10.5374434268649
"male","hypothalamus","control","PRL","L.R8_male_hypothalamus_control",11.7412870194474
"male","hypothalamus","control","PRL","L.W33_male_hypothalamus_control.NYNO",12.3223192093376
"male","hypothalamus","control","PRL","L.W3_male_hypothalamus_control",11.0700816302467
"male","hypothalamus","control","PRL","L.W4_male_hypothalamus_control",10.3965480628261
"male","hypothalamus","control","PRL","R.Y108.W29_male_hypothalamus_control.NYNO",12.7825933787322
"male","hypothalamus","n5","PRL","blk12.x_male_hypothalamus_n5.NYNO",10.7716711356093
"male","hypothalamus","inc.d17","PRL","blk17.x_male_hypothalamus_inc.d17",10.3485138995686
"male","hypothalamus","hatch","PRL","blu104.w120.x_male_hypothalamus_hatch",10.2485636855294
"male","hypothalamus","inc.d9","PRL","blu108.w40.o158_male_hypothalamus_inc.d9",10.3960161828805
"male","hypothalamus","inc.d3","PRL","blu111.w113.x_male_hypothalamus_inc.d3",10.78541493624
"male","hypothalamus","inc.d17","PRL","blu113.w124.x_male_hypothalamus_inc.d17",10.5224569289763
"male","hypothalamus","bldg","PRL","blu114.r38.w198_male_hypothalamus_bldg",10.7269821173757
"male","hypothalamus","inc.d17","PRL","blu121.w91.x_male_hypothalamus_inc.d17",10.2496031685859
"male","hypothalamus","bldg","PRL","blu33.y88.x_male_hypothalamus_bldg",10.7415096030733
"male","hypothalamus","n5","PRL","blu37.r65.x_male_hypothalamus_n5",10.4054819212795
"male","hypothalamus","n5","PRL","blu41.y100.x_male_hypothalamus_n5.NYNO",10.7010115224122
"male","hypothalamus","n9","PRL","blu81.r88_male_hypothalamus_n9",10.4559709788963
"male","hypothalamus","n5","PRL","d.s008.y.blk_male_hypothalamus_n5",10.5399899119094
"male","hypothalamus","n5","PRL","d.s047.blk.o_male_hypothalamus_n5",10.458444262943
"male","hypothalamus","n9","PRL","g.s.blk.d_male_hypothalamus_n9",10.7134432690983
"male","hypothalamus","lay","PRL","g.s.blk.y_male_hypothalamus_lay",13.0019607730764
"male","hypothalamus","lay","PRL","g.s043.pu.blk_male_hypothalamus_lay",10.461197894461
"male","hypothalamus","bldg","PRL","g104.w82.x_male_hypothalamus_bldg",10.3920130124033
"male","hypothalamus","hatch","PRL","g114.w83.x_male_hypothalamus_hatch",10.4908014000149
"male","hypothalamus","inc.d17","PRL","g130.y81.x_male_hypothalamus_inc.d17",10.6035124000288
"male","hypothalamus","inc.d17","PRL","g143.blu32.x_male_hypothalamus_inc.d17",10.6019740874063
"male","hypothalamus","inc.d3","PRL","g146.blu51_male_hypothalamus_inc.d3.NYNO",11.4317660487742
"male","hypothalamus","inc.d3","PRL","g20.w106.x_male_hypothalamus_inc.d3",10.3871114626763
"male","hypothalamus","bldg","PRL","g52.blu58_male_hypothalamus_bldg",10.5388450293589
"male","hypothalamus","hatch","PRL","g53.y84_male_hypothalamus_hatch",10.5183907051472
"male","hypothalamus","lay","PRL","o.s.w.r_male_hypothalamus_lay",10.551354788248
"male","hypothalamus","n5","PRL","o152.o120.w42_male_hypothalamus_n5",10.710218793124
"male","hypothalamus","hatch","PRL","o39.y77.x_male_hypothalamus_hatch",10.6646493434746
"male","hypothalamus","hatch","PRL","o44.blu26.x_male_hypothalamus_hatch",10.7080899114311
"male","hypothalamus","inc.d3","PRL","o48.r197.x_male_hypothalamus_inc.d3",10.7168639721754
"male","hypothalamus","inc.d9","PRL","o49.x_male_hypothalamus_inc.d9",10.1061871854047
"male","hypothalamus","inc.d9","PRL","o57.g59_male_hypothalamus_inc.d9",10.3836685572687
"male","hypothalamus","lay","PRL","pk.s238.blk.w_male_hypothalamus_lay",10.0137372769128
"male","hypothalamus","lay","PRL","pk.w.s141.o_male_hypothalamus_lay",10.5638576091938
"male","hypothalamus","lay","PRL","r.s005.pk.blk_male_hypothalamus_lay",11.0463329325733
"male","hypothalamus","bldg","PRL","r.s059.d.o_male_hypothalamus_bldg",10.9501770518943
"male","hypothalamus","lay","PRL","r.s116.blk.pu_male_hypothalamus_lay",10.3874836670439
"male","hypothalamus","n9","PRL","r.y.s007.blk_male_hypothalamus_n9",10.2548178625838
"male","hypothalamus","inc.d17","PRL","r176.blu54_male_hypothalamus_inc.d17",10.1226546385246
"male","hypothalamus","lay","PRL","r190.o43.x_male_hypothalamus_lay",10.267766337657
"male","hypothalamus","n9","PRL","r195.x_male_hypothalamus_n9",11.2319383094781
"male","hypothalamus","n9","PRL","r37.w100.x_male_hypothalamus_n9",10.4170675417577
"male","hypothalamus","hatch","PRL","r41.w99.x_male_hypothalamus_hatch",10.4168763191064
"male","hypothalamus","inc.d9","PRL","r45.x_male_hypothalamus_inc.d9",10.4153941368346
"male","hypothalamus","hatch","PRL","r72.y83.x_male_hypothalamus_hatch",10.8285475556641
"male","hypothalamus","bldg","PRL","s.pu148.blk.r_male_hypothalamus_bldg",10.3975811769812
"male","hypothalamus","bldg","PRL","s065.l.d.o_male_hypothalamus_bldg",10.3059571445871
"male","hypothalamus","bldg","PRL","s066.l.d.r_male_hypothalamus_bldg",10.1406617401954
"male","hypothalamus","lay","PRL","s150.w.g.blk_male_hypothalamus_lay",10.1488493571509
"male","hypothalamus","n9","PRL","s187.l.o.r_male_hypothalamus_n9",10.3363645162861
"male","hypothalamus","lay","PRL","s243.blk.pk.r_male_hypothalamus_lay",10.5805768702113
"male","hypothalamus","inc.d9","PRL","w34.x_male_hypothalamus_inc.d9",10.161477636278
"male","hypothalamus","control","PRL","x.blk.blk.ATLAS_male_hypothalamus_control",11.5128527778353
"male","hypothalamus","n9","PRL","x.blk16_male_hypothalamus_n9.NYNO",11.4217815951048
"male","hypothalamus","inc.d9","PRL","x.blu106.o153_male_hypothalamus_inc.d9",10.3662019269574
"male","hypothalamus","inc.d17","PRL","x.blu117.w89_male_hypothalamus_inc.d17",11.4515018287862
"male","hypothalamus","n9","PRL","x.blu23.w14_male_hypothalamus_n9",11.0028491053409
"male","hypothalamus","n5","PRL","x.blu30_male_hypothalamus_n5",10.7276969571045
"male","hypothalamus","inc.d3","PRL","x.blu42.o28_male_hypothalamus_inc.d3.NYNO",10.6872417612396
"male","hypothalamus","control","PRL","x.g.ATLAS_male_hypothalamus_control",11.8570141997213
"male","hypothalamus","control","PRL","x.g.g.ATLAS_male_hypothalamus_control",10.0014457216599
"male","hypothalamus","inc.d9","PRL","x.g13.w109_male_hypothalamus_inc.d9",10.4200976353532
"male","hypothalamus","inc.d17","PRL","x.g14.w199_male_hypothalamus_inc.d17",11.6302386806467
"male","hypothalamus","inc.d3","PRL","x.g147.blu28_male_hypothalamus_inc.d3",10.1341078487452
"male","hypothalamus","hatch","PRL","x.g70_male_hypothalamus_hatch",10.8202621515601
"male","hypothalamus","hatch","PRL","x.o160.w102_male_hypothalamus_hatch",10.753263874089
"male","hypothalamus","inc.d3","PRL","x.o163.w101_male_hypothalamus_inc.d3",10.4954549097919
"male","hypothalamus","n5","PRL","x.o164.w123_male_hypothalamus_n5",10.577810033948
"male","hypothalamus","n9","PRL","x.o2_male_hypothalamus_n9",10.3267502049944
"male","hypothalamus","bldg","PRL","x.o30.g134_male_hypothalamus_bldg",11.7520005458286
"male","hypothalamus","inc.d9","PRL","x.o47.y82_male_hypothalamus_inc.d9",10.369231708018
"male","hypothalamus","n5","PRL","x.o68_male_hypothalamus_n5",10.5334712940912
"male","hypothalamus","hatch","PRL","x.r178_male_hypothalamus_hatch",11.1550263581521
"male","hypothalamus","n5","PRL","x.r181_male_hypothalamus_n5",10.4003568752024
"male","hypothalamus","inc.d17","PRL","x.r29.w96_male_hypothalamus_inc.d17",10.0739937580735
"male","hypothalamus","inc.d3","PRL","x.r64.g140_male_hypothalamus_inc.d3",10.2942016844635
"male","hypothalamus","bldg","PRL","x.r67.blu35_male_hypothalamus_bldg",10.7912596875712
"male","hypothalamus","inc.d9","PRL","x.w192.o157_male_hypothalamus_inc.d9",10.4144480348269
"male","hypothalamus","inc.d17","PRL","x.y132.w76_male_hypothalamus_inc.d17",11.374473961204
"male","hypothalamus","inc.d9","PRL","x.y141.w116_male_hypothalamus_inc.d9",10.5690419205168
"male","hypothalamus","n9","PRL","y129.x_male_hypothalamus_n9",10.567721756029
"male","hypothalamus","n9","PRL","y131.w185.x_male_hypothalamus_n9",10.5120409573719
"male","hypothalamus","inc.d17","PRL","y133.w77.r58_male_hypothalamus_inc.d17",10.5498940083631
"male","hypothalamus","inc.d3","PRL","y149.r52.x_male_hypothalamus_inc.d3",10.3484936513282
"male","hypothalamus","inc.d9","PRL","y95.g131.x_male_hypothalamus_inc.d9",10.4008111306968
"male","hypothalamus","inc.d3","PRL","y98.o50.x_male_hypothalamus_inc.d3",10.7609684649006
"male","pituitary","control","PRL","L.Blu13_male_pituitary_control.NYNO",16.7813835821392
"male","pituitary","control","PRL","L.G107_male_pituitary_control",17.894926572136
"male","pituitary","control","PRL","L.R3_male_pituitary_control.NYNO",16.5335860895703
"male","pituitary","control","PRL","L.R8_male_pituitary_control",17.3298225988614
"male","pituitary","control","PRL","L.W33_male_pituitary_control",19.9566576791416
"male","pituitary","control","PRL","L.W3_male_pituitary_control",17.6709391447325
"male","pituitary","control","PRL","L.W4_male_pituitary_control",17.0262918871149
"male","pituitary","control","PRL","R.Y108.W29_male_pituitary_control",17.8183996954253
"male","pituitary","n5","PRL","blk12.x_male_pituitary_n5",20.2331016331981
"male","pituitary","inc.d17","PRL","blk17.x_male_pituitary_inc.d17",20.164344537478
"male","pituitary","hatch","PRL","blu104.w120.x_male_pituitary_hatch.NYNO",21.2491046470018
"male","pituitary","inc.d9","PRL","blu108.w40.o158_male_pituitary_inc.d9",17.1078278469698
"male","pituitary","inc.d3","PRL","blu111.w113.x_male_pituitary_inc.d3",14.582220873474
"male","pituitary","inc.d17","PRL","blu113.w124.x_male_pituitary_inc.d17.NYNO",20.2547042293478
"male","pituitary","bldg","PRL","blu114.r38.w198_male_pituitary_bldg",16.5224270930351
"male","pituitary","inc.d17","PRL","blu121.w91.x_male_pituitary_inc.d17",20.5444695823647
"male","pituitary","bldg","PRL","blu33.y88.x_male_pituitary_bldg",17.2155380778994
"male","pituitary","n5","PRL","blu37.r65.x_male_pituitary_n5",20.070209378964
"male","pituitary","n5","PRL","blu41.y100.x_male_pituitary_n5",20.1536289488945
"male","pituitary","n9","PRL","blu81.r88_male_pituitary_n9",19.6502799476899
"male","pituitary","n5","PRL","d.s008.y.blk_male_pituitary_n5",20.0266888492058
"male","pituitary","n5","PRL","d.s047.blk.o_male_pituitary_n5",19.7303062959611
"male","pituitary","n9","PRL","g.s.blk.d_male_pituitary_n9",19.0351128903554
"male","pituitary","lay","PRL","g.s.blk.y_male_pituitary_lay",17.6100521161368
"male","pituitary","lay","PRL","g.s043.pu.blk_male_pituitary_lay",17.4110217396356
"male","pituitary","bldg","PRL","g104.w82.x_male_pituitary_bldg",16.4535926560031
"male","pituitary","hatch","PRL","g114.w83.x_male_pituitary_hatch.NYNO",19.2290185545322
"male","pituitary","inc.d17","PRL","g130.y81.x_male_pituitary_inc.d17",20.1569097749712
"male","pituitary","inc.d17","PRL","g143.blu32.x_male_pituitary_inc.d17",17.3293170087125
"male","pituitary","inc.d3","PRL","g146.blu51_male_pituitary_inc.d3",16.7212886145765
"male","pituitary","inc.d3","PRL","g20.w106.x_male_pituitary_inc.d3",17.7458713174783
"male","pituitary","bldg","PRL","g52.blu58_male_pituitary_bldg",16.9479613533343
"male","pituitary","hatch","PRL","g53.y84_male_pituitary_hatch",20.4607589042926
"male","pituitary","lay","PRL","o.s.w.r_male_pituitary_lay",17.6344590536052
"male","pituitary","n5","PRL","o152.o120.w42_male_pituitary_n5",19.5954423648706
"male","pituitary","hatch","PRL","o39.y77.x_male_pituitary_hatch",20.431351154743
"male","pituitary","hatch","PRL","o44.blu26.x_male_pituitary_hatch",20.2988375029762
"male","pituitary","inc.d3","PRL","o48.r197.x_male_pituitary_inc.d3",17.5123177182912
"male","pituitary","inc.d9","PRL","o49.x_male_pituitary_inc.d9",18.2251884935745
"male","pituitary","inc.d9","PRL","o57.g59_male_pituitary_inc.d9",18.0035039621068
"male","pituitary","lay","PRL","pk.s238.blk.w_male_pituitary_lay",17.4505002622885
"male","pituitary","lay","PRL","pk.w.s141.o_male_pituitary_lay",17.5185321514935
"male","pituitary","lay","PRL","r.s005.pk.blk_male_pituitary_lay",15.6195958726401
"male","pituitary","bldg","PRL","r.s059.d.o_male_pituitary_bldg",16.8121722762192
"male","pituitary","lay","PRL","r.s116.blk.pu_male_pituitary_lay",16.2308184365698
"male","pituitary","n9","PRL","r.y.s007.blk_male_pituitary_n9",19.1302171565448
"male","pituitary","inc.d17","PRL","r176.blu54_male_pituitary_inc.d17",19.6555629983272
"male","pituitary","lay","PRL","r190.o43.x_male_pituitary_lay",17.277799076472
"male","pituitary","n9","PRL","r195.x_male_pituitary_n9",18.8611017528415
"male","pituitary","n9","PRL","r37.w100.x_male_pituitary_n9",16.9158133038735
"male","pituitary","hatch","PRL","r41.w99.x_male_pituitary_hatch",20.7142765176459
"male","pituitary","inc.d9","PRL","r45.X_male_pituitary_inc.d9",17.5071354564201
"male","pituitary","hatch","PRL","r72.y83.x_male_pituitary_hatch",20.3737800707926
"male","pituitary","bldg","PRL","s.pu148.blk.r_male_pituitary_bldg",16.8086971924552
"male","pituitary","bldg","PRL","s065.l.d.o_male_pituitary_bldg",17.1802761369432
"male","pituitary","bldg","PRL","s066.l.d.r_male_pituitary_bldg",17.1774973524734
"male","pituitary","lay","PRL","s150.w.g.blk_male_pituitary_lay",16.8976597843436
"male","pituitary","n9","PRL","s187.l.o.r_male_pituitary_n9",18.7056250053315
"male","pituitary","lay","PRL","s243.blk.pk.r_male_pituitary_lay",17.4911983727587
"male","pituitary","inc.d9","PRL","w34.x_male_pituitary_inc.d9",17.931769510139
"male","pituitary","control","PRL","x.blk.blk.ATLAS_male_pituitary_control",17.8030413244426
"male","pituitary","n9","PRL","x.blk16_male_pituitary_n9",19.1784500022511
"male","pituitary","control","PRL","x.blu.o.ATLAS_male_pituitary_control",18.2970960954286
"male","pituitary","inc.d9","PRL","x.blu106.o153_male_pituitary_inc.d9.NYNO",18.6909618083867
"male","pituitary","inc.d17","PRL","x.blu117.w89_male_pituitary_inc.d17",20.8637720759868
"male","pituitary","n9","PRL","x.blu23.w14_male_pituitary_n9",18.9887483734188
"male","pituitary","n5","PRL","x.blu30_male_pituitary_n5",19.7626683113713
"male","pituitary","inc.d3","PRL","x.blu42.o28_male_pituitary_inc.d3",17.0399998161478
"male","pituitary","control","PRL","x.g.ATLAS_male_pituitary_control",17.8522964225382
"male","pituitary","control","PRL","x.g.g.ATLAS_male_pituitary_control",16.1644324768324
"male","pituitary","control","PRL","x.g.g.g.ATLAS_male_pituitary_control",18.3755903450104
"male","pituitary","inc.d9","PRL","x.g13.w109_male_pituitary_inc.d9",17.3032552160779
"male","pituitary","inc.d17","PRL","x.g14.w199_male_pituitary_inc.d17",18.2750715792979
"male","pituitary","inc.d3","PRL","x.g147.blu28_male_pituitary_inc.d3",17.1644385709854
"male","pituitary","hatch","PRL","x.g70_male_pituitary_hatch",20.455197513791
"male","pituitary","hatch","PRL","x.o160.w102_male_pituitary_hatch",20.4847151388886
"male","pituitary","inc.d3","PRL","x.o163.w101_male_pituitary_inc.d3.NYNO",13.7683300764711
"male","pituitary","n5","PRL","x.o164.w123_male_pituitary_n5.NYNO",19.9151903557674
"male","pituitary","n9","PRL","x.o2_male_pituitary_n9",18.211533694093
"male","pituitary","bldg","PRL","x.o30.g134_male_pituitary_bldg",16.7667152013686
"male","pituitary","inc.d9","PRL","x.o47.y82_male_pituitary_inc.d9",17.8590419850292
"male","pituitary","n5","PRL","x.o68_male_pituitary_n5",19.607155282125
"male","pituitary","hatch","PRL","x.r178_male_pituitary_hatch",20.4577205085797
"male","pituitary","n5","PRL","x.r181_male_pituitary_n5",20.268135993184
"male","pituitary","inc.d17","PRL","x.r29.w96_male_pituitary_inc.d17",17.8294013771088
"male","pituitary","inc.d3","PRL","x.r64.g140_male_pituitary_inc.d3",16.6383433364538
"male","pituitary","bldg","PRL","x.r67.blu35_male_pituitary_bldg.NYNO",15.9924161912177
"male","pituitary","inc.d9","PRL","x.w192.o157_male_pituitary_inc.d9",16.9767309770545
"male","pituitary","control","PRL","x.y.s.ATLAS_male_pituitary_control",18.1843600696146
"male","pituitary","inc.d17","PRL","x.y132.w76_male_pituitary_inc.d17",19.8135983055449
"male","pituitary","inc.d9","PRL","x.y141.w116_male_pituitary_inc.d9",17.5534894088551
"male","pituitary","n9","PRL","y129.x_male_pituitary_n9",18.8722006794714
"male","pituitary","n9","PRL","y131.w185.x_male_pituitary_n9",19.4732065030678
"male","pituitary","inc.d17","PRL","y133.w77.r58_male_pituitary_inc.d17",20.2363421611971
"male","pituitary","inc.d3","PRL","y149.r52.x_male_pituitary_inc.d3",16.2206044270382
"male","pituitary","inc.d9","PRL","y95.g131.x_male_pituitary_inc.d9",17.0306598934609
"male","pituitary","inc.d3","PRL","y98.o50.x_male_pituitary_inc.d3",17.6568736157243
