"net$unmergedColors","entrezid","row.names","Name","geneid"
"red","XP_424751.1",427163,"PPWD1",427163
"red","NP_001034692.1",427185,"PRKAA1",427185
"red","XP_015132722.1",395660,"PRLR",395660
"red","NP_001026588.1",427127,"PRRC1",427127
"red","XP_015136864.1",420499,"PRTFDC1",420499
"red","XP_015135994.1",770334,"PSD3",770334
"red","NP_001026781.2",431605,"PSIP1",431605
"red","XP_004947758.1",428209,"PTAFR",428209
"red","XP_004949212.1",431607,"PTAR1",431607
"red","XP_424804.3",427217,"PTCD2",427217
"red","NP_990291.2",395806,"PTCH1",395806
"red","XP_015135734.1",395806,"PTCH1",395806
"red","XP_015147672.1",396281,"PTHLH",396281
"red","XP_424816.3",427232,"PTPLAD2",427232
"red","NP_001012938.2",424251,"PTPLB",424251
"red","XP_015138806.1",772163,"PTPRQ",772163
"red","NP_001019862.1",415408,"PYGO1",415408
"red","NP_001264852.1",422839,"RAB28",422839
"red","XP_004934408.1",416953,"RAB36",416953
"red","XP_003642996.1",770370,"RAB3C",770370
"red","XP_004937237.1",427432,"RAD1",427432
"red","NP_998749.1",404778,"RAD17",404778
"red","XP_004937233.1",427431,"RAI14",427431
"red","XP_003643150.1",770633,"RALGAPB",770633
"red","XP_424907.4",427327,"RASA1",427327
"red","NP_001038101.1",416507,"RASD1",416507
"red","XP_003643075.3",427451,"RASEF",427451
"red","NP_001006579.1",427206,"RASSF2",427206
"red","XP_015144461.1",423892,"RBM20",423892
"red","XP_424808.1",427222,"RCL1",427222
"red","XP_421193.1",423274,"RDH12",423274
"red","NP_001026776.1",431449,"RFK",431449
"red","XP_015135692.1",427351,"RFX3",427351
"red","XP_424860.4",427277,"RGMB",427277
"red","NP_001026782.2",431658,"RGP1",431658
"red","XP_015144396.1",423930,"RGS10",423930
"red","NP_001264473.1",424409,"RGS16",424409
"red","NP_989726.1",378912,"RGS2",378912
"red","NP_001025777.1",751791,"RHO",751791
"red","XP_004949440.1",431569,"RHOBTB3",431569
"red","XP_003643048.1",427226,"RIC1",427226
"red","XP_003643026.1",427447,"RICTOR",427447
"red","NP_001006581.2",427278,"RIOK2",427278
"red","XP_001233997.2",770660,"RIT2",770660
"red","NP_001026783.1",431669,"RMI1",431669
"red","XP_015145762.1",424410,"RNASEL",424410
"red","NP_001171208.1",427296,"RNF170",427296
"red","XP_004937330.1",101747752,"RNF180",101747752
"red","XP_015136088.1",427310,"RNF20",427310
"red","NP_001103457.1",424580,"RNF220",424580
"red","XP_015135966.1",427281,"RNF38",427281
"red","XP_015154002.1",395292,"ROBO1",395292
"red","NP_001026775.2",431261,"RP11-145E5.5",431261
"red","XP_015138611.1",420326,"RP11-240B13.2",420326
"red","XP_424762.2",427175,"RP11-296A16.1",427175
"red","XP_015135985.1",427299,"RP11-598P20.5",427299
"red","NP_001116235.1",427186,"RPL37",427186
"red","XP_424903.3",427323,"RPS23",427323
"red","NP_990556.1",396148,"RPS6",396148
"red","XP_015142346.1",425201,"RTN4RL2",425201
"red","NP_989459.1",373919,"RUNX2",373919
"red","NP_001264922.1",416368,"SCAMP1",416368
"red","XP_015132771.1",101751260,"SCEL",101751260
"red","XP_015145225.1",771555,"SCN1A",771555
"red","NP_001166993.1",100379662,"SCRT2",100379662
"red","XP_015131740.1",422597,"SEC31A",422597
"red","XP_001232876.1",423764,"SEC31B",423764
"red","XP_015156278.1",374090,"SEMA3C",374090
"red","XP_015135744.1",396331,"SEMA4D",396331
"red","XP_015135751.1",396331,"SEMA4D",396331
"red","XP_004949683.1",427387,"SEMA6A",427387
"red","XP_015133881.1",418900,"SERTM1",418900
"red","XP_004937305.2",770222,"SETD9",770222
"red","NP_990104.1",395546,"SFRP2",395546
"red","XP_015141038.1",422739,"SGCZ",422739
"red","XP_424863.3",427280,"SHB",427280
"red","XP_003641289.3",100857319,"SHISA3",100857319
"red","XP_417044.1",418849,"SIAH3",418849
"red","NP_001257486.3",100859748,"SIGMAR1",100859748
"red","XP_415873.1",417629,"SKA2",417629
"red","NP_001012962.1",427137,"SKIV2L2",427137
"red","NP_001007983.1",427437,"SKP2",427437
"red","XP_004943856.2",415433,"SLC12A1",415433
"red","XP_004949435.1",427123,"SLC12A2",427123
"red","XP_015132909.1",770445,"SLC14A2",770445
"red","NP_001007831.1",415610,"SLC25A46",415610
"red","XP_015136290.1",100859749,"SLC25A51",100859749
"red","NP_001026590.2",427173,"SLC30A5",427173
"red","XP_004951164.1",101751744,"SLC35D2",101751744
"red","XP_004937299.1",427139,"SLC38A9",427139
"red","XP_003643088.1",427301,"SLC44A1",427301
"red","NP_001076833.2",431665,"SLC45A2",431665
"red","XP_015133242.1",418676,"SLC9A7",418676
"red","XP_015136506.1",419051,"SLCO2B1",419051
"red","XP_003643093.1",769132,"SLCO4C1",769132
"red","XP_003640598.1",418797,"SLITRK6",418797
"red","XP_015131620.1",395680,"SMAD1",395680
"red","XP_427238.2",429683,"SMAD7",429683
"red","XP_015135556.1",396040,"SMARCA2",396040
"red","XP_015136079.1",396156,"SMC2",396156
"red","NP_001034424.2",431608,"SMC5",431608
"red","NP_001186160.1",770642,"SMIM15",770642
"red","NP_989530.1",374025,"SMN",374025
"red","XP_015139858.1",421559,"SMOC2",421559
"red","NP_001007980.1",427377,"SMU1",427377
"red","XP_001231675.1",768769,"SNAPC3",768769
"red","XP_015136272.1",426797,"SNX2",426797
"red","NP_001095119.1",426798,"SNX24",426798
"red","XP_424910.2",427330,"SNX30",427330
"red","XP_015141186.1",422810,"SOD3",422810
"red","NP_990120.1",395567,"SOUL",395567
"red","XP_015132999.1",427435,"SPEF2",427435
"red","NP_001075170.1",418848,"SPERT",418848
"red","XP_004949309.1",426145,"SPTLC1",426145
"red","XP_001231526.2",768538,"SPTLC3",768538
"red","XP_004937349.1",427168,"SREK1",427168
"red","XP_424747.1",427158,"SREK1IP1",427158
"red","XP_424408.2",426795,"SRFBP1",426795
"red","XP_001231861.1",769135,"SS18L2",769135
"red","XP_001234274.2",770958,"SSBP2",770958
"red","NP_001025516.1",395305,"SSTR2",395305
"red","NP_001001604.1",414336,"ST8SIA2",414336
"red","NP_989614.1",374155,"ST8SIA4",374155
"red","XP_015132901.1",414797,"ST8SIA5",414797
"red","NP_001073210.1",769322,"STARD4",769322
"red","XP_001234815.2",771551,"SUB1L1",771551
"red","XP_015139233.1",421473,"SULT6B1",421473
"red","XP_015150918.1",770125,"SUMO2",770125
"red","NP_001026601.1",427272,"SYK",427272
"red","XP_015143520.1",423614,"SYT15",423614
"red","NP_001026618.1",427427,"TARS",427427
"red","NP_001254502.1",426162,"TBC1D1",426162
"red","NP_001161201.1",416367,"TBCA",416367
"red","XP_015143056.1",776269,"TBPL2",776269
"red","NP_990281.1",395793,"TBX19",395793
"red","XP_004943287.1",424421,"TDRD5",424421
"red","NP_001292033.1",430492,"TDRD7",430492
"red","XP_015140905.1",396407,"TEC",396407
"red","NP_990367.1",395897,"TGFBI",395897
"red","XP_015139171.1",421398,"THADA",421398
"red","XP_004949398.1",431620,"THAP1",431620
"red","XP_015128753.1",776094,"THAP7",776094
"red","XP_015131824.1",422692,"TIFA",422692
"red","XP_413966.3",415598,"TIRAP",415598
"red","XP_015135730.1",395751,"TJP2",395751
"red","XP_015140760.1",395441,"TLL1",395441
"red","XP_003641925.1",415374,"TLN2",415374
"red","NP_001006580.1",427255,"TMC1",427255
"red","XP_415651.1",417398,"TMEM100",417398
"red","XP_001234848.1",771586,"TMEM154",771586
"red","XP_001235310.3",776186,"TMEM158",776186
"red","XP_424528.4",426919,"TMEM161B",426919
"red","NP_001106925.1",770790,"TMEM167A",770790
"red","XP_004937424.1",427220,"TMEM171",427220
"red","NP_001006582.1",427293,"TMEM175",427293
"red","XP_004949221.1",427250,"TMEM2",427250
"red","XP_004940281.1",427076,"TMEM200A",427076
"red","XP_004946123.1",417311,"TMEM220",417311
"red","XP_004949556.1",427309,"TMEM246",427309
"red","NP_001186527.1",423663,"TMEM26",423663
"red","XP_001234272.1",770956,"TMEM37",770956
"red","XP_004949414.1",427305,"TMEM38B",427305
"red","XP_001233115.3",769808,"TMEM8B",769808
"red","NP_990358.1",395883,"TMOD1",395883
"red","XP_424480.2",426872,"TMPRSS12",426872
"red","XP_015156488.1",427988,"TMPRSS3",427988
"red","XP_425558.3",427988,"TMPRSS3",427988
"red","XP_015130457.1",418772,"TMTC4",418772
"red","NP_989658.1",374229,"TNFSF13B",374229
"red","XP_430449.2",426803,"TOMM5",426803
"red","XP_004949582.1",427342,"TOPORS",427342
"red","XP_015146847.1",374269,"TP63",374269
"red","XP_001235286.3",772098,"TPBG",772098
"red","XP_424497.1",426891,"TPGS2",426891
"red","NP_990777.1",396430,"TPM2",396430
"red","XP_015132753.1",396430,"TPM2",396430
"red","XP_424853.1",427270,"TPPP2",427270
"red","NP_001181925.1",427165,"TRAPPC13",427165
"red","XP_424752.2",427164,"TRIM23",427164
"red","XP_015136319.1",426811,"TRIM36",426811
"red","XP_015136295.1",768672,"TRMT10B",768672
"red","XP_015138365.1",420180,"TRPA1",420180
"red","XP_015135817.1",427249,"TRPM3",427249
"red","XP_015135833.1",100859603,"TRPM6",100859603
"red","XP_424952.1",427380,"TSTD2",427380
"red","XP_001232651.1",427184,"TTC33",427184
"red","XP_004949443.1",427114,"TTC37",427114
"red","XP_004949160.1",427354,"TTC39B",427354
"red","XP_004949628.1",101751372,"TUSC1",101751372
"red","NP_001116249.1",416031,"TXNRD3",416031
"red","XP_015147686.1",415569,"UACA",415569
"red","NP_001265384.1",769261,"UBAP1L",769261
"red","NP_001026582.2",427021,"UBE2R2",427021
"red","XP_004949251.1",427454,"UBQLN1",427454
"red","XP_424914.2",427335,"UGCG",427335
"red","NP_001026110.1",420134,"USE1",420134
"red","NP_001292032.1",429286,"USP13",429286
"red","NP_001012624.1",426152,"UTP15",426152
"red","XP_004936550.1",423571,"VCPKMT",423571
"red","XP_015147038.1",424951,"VWA5B2",424951
"red","XP_004942521.1",428995,"VWC2L",428995
"red","XP_015143411.1",423558,"WDHD1",423558
"red","NP_001038099.1",415609,"WDR36",415609
"red","XP_003643005.1",416366,"WDR41",416366
"red","XP_015146350.1",429090,"WDR63",429090
"red","XP_015132818.1",427444,"WDR70",427444
"red","XP_015150175.1",416407,"WDR90",416407
"red","NP_990312.2",395829,"WNT9A",395829
"red","NP_990184.2",395659,"XPA",395659
"red","XP_015136170.1",427325,"XRCC4",427325
"red","XP_004949327.1",415602,"YTHDC2",415602
"red","XP_004949073.1",431576,"ZBTB7C",431576
"red","NP_001258876.1",100857368,"ZCCHC6",100857368
"red","XP_004949769.1",426807,"ZCCHC7",426807
"red","XP_424900.1",427320,"ZCCHC9",427320
"red","XP_004935713.1",421653,"ZDHHC14",421653
"red","NP_001026609.1",427356,"ZDHHC21",427356
"red","NP_001012837.1",418353,"ZDHHC23",418353
"red","XP_004949521.1",427315,"ZFYVE16",427315
"red","XP_003643057.1",100858851,"ZNF367",100858851
"red","XP_004944277.1",415764,"ZNF507",415764
"red","XP_015136298.1",426810,"ZNF608",426810
"red","XP_015137091.1",420539,"ZNF804B",420539
"red","XP_413922.2",415552,"ZWILCH",415552
