"","group","gene","results","n"
"680","FP","E2F1","Inc9toInc17(+); Hatch2N5(-)",2
"681","FP","EBAG9","Inc9toInc17(+); Hatch2N5(-)",2
"682","FP","ECT2","Inc9toInc17(+); Hatch2N5(-)",2
"683","FP","EDEM1","Inc9toInc17(+); Hatch2N5(-)",2
"684","FP","EDEM2","Lay2Inc3(+); Inc9toInc17(+)",2
"685","FP","EDF1","Inc9toInc17(+); Hatch2N5(-)",2
"686","FP","EFCAB4B","Bldg2Lay(+); Lay2Inc3(-)",2
"687","FP","EFR3A","Lay2Inc3(+); Inc9toInc17(+)",2
"688","FP","EGR3","Bldg2Lay(-); Lay2Inc3(+)",2
"689","FP","EHBP1","Inc9toInc17(-); Hatch2N5(+)",2
"690","FP","EHHADH","Lay2Inc3(-); Inc9toInc17(-)",2
"691","FP","EIF1AY","Inc9toInc17(+); Hatch2N5(-)",2
"692","FP","EIF2AK1","Inc9toInc17(+); Hatch2N5(-)",2
"693","FP","EIF2AK3","Inc9toInc17(+); Hatch2N5(-)",2
"694","FP","EIF2S1","Inc9toInc17(+); Hatch2N5(-)",2
"695","FP","EIF3F","Inc9toInc17(+); Hatch2N5(-)",2
"696","FP","EIF4E","Inc9toInc17(+); Hatch2N5(-)",2
"697","FP","EIF4H","Inc9toInc17(+); Hatch2N5(-)",2
"698","FP","EIF5","Inc9toInc17(+); Hatch2N5(-)",2
"699","FP","ELAVL1","Lay2Inc3(-); Hatch2N5(+)",2
"700","FP","ELAVL2","Inc9toInc17(+); Hatch2N5(-)",2
"701","FP","ELAVL4","Inc9toInc17(+); Hatch2N5(-)",2
"702","FP","EMC7","Inc9toInc17(+); Hatch2N5(-)",2
"703","FP","EMC8","Lay2Inc3(+); Hatch2N5(-)",2
"704","FP","EME1","Inc9toInc17(+); Hatch2N5(-)",2
"705","FP","ENC1","Inc9toInc17(-); Hatch2N5(+)",2
"706","FP","ENO1","Lay2Inc3(+); Hatch2N5(-)",2
"707","FP","ENTPD6","Inc9toInc17(+); Hatch2N5(-)",2
"708","FP","ENTPD7","Inc9toInc17(+); Hatch2N5(-)",2
"709","FP","ENY2","Lay2Inc3(+); Inc9toInc17(+)",2
"710","FP","EPAS1","Lay2Inc3(-); Inc9toInc17(-)",2
"711","FP","EPHA3","Inc9toInc17(-); Hatch2N5(+)",2
"712","FP","EPHA7","Bldg2Lay(-); Hatch2N5(+)",2
"713","FP","EPHB2","Inc9toInc17(-); Hatch2N5(+)",2
"714","FP","EPS8","Inc9toInc17(+); Hatch2N5(-)",2
"715","FP","EPS8L2","Inc9toInc17(-); Hatch2N5(+)",2
"716","FP","ERGIC1","Inc9toInc17(+); Hatch2N5(-)",2
"717","FP","ERLEC1","Inc9toInc17(+); Hatch2N5(-)",2
"718","FP","ERO1L","Inc9toInc17(+); Hatch2N5(-)",2
"719","FP","ERO1LB","Inc9toInc17(+); Hatch2N5(-)",2
"720","FP","ERP29","Inc9toInc17(+); Hatch2N5(-)",2
"721","FP","ERP44","Inc9toInc17(+); Hatch2N5(-)",2
"722","FP","ESR1","Bldg2Lay(+); Lay2Inc3(-)",2
"723","FP","ESRP1","Inc9toInc17(+); Hatch2N5(-)",2
"724","FP","ETF1","Inc9toInc17(+); Hatch2N5(-)",2
"725","FP","ETV3","Inc9toInc17(-); Hatch2N5(+)",2
"726","FP","EXT2","Inc9toInc17(+); Hatch2N5(-)",2
"727","FP","EYA3","Lay2Inc3(-); Inc9toInc17(-)",2
"728","FP","F13A1","Inc9toInc17(+); Hatch2N5(-)",2
"729","FP","FAAH2","Bldg2Lay(-); Lay2Inc3(+)",2
"730","FP","FAIM2","Inc9toInc17(-); Hatch2N5(+)",2
"731","FP","FAM102A","Inc9toInc17(-); Hatch2N5(+)",2
"732","FP","FAM114A1","Inc9toInc17(+); Hatch2N5(-)",2
"733","FP","FAM13A","Inc9toInc17(-); Hatch2N5(+)",2
"734","FP","FAM13C","Inc9toInc17(+); Hatch2N5(-)",2
"735","FP","FAM177A1","Lay2Inc3(-); Inc9toInc17(-)",2
"736","FP","FAM189A1","Bldg2Lay(+); Lay2Inc3(-)",2
"737","FP","FAM18B1","Inc9toInc17(+); Hatch2N5(-)",2
"738","FP","FAM19A1","Inc9toInc17(+); Hatch2N5(-)",2
"739","FP","FAM213A","Inc9toInc17(+); Hatch2N5(-)",2
"740","FP","FAM222B","Lay2Inc3(-); Inc9toInc17(-)",2
"741","FP","FAM46A","Inc9toInc17(+); Hatch2N5(-)",2
"742","FP","FAM46D","Inc9toInc17(+); Hatch2N5(-)",2
"743","FP","FAM65C","Bldg2Lay(+); Lay2Inc3(-)",2
"744","FP","FAM98A","Inc9toInc17(+); Hatch2N5(-)",2
"745","FP","FANCC","Inc9toInc17(+); Hatch2N5(-)",2
"746","FP","FARP1","Inc9toInc17(-); Hatch2N5(+)",2
"747","FP","FBXL14","Inc9toInc17(-); Hatch2N5(+)",2
"748","FP","FBXO2","Bldg2Lay(-); Lay2Inc3(+)",2
"749","FP","FBXO3","Inc9toInc17(+); Hatch2N5(-)",2
"750","FP","FBXO33","Inc9toInc17(+); Hatch2N5(-)",2
"751","FP","FBXW2","Inc9toInc17(+); Hatch2N5(-)",2
"752","FP","FCF1","Lay2Inc3(+); Inc9toInc17(+)",2
"753","FP","FCHSD2","Inc9toInc17(-); Hatch2N5(+)",2
"754","FP","FDX1","Lay2Inc3(-); Hatch2N5(+)",2
"755","FP","FDX1L","Bldg2Lay(-); Lay2Inc3(+)",2
"756","FP","FFAR4","Inc9toInc17(+); Hatch2N5(-)",2
"757","FP","FGF6","Inc9toInc17(+); Hatch2N5(-)",2
"758","FP","FHOD1","Bldg2Lay(-); Hatch2N5(+)",2
"759","FP","FKBP4","Lay2Inc3(+); Inc9toInc17(+)",2
"760","FP","FKBP7","Inc9toInc17(+); Hatch2N5(-)",2
"761","FP","FOSL2","Inc9toInc17(+); Hatch2N5(-)",2
"762","FP","FOXI1","Lay2Inc3(-); Inc9toInc17(-)",2
"763","FP","FOXP4L","Inc9toInc17(-); Hatch2N5(+)",2
"764","FP","GABARAPL1","Inc9toInc17(+); Hatch2N5(-)",2
"765","FP","GABRE","Inc9toInc17(+); Hatch2N5(-)",2
"766","FP","GADD45B","Bldg2Lay(-); Inc9toInc17(+)",2
"767","FP","GADL1","Lay2Inc3(+); Inc9toInc17(+)",2
"768","FP","GAL","Bldg2Lay(-); Lay2Inc3(+)",2
"769","FP","GAL3ST2","Inc9toInc17(+); Hatch2N5(-)",2
"770","FP","GALE","Inc9toInc17(+); Hatch2N5(-)",2
"771","FP","GALNT16","Inc9toInc17(-); Hatch2N5(+)",2
"772","FP","GAPDH","Lay2Inc3(+); Hatch2N5(-)",2
"773","FP","GARS","Inc9toInc17(+); Hatch2N5(-)",2
"774","FP","GCC2","Inc9toInc17(+); Hatch2N5(-)",2
"775","FP","GDAP1","Lay2Inc3(-); Hatch2N5(+)",2
"776","FP","GDI2","Inc9toInc17(+); Hatch2N5(-)",2
"777","FP","GLG1","Inc9toInc17(+); Hatch2N5(-)",2
"778","FP","GLIS2","Inc9toInc17(-); Hatch2N5(+)",2
"779","FP","GMNN","Inc9toInc17(+); Hatch2N5(-)",2
"780","FP","GNB1","Inc9toInc17(+); Hatch2N5(-)",2
"781","FP","GNL3","Inc9toInc17(+); Hatch2N5(-)",2
"782","FP","GNPNAT1","Inc9toInc17(+); Hatch2N5(-)",2
"783","FP","GNPTG","Inc9toInc17(+); Hatch2N5(-)",2
"784","FP","GNRHR","Bldg2Lay(-); Lay2Inc3(+)",2
"785","FP","GOLGA2","Inc9toInc17(+); Hatch2N5(-)",2
"786","FP","GOLT1B","Inc9toInc17(+); Hatch2N5(-)",2
"787","FP","GORASP2","Inc9toInc17(+); Hatch2N5(-)",2
"788","FP","GPATCH8","Lay2Inc3(-); Hatch2N5(+)",2
"789","FP","GPI","Inc9toInc17(+); Hatch2N5(-)",2
"790","FP","GPN3","Inc9toInc17(+); Hatch2N5(-)",2
"791","FP","GPR123","Inc9toInc17(+); Hatch2N5(-)",2
"792","FP","GPR180","Inc9toInc17(+); Hatch2N5(-)",2
"793","FP","GPR75","Bldg2Lay(+); Inc9toInc17(-)",2
"794","FP","GPX4","Inc9toInc17(+); Hatch2N5(-)",2
"795","FP","GRB10","Inc9toInc17(+); Hatch2N5(-)",2
"796","FP","GRIP2","Inc9toInc17(-); Hatch2N5(+)",2
"797","FP","GTF2A1","Bldg2Lay(+); Lay2Inc3(-)",2
"798","FP","GTF2H4","Inc9toInc17(-); Hatch2N5(+)",2
"799","FP","GXYLT2","Inc9toInc17(+); Hatch2N5(-)",2
"800","FP","HAT1","Inc9toInc17(+); Hatch2N5(-)",2
"801","FP","HBS1L","Inc9toInc17(+); Hatch2N5(-)",2
"802","FP","HCN4","Inc9toInc17(-); Hatch2N5(+)",2
"803","FP","HDLBP","Inc9toInc17(+); Hatch2N5(-)",2
"804","FP","HECTD4","Lay2Inc3(-); Hatch2N5(+)",2
"805","FP","HELLS","Inc9toInc17(+); Hatch2N5(-)",2
"806","FP","HIGD2A","Lay2Inc3(+); Hatch2N5(-)",2
"807","FP","HIP1","Inc9toInc17(-); Hatch2N5(+)",2
"808","FP","HIPK1","Lay2Inc3(-); Inc9toInc17(-)",2
"809","FP","HIPK2","Lay2Inc3(-); Hatch2N5(+)",2
"810","FP","HMGB2","Inc9toInc17(+); Hatch2N5(-)",2
"811","FP","HMGB3","Inc9toInc17(+); Hatch2N5(-)",2
"812","FP","HMGN1","Lay2Inc3(+); Inc9toInc17(+)",2
"813","FP","HMGN5","Inc9toInc17(+); Hatch2N5(-)",2
"814","FP","HMMR","Inc9toInc17(+); Hatch2N5(-)",2
"815","FP","HMOX1","Inc9toInc17(+); Hatch2N5(-)",2
"816","FP","HNRNPAB","Inc9toInc17(+); Hatch2N5(-)",2
"817","FP","HNRNPM","Inc9toInc17(-); Hatch2N5(+)",2
"818","FP","HOMER2","Inc9toInc17(+); Hatch2N5(-)",2
"819","FP","HOOK3","Inc9toInc17(+); Hatch2N5(-)",2
"820","FP","HPSE","Bldg2Lay(-); Lay2Inc3(+)",2
"821","FP","HSPA14","Inc9toInc17(+); Hatch2N5(-)",2
"822","FP","HTRA3","Lay2Inc3(+); Hatch2N5(-)",2
"823","FP","IARS","Inc9toInc17(+); Hatch2N5(-)",2
"824","FP","ID3","Bldg2Lay(-); Inc9toInc17(-)",2
"825","FP","IDH3A","Inc9toInc17(+); Hatch2N5(-)",2
"826","FP","IER3IP1","Inc9toInc17(+); Hatch2N5(-)",2
"827","FP","IFFO2","Lay2Inc3(-); Hatch2N5(+)",2
"828","FP","IFRD1","Inc9toInc17(+); Hatch2N5(-)",2
"829","FP","IGDCC4","Inc9toInc17(-); Hatch2N5(+)",2
"830","FP","IGSF3","Inc9toInc17(-); Hatch2N5(+)",2
"831","FP","IKZF5","Bldg2Lay(+); Lay2Inc3(-)",2
"832","FP","IL22RA1","Bldg2Lay(-); Inc9toInc17(+)",2
"833","FP","IMP3","Lay2Inc3(+); Hatch2N5(-)",2
"834","FP","IMPA1","Inc9toInc17(+); Hatch2N5(-)",2
"835","FP","INA","Inc9toInc17(-); Hatch2N5(+)",2
"836","FP","INCENP","Inc9toInc17(+); Hatch2N5(-)",2
"837","FP","INPP5A","Inc9toInc17(+); Hatch2N5(-)",2
"838","FP","INSIG1","Bldg2Lay(-); N5toN9(+)",2
"839","FP","IQSEC3","Inc9toInc17(-); Hatch2N5(+)",2
"840","FP","ITGB1BP3","Inc9toInc17(+); Hatch2N5(-)",2
"841","FP","ITM2B","Inc9toInc17(+); Hatch2N5(-)",2
"842","FP","ITPR2","Bldg2Lay(+); Lay2Inc3(-)",2
"843","FP","IVD","Inc9toInc17(-); Hatch2N5(+)",2
"844","FP","IWS1","Inc9toInc17(+); Hatch2N5(-)",2
"845","FP","JKAMP","Inc9toInc17(+); Hatch2N5(-)",2
"846","FP","KANK4","Inc9toInc17(-); Hatch2N5(+)",2
"847","FP","KANSL1","Lay2Inc3(-); Hatch2N5(+)",2
"848","FP","KARS","Inc9toInc17(+); Hatch2N5(-)",2
"849","FP","KCNA2","Inc9toInc17(-); Hatch2N5(+)",2
"850","FP","KCNB1","Inc9toInc17(-); Hatch2N5(+)",2
"851","FP","KCNH8","Lay2Inc3(-); Hatch2N5(+)",2
"852","FP","KCTD14","Inc9toInc17(+); Hatch2N5(-)",2
"853","FP","KDM1A","Inc9toInc17(-); Hatch2N5(+)",2
"854","FP","KIAA0101","Inc9toInc17(+); Hatch2N5(-)",2
"855","FP","KIAA0430","Lay2Inc3(-); Hatch2N5(+)",2
"856","FP","KIAA0753","Inc9toInc17(-); Hatch2N5(+)",2
"857","FP","KIAA1147","Inc9toInc17(-); Hatch2N5(+)",2
"858","FP","KIAA1524","Inc9toInc17(+); Hatch2N5(-)",2
"859","FP","KIAA1671","Inc9toInc17(-); Hatch2N5(+)",2
"860","FP","KIAA1919","Lay2Inc3(-); Inc9toInc17(-)",2
"861","FP","KIAA2022","Inc9toInc17(-); Hatch2N5(+)",2
"862","FP","KIF11","Inc9toInc17(+); Hatch2N5(-)",2
"863","FP","KIF13A","Lay2Inc3(-); Hatch2N5(+)",2
"864","FP","KIF15","Inc9toInc17(+); Hatch2N5(-)",2
"865","FP","KIF20A","Inc9toInc17(+); Hatch2N5(-)",2
"866","FP","KIF4A","Inc9toInc17(+); Hatch2N5(-)",2
"867","FP","KLHDC3","Inc9toInc17(+); Hatch2N5(-)",2
"868","FP","KNSTRN","Inc9toInc17(+); Hatch2N5(-)",2
"869","FP","KNTC1","Inc9toInc17(+); Hatch2N5(-)",2
"870","FP","KPNA2","Inc9toInc17(+); Hatch2N5(-)",2
"871","FP","KRT14","Bldg2Lay(-); Lay2Inc3(+)",2
"872","FP","KRTCAP2","Lay2Inc3(+); Hatch2N5(-)",2
"873","FP","LAMA4","Bldg2Lay(-); Inc9toInc17(-)",2
"874","FP","LAMB1","Inc9toInc17(-); Hatch2N5(+)",2
"875","FP","LAMP2","Inc9toInc17(+); Hatch2N5(-)",2
"876","FP","LAMTOR2","Lay2Inc3(+); Hatch2N5(-)",2
"877","FP","LAP3","Inc9toInc17(+); Hatch2N5(-)",2
"878","FP","LAPTM4B","Inc9toInc17(+); Hatch2N5(-)",2
"879","FP","LARGE","Inc9toInc17(-); Hatch2N5(+)",2
"880","FP","LASP1","Bldg2Lay(-); Inc9toInc17(-)",2
"881","FP","LBH","Inc9toInc17(+); Hatch2N5(-)",2
"882","FP","LDHA","Inc9toInc17(+); Hatch2N5(-)",2
"883","FP","LEPROTL1","Inc9toInc17(+); Hatch2N5(-)",2
"884","FP","LHPP","Bldg2Lay(-); Lay2Inc3(+)",2
"885","FP","LHX6","Inc9toInc17(-); Hatch2N5(+)",2
"886","FP","LMBR1","Inc9toInc17(+); Hatch2N5(-)",2
"887","FP","LMNB1","Inc9toInc17(+); Hatch2N5(-)",2
"888","FP","LOC100857269","Inc9toInc17(-); Hatch2N5(+)",2
"889","FP","LOC100857380","Bldg2Lay(-); Lay2Inc3(+)",2
"890","FP","LOC100858130","Inc9toInc17(+); Hatch2N5(-)",2
"891","FP","LOC100858626","Bldg2Lay(-); Lay2Inc3(+)",2
"892","FP","LOC100859848","Bldg2Lay(+); Lay2Inc3(-)",2
"893","FP","LOC101748568","Inc9toInc17(-); Hatch2N5(+)",2
"894","FP","LOC101748851","Inc9toInc17(-); Hatch2N5(+)",2
"895","FP","LOC101749223","Inc9toInc17(-); Hatch2N5(+)",2
"896","FP","LOC101749352","Inc9toInc17(-); Hatch2N5(+)",2
"897","FP","LOC101750367","Hatch2N5(+); N5toN9(-)",2
"898","FP","LOC101750600","Inc9toInc17(-); Hatch2N5(+)",2
"899","FP","LOC101750767","Inc9toInc17(+); Hatch2N5(-)",2
"900","FP","LOC101751823","Inc9toInc17(+); Hatch2N5(-)",2
"901","FP","LOC101751874","Inc9toInc17(-); Hatch2N5(+)",2
"902","FP","LOC107048987","Inc9toInc17(+); Hatch2N5(-)",2
"903","FP","LOC107049088","Inc9toInc17(+); Hatch2N5(-)",2
"904","FP","LOC107049097","Inc9toInc17(-); Hatch2N5(+)",2
"905","FP","LOC107049328","Lay2Inc3(-); Hatch2N5(+)",2
"906","FP","LOC107049744","Lay2Inc3(-); Inc9toInc17(-)",2
"907","FP","LOC107049885","Inc9toInc17(+); Hatch2N5(-)",2
"908","FP","LOC107050074","Lay2Inc3(-); Inc9toInc17(-)",2
"909","FP","LOC107050492","Lay2Inc3(+); Hatch2N5(-)",2
"910","FP","LOC107050516","Bldg2Lay(+); Lay2Inc3(-)",2
"911","FP","LOC107050650","Inc9toInc17(-); Hatch2N5(+)",2
"912","FP","LOC107050785","Inc9toInc17(-); Hatch2N5(+)",2
"913","FP","LOC107050804","Lay2Inc3(-); Inc9toInc17(-)",2
"914","FP","LOC107050947","Lay2Inc3(-); Inc9toInc17(-)",2
"915","FP","LOC107051165","Lay2Inc3(-); Inc9toInc17(-)",2
"916","FP","LOC107051178","Lay2Inc3(-); Inc9toInc17(-)",2
"917","FP","LOC107051182","Inc9toInc17(+); Hatch2N5(-)",2
"918","FP","LOC107051408","Lay2Inc3(-); Inc9toInc17(-)",2
"919","FP","LOC107051473","Lay2Inc3(-); Inc9toInc17(-)",2
"920","FP","LOC107051567","Inc9toInc17(-); Hatch2N5(+)",2
"921","FP","LOC107051991","Lay2Inc3(+); Hatch2N5(-)",2
"922","FP","LOC107053040","Bldg2Lay(-); Inc9toInc17(+)",2
"923","FP","LOC107053055","Inc9toInc17(-); Hatch2N5(+)",2
"924","FP","LOC107054798","Inc9toInc17(+); Hatch2N5(-)",2
"925","FP","LOC107054855","Bldg2Lay(+); Inc3toInc9(-)",2
"926","FP","LOC107055436","Lay2Inc3(-); Hatch2N5(-)",2
"927","FP","LOC107056124","Inc9toInc17(+); Hatch2N5(-)",2
"928","FP","LOC107057057","Lay2Inc3(+); Inc9toInc17(+)",2
"929","FP","LOC107057175","Inc9toInc17(+); Hatch2N5(-)",2
"930","FP","LOC395991","Lay2Inc3(-); Hatch2N5(+)",2
"931","FP","LOC416924","Inc9toInc17(-); Hatch2N5(+)",2
"932","FP","LOC419662","Inc9toInc17(+); Hatch2N5(-)",2
"933","FP","LOC420849","Inc9toInc17(+); Hatch2N5(-)",2
"934","FP","LOC422151","Bldg2Lay(-); Inc9toInc17(+)",2
"935","FP","LOC422249","Inc9toInc17(+); Hatch2N5(-)",2
"936","FP","LOC422926","Bldg2Lay(-); Inc9toInc17(+)",2
"937","FP","LOC423110","Inc9toInc17(-); Hatch2N5(+)",2
"938","FP","LOC423793","Inc9toInc17(+); Hatch2N5(-)",2
"939","FP","LOC424201","Inc9toInc17(+); Hatch2N5(-)",2
"940","FP","LOC424214","Bldg2Lay(-); N5toN9(+)",2
"941","FP","LOC424401","Lay2Inc3(+); Inc9toInc17(+)",2
"942","FP","LOC425431","Inc9toInc17(-); Hatch2N5(+)",2
"943","FP","LOC425531","Bldg2Lay(-); Lay2Inc3(+)",2
"944","FP","LOC427665","Inc9toInc17(+); Hatch2N5(-)",2
"945","FP","LOC428479","Inc9toInc17(+); Hatch2N5(-)",2
"946","FP","LOC429032","Lay2Inc3(+); Hatch2N5(+)",2
"947","FP","LOC429809","Lay2Inc3(-); Inc9toInc17(-)",2
"948","FP","LONP2","Lay2Inc3(-); Inc9toInc17(-)",2
"949","FP","LPHN3","Inc9toInc17(-); Hatch2N5(+)",2
"950","FP","LPPR5","Inc9toInc17(+); Hatch2N5(-)",2
"951","FP","LRPPRC","Inc9toInc17(+); Hatch2N5(-)",2
"952","FP","LRRC57","Inc9toInc17(+); Hatch2N5(-)",2
"953","FP","LRRC59","Inc9toInc17(+); Hatch2N5(-)",2
"954","FP","LRRC70","Lay2Inc3(+); Inc9toInc17(+)",2
"955","FP","LRRTM4","Inc9toInc17(+); Hatch2N5(-)",2
"956","FP","LSAMP","Inc9toInc17(-); Hatch2N5(+)",2
"957","FP","LSM3","Lay2Inc3(+); Inc9toInc17(+)",2
"958","FP","LYSMD2","Inc9toInc17(+); Hatch2N5(-)",2
"959","FP","LYSMD3","Inc9toInc17(+); Hatch2N5(-)",2
"960","FP","LZTFL1","Lay2Inc3(+); Inc9toInc17(+)",2
"961","FP","LZTR1","Inc9toInc17(-); Hatch2N5(+)",2
"962","FP","MAD2L1","Inc9toInc17(+); Hatch2N5(-)",2
"963","FP","MAD2L1BP","Inc9toInc17(+); Hatch2N5(-)",2
"964","FP","MADD","Bldg2Lay(+); Lay2Inc3(-)",2
"965","FP","MAEA","Inc9toInc17(+); Hatch2N5(-)",2
"966","FP","MAFF","Bldg2Lay(-); Hatch2N5(-)",2
"967","FP","MAGT1","Bldg2Lay(-); Hatch2N5(-)",2
"968","FP","MAML3","Inc9toInc17(-); Hatch2N5(+)",2
"969","FP","MAMLD1","Bldg2Lay(+); Inc9toInc17(-)",2
"970","FP","MAPT","Lay2Inc3(-); Hatch2N5(+)",2
"971","FP","MAST3","Lay2Inc3(-); Inc9toInc17(-)",2
"972","FP","MB21D2","Inc9toInc17(+); Hatch2N5(-)",2
"973","FP","MC5R","Inc9toInc17(-); Hatch2N5(+)",2
"974","FP","MCM10","Inc9toInc17(+); Hatch2N5(-)",2
"975","FP","MCM2","Inc9toInc17(+); Hatch2N5(-)",2
"976","FP","MCM5","Inc9toInc17(+); Hatch2N5(-)",2
"977","FP","MCTS1","Inc9toInc17(+); Hatch2N5(-)",2
"978","FP","MDM4","Lay2Inc3(-); Inc9toInc17(-)",2
"979","FP","ME1","Lay2Inc3(+); Hatch2N5(-)",2
"980","FP","MED13L","Lay2Inc3(-); Inc9toInc17(-)",2
"981","FP","MED30","Lay2Inc3(+); Inc9toInc17(+)",2
"982","FP","MED31","Inc9toInc17(+); Hatch2N5(-)",2
"983","FP","MESDC2","Inc9toInc17(+); Hatch2N5(-)",2
"984","FP","MEST","Inc9toInc17(+); Hatch2N5(-)",2
"985","FP","METAP1D","Inc9toInc17(+); Hatch2N5(-)",2
"986","FP","METTL21A","Inc9toInc17(+); Hatch2N5(-)",2
"987","FP","METTL9","Inc9toInc17(+); Hatch2N5(-)",2
"988","FP","MFSD2A","Inc9toInc17(+); Hatch2N5(-)",2
"989","FP","MFSD4","Inc9toInc17(+); Hatch2N5(-)",2
"990","FP","MFSD6","Lay2Inc3(-); Hatch2N5(+)",2
"991","FP","MGAT3","Inc9toInc17(-); Hatch2N5(+)",2
"992","FP","MIA3","Inc9toInc17(+); Hatch2N5(-)",2
"993","FP","MIER1","Lay2Inc3(-); Inc9toInc17(-)",2
"994","FP","MIPEP","Inc9toInc17(+); Hatch2N5(-)",2
"995","FP","MITD1","Inc9toInc17(+); Hatch2N5(-)",2
"996","FP","MKI67","Inc9toInc17(+); Hatch2N5(-)",2
"997","FP","MLL2","Inc9toInc17(-); Hatch2N5(+)",2
"998","FP","MLN","Inc9toInc17(+); Hatch2N5(-)",2
"999","FP","MLST8","Lay2Inc3(+); Inc9toInc17(-)",2
"1000","FP","MMADHC","Inc9toInc17(+); Hatch2N5(-)",2
"1001","FP","MN1","Inc9toInc17(-); Hatch2N5(+)",2
"1002","FP","MND1","Inc9toInc17(+); Hatch2N5(-)",2
"1003","FP","MOCS3","Lay2Inc3(+); Hatch2N5(-)",2
"1004","FP","MPRIP","Lay2Inc3(-); Hatch2N5(+)",2
"1005","FP","MRPL1","Inc9toInc17(+); Hatch2N5(-)",2
"1006","FP","MRPL14","Bldg2Lay(-); Lay2Inc3(+)",2
"1007","FP","MRPL16","Lay2Inc3(+); Hatch2N5(-)",2
"1008","FP","MRPL21","Lay2Inc3(+); Hatch2N5(-)",2
"1009","FP","MRPL39","Lay2Inc3(+); Hatch2N5(-)",2
"1010","FP","MRPS31","Inc9toInc17(+); Hatch2N5(-)",2
"1011","FP","MRPS33","Lay2Inc3(+); Inc9toInc17(+)",2
"1012","FP","MSL2","Lay2Inc3(-); Inc9toInc17(-)",2
"1013","FP","MT4","Bldg2Lay(+); Lay2Inc3(-)",2
"1014","FP","MTA1","Lay2Inc3(-); Hatch2N5(+)",2
"1015","FP","MTBP","Bldg2Lay(+); Hatch2N5(-)",2
"1016","FP","MTERF3","Inc9toInc17(+); Hatch2N5(-)",2
"1017","FP","MTFR1","Inc9toInc17(+); Hatch2N5(-)",2
"1018","FP","MTHFD2","Inc9toInc17(+); Hatch2N5(-)",2
"1019","FP","MTMR1","Inc9toInc17(+); Hatch2N5(-)",2
"1020","FP","MTMR3","Lay2Inc3(-); Inc9toInc17(-)",2
"1021","FP","MXD1","Inc9toInc17(-); Hatch2N5(+)",2
"1022","FP","MXD3","Inc9toInc17(+); Hatch2N5(-)",2
"1023","FP","MXRA7","Bldg2Lay(-); Lay2Inc3(+)",2
"1024","FP","MYBBP1A","Inc9toInc17(+); Hatch2N5(-)",2
"1025","FP","MYBL1","Inc9toInc17(+); Hatch2N5(-)",2
"1026","FP","MYC","Inc9toInc17(+); Hatch2N5(-)",2
"1027","FP","MYCL","Bldg2Lay(-); Lay2Inc3(+)",2
"1028","FP","MYH1D","Inc9toInc17(-); Hatch2N5(+)",2
"1029","FP","MYO18A","Inc9toInc17(-); Hatch2N5(+)",2
"1030","FP","MYO3AL","Lay2Inc3(-); Inc9toInc17(-)",2
"1031","FP","NAA50","Bldg2Lay(+); Lay2Inc3(-)",2
"1032","FP","NAP1L4","Inc9toInc17(+); Hatch2N5(-)",2
"1033","FP","NARFL","Inc9toInc17(+); Hatch2N5(-)",2
"1034","FP","NASP","Inc9toInc17(+); Hatch2N5(-)",2
"1035","FP","NAT8L","Lay2Inc3(-); Inc9toInc17(-)",2
"1036","FP","NAV1","Inc9toInc17(-); Hatch2N5(+)",2
"1037","FP","NCAPH","Inc9toInc17(+); Hatch2N5(-)",2
"1038","FP","NCAPH2","Inc9toInc17(+); Hatch2N5(-)",2
"1039","FP","NCL","Inc9toInc17(+); Hatch2N5(-)",2
"1040","FP","NCLN","Inc9toInc17(+); Hatch2N5(-)",2
"1041","FP","NCOA6","Lay2Inc3(-); Hatch2N5(+)",2
"1042","FP","NDC80","Inc9toInc17(+); Hatch2N5(-)",2
"1043","FP","NDUFA8","Lay2Inc3(+); Hatch2N5(-)",2
"1044","FP","NDUFB10","Lay2Inc3(+); Inc9toInc17(+)",2
"1045","FP","NDUFB5","Inc9toInc17(+); Hatch2N5(-)",2
"1046","FP","NDUFS3","Lay2Inc3(+); Hatch2N5(-)",2
"1047","FP","NDUFS4","Lay2Inc3(+); Hatch2N5(-)",2
"1048","FP","NDUFV2","Inc9toInc17(+); Hatch2N5(-)",2
"1049","FP","NECAP1","Inc9toInc17(+); Hatch2N5(-)",2
"1050","FP","NEDD4","Inc9toInc17(-); Hatch2N5(+)",2
"1051","FP","NEU3","Inc9toInc17(-); Hatch2N5(+)",2
"1052","FP","NEURL1B","Inc9toInc17(-); Hatch2N5(+)",2
"1053","FP","NF1","Lay2Inc3(-); Hatch2N5(+)",2
"1054","FP","NFASC","Lay2Inc3(-); Inc9toInc17(-)",2
"1055","FP","NFIA","Inc9toInc17(-); Hatch2N5(+)",2
"1056","FP","NFKBIE","Bldg2Lay(+); Lay2Inc3(-)",2
"1057","FP","NKIRAS1","Bldg2Lay(-); Lay2Inc3(+)",2
"1058","FP","NKX2-2","Inc9toInc17(-); Hatch2N5(+)",2
"1059","FP","NMD3","Inc9toInc17(+); Hatch2N5(-)",2
"1060","FP","NOG","Lay2Inc3(+); Inc9toInc17(-)",2
"1061","FP","NOP14","Inc9toInc17(+); Hatch2N5(-)",2
"1062","FP","NOP58","Inc9toInc17(+); Hatch2N5(-)",2
"1063","FP","NOTCH2","Inc9toInc17(-); Hatch2N5(+)",2
