"","group","gene","results","n"
"1812","FG","RPL39","Bldg2Lay(-); Lay2Inc3(+)",2
"1813","FG","RPL7","Bldg2Lay(-); Lay2Inc3(+)",2
"1814","FG","RPL7A","Bldg2Lay(-); Lay2Inc3(+)",2
"1815","FG","RPL9","Bldg2Lay(-); Lay2Inc3(+)",2
"1816","FG","RPLP0","Bldg2Lay(-); Lay2Inc3(+)",2
"1817","FG","RPLP2","Bldg2Lay(-); Lay2Inc3(+)",2
"1818","FG","RPRD1A","Bldg2Lay(-); Lay2Inc3(+)",2
"1819","FG","RPS11","Bldg2Lay(-); Lay2Inc3(+)",2
"1820","FG","RPS12","Bldg2Lay(-); Lay2Inc3(+)",2
"1821","FG","RPS13","Bldg2Lay(-); Lay2Inc3(+)",2
"1822","FG","RPS14","Bldg2Lay(-); Lay2Inc3(+)",2
"1823","FG","RPS15A","Bldg2Lay(-); Lay2Inc3(+)",2
"1824","FG","RPS16","Bldg2Lay(-); Lay2Inc3(+)",2
"1825","FG","RPS17","Bldg2Lay(-); Lay2Inc3(+)",2
"1826","FG","RPS21","Bldg2Lay(-); Lay2Inc3(+)",2
"1827","FG","RPS25","Bldg2Lay(-); Lay2Inc3(+)",2
"1828","FG","RPS27L","Bldg2Lay(-); Lay2Inc3(+)",2
"1829","FG","RPS28","Bldg2Lay(-); Lay2Inc3(+)",2
"1830","FG","RPS29","Bldg2Lay(-); Lay2Inc3(+)",2
"1831","FG","RPS3","Bldg2Lay(-); Lay2Inc3(+)",2
"1832","FG","RPS3A","Bldg2Lay(-); Lay2Inc3(+)",2
"1833","FG","RPS7","Bldg2Lay(-); Lay2Inc3(+)",2
"1834","FG","RPS8","Bldg2Lay(-); Lay2Inc3(+)",2
"1835","FG","RRP15","Bldg2Lay(-); Lay2Inc3(+)",2
"1836","FG","RSPH1","Inc9toInc17(-); N5toN9(+)",2
"1837","FG","RSPH9","Inc9toInc17(-); N5toN9(+)",2
"1838","FG","SAP18","Bldg2Lay(-); Lay2Inc3(+)",2
"1839","FG","SBF1","Lay2Inc3(-); N5toN9(+)",2
"1840","FG","SEC13","Bldg2Lay(-); Lay2Inc3(+)",2
"1841","FG","SEC61B","Bldg2Lay(-); N5toN9(+)",2
"1842","FG","SELM","Bldg2Lay(-); Lay2Inc3(+)",2
"1843","FG","SEMA3A","Bldg2Lay(+); Lay2Inc3(+)",2
"1844","FG","SERHL2","Bldg2Lay(-); N5toN9(+)",2
"1845","FG","SERPINB2","Bldg2Lay(+); Lay2Inc3(-)",2
"1846","FG","SERPINB6","Lay2Inc3(-); N5toN9(+)",2
"1847","FG","SGK1","Bldg2Lay(+); Lay2Inc3(-)",2
"1848","FG","SHANK3","Lay2Inc3(-); N5toN9(+)",2
"1849","FG","SLC10A4","Bldg2Lay(-); N5toN9(+)",2
"1850","FG","SLC14A2","Bldg2Lay(+); Lay2Inc3(-)",2
"1851","FG","SLC31A1","Bldg2Lay(-); Lay2Inc3(-)",2
"1852","FG","SLC35B1","Bldg2Lay(-); N5toN9(+)",2
"1853","FG","SLC43A3","Inc9toInc17(-); N5toN9(+)",2
"1854","FG","SLC45A4","Lay2Inc3(-); Inc9toInc17(-)",2
"1855","FG","SLC5A8","Bldg2Lay(+); Lay2Inc3(-)",2
"1856","FG","SLC5A9","Lay2Inc3(-); N5toN9(+)",2
"1857","FG","SLC6A8","Bldg2Lay(-); N5toN9(+)",2
"1858","FG","SLC9A3R1","Inc9toInc17(-); N5toN9(+)",2
"1859","FG","SLMAP","Bldg2Lay(+); Lay2Inc3(-)",2
"1860","FG","SLMO1","Lay2Inc3(-); N5toN9(+)",2
"1861","FG","SMARCAL1","Bldg2Lay(-); Lay2Inc3(+)",2
"1862","FG","SNRPB2","Bldg2Lay(-); Lay2Inc3(+)",2
"1863","FG","SNRPD2","Bldg2Lay(-); Lay2Inc3(+)",2
"1864","FG","SNRPE","Bldg2Lay(-); Lay2Inc3(+)",2
"1865","FG","SNRPG","Bldg2Lay(-); Lay2Inc3(+)",2
"1866","FG","SOX2","Bldg2Lay(+); Lay2Inc3(-)",2
"1867","FG","SPAG6","Lay2Inc3(-); Inc9toInc17(-)",2
"1868","FG","SPATA18","Lay2Inc3(-); N5toN9(+)",2
"1869","FG","SPCS2","Bldg2Lay(-); Lay2Inc3(+)",2
"1870","FG","SPINK7","Lay2Inc3(-); N5toN9(+)",2
"1871","FG","SPTLC2","Bldg2Lay(+); Lay2Inc3(-)",2
"1872","FG","SQSTM1","Bldg2Lay(+); Inc3toInc9(-)",2
"1873","FG","SSFA2","Bldg2Lay(+); Lay2Inc3(-)",2
"1874","FG","ST6GALNAC1","Bldg2Lay(+); Lay2Inc3(-)",2
"1875","FG","ST6GALNAC2","Bldg2Lay(+); Lay2Inc3(-)",2
"1876","FG","STARD10","Lay2Inc3(-); N5toN9(+)",2
"1877","FG","STIM1","Lay2Inc3(-); N5toN9(+)",2
"1878","FG","STON2","Bldg2Lay(+); Lay2Inc3(-)",2
"1879","FG","STYXL1","Inc9toInc17(-); N5toN9(+)",2
"1880","FG","SULF2","Lay2Inc3(-); N5toN9(+)",2
"1881","FG","TBC1D9","Bldg2Lay(+); Lay2Inc3(-)",2
"1882","FG","TEKT2","Inc9toInc17(-); N5toN9(+)",2
"1883","FG","TEKT4","Inc9toInc17(-); N5toN9(+)",2
"1884","FG","TFDP1","Bldg2Lay(-); Lay2Inc3(+)",2
"1885","FG","THBS4","Lay2Inc3(-); Inc9toInc17(-)",2
"1886","FG","THOC3","Bldg2Lay(-); Lay2Inc3(+)",2
"1887","FG","TIMM17A","Bldg2Lay(-); Lay2Inc3(+)",2
"1888","FG","TIPARP","Lay2Inc3(-); N5toN9(+)",2
"1889","FG","TMC5","Lay2Inc3(-); N5toN9(+)",2
"1890","FG","TMED11","Bldg2Lay(-); Lay2Inc3(+)",2
"1891","FG","TMED3","Bldg2Lay(-); N5toN9(+)",2
"1892","FG","TMEM131","Bldg2Lay(+); Lay2Inc3(-)",2
"1893","FG","TMEM258","Bldg2Lay(-); Lay2Inc3(+)",2
"1894","FG","TMIE","Bldg2Lay(-); Lay2Inc3(+)",2
"1895","FG","TNFAIP6","Lay2Inc3(-); N5toN9(+)",2
"1896","FG","TNNI1","Bldg2Lay(-); Lay2Inc3(+)",2
"1897","FG","TOMM22","Bldg2Lay(-); Lay2Inc3(+)",2
"1898","FG","TP73","Lay2Inc3(-); Inc9toInc17(-)",2
"1899","FG","TPM4","Bldg2Lay(-); Lay2Inc3(+)",2
"1900","FG","TRAF5","Lay2Inc3(-); Inc9toInc17(-)",2
"1901","FG","TRAPPC10","Bldg2Lay(+); Lay2Inc3(-)",2
"1902","FG","TRIAP1","Bldg2Lay(-); Lay2Inc3(+)",2
"1903","FG","TRPC4AP","Bldg2Lay(+); Lay2Inc3(-)",2
"1904","FG","TSTA3","Bldg2Lay(-); N5toN9(+)",2
"1905","FG","TTC18","Inc9toInc17(-); N5toN9(+)",2
"1906","FG","TTC25","Inc9toInc17(-); N5toN9(+)",2
"1907","FG","TTLL10","Inc9toInc17(-); N5toN9(+)",2
"1908","FG","TUB","Lay2Inc3(-); N5toN9(+)",2
"1909","FG","TXN2","Bldg2Lay(-); Lay2Inc3(+)",2
"1910","FG","TXNIP","Bldg2Lay(+); Inc3toInc9(-)",2
"1911","FG","TXNL4A","Bldg2Lay(-); Lay2Inc3(+)",2
"1912","FG","UBAP2L","Bldg2Lay(+); Lay2Inc3(-)",2
"1913","FG","UBE2H","Bldg2Lay(+); Inc3toInc9(-)",2
"1914","FG","UFC1","Bldg2Lay(-); Lay2Inc3(+)",2
"1915","FG","UQCR10","Bldg2Lay(-); Lay2Inc3(+)",2
"1916","FG","UQCRH","Bldg2Lay(-); Lay2Inc3(+)",2
"1917","FG","UQCRQ","Bldg2Lay(-); N5toN9(+)",2
"1918","FG","USP2","Lay2Inc3(-); Inc9toInc17(-)",2
"1919","FG","UVRAG","Bldg2Lay(+); Lay2Inc3(-)",2
"1920","FG","VDAC2","Bldg2Lay(-); Lay2Inc3(+)",2
"1921","FG","VTI1A","Bldg2Lay(-); Lay2Inc3(+)",2
"1922","FG","WIPI1","Bldg2Lay(+); Lay2Inc3(-)",2
"1923","FG","ZBTB7B","Lay2Inc3(-); N5toN9(+)",2
"1924","FG","ZER1","Bldg2Lay(+); Lay2Inc3(-)",2
"1925","MH","TPH2","Bldg2Lay(-); Hatch2N5(+); N5toN9(-)",3
"1926","MH","ALPK2","Lay2Inc3(+); Inc9toInc17(-)",2
"1927","MH","ATP2A1","Hatch2N5(-); In17toHatch(+)",2
"1928","MH","CERKL","Inc9toInc17(-); In17toHatch(+)",2
"1929","MH","COX14","Bldg2Lay(+); Lay2Inc3(-)",2
"1930","MH","CSF3R","In17toHatch(-); Inc9toInc17(+)",2
"1931","MH","HAX1","Bldg2Lay(+); Lay2Inc3(-)",2
"1932","MH","LOC100858707","In17toHatch(-); Inc9toInc17(+)",2
"1933","MH","LOC101748402","Hatch2N5(-); In17toHatch(+)",2
"1934","MH","NEB","Hatch2N5(-); In17toHatch(+)",2
"1935","MH","RAB6A","In17toHatch(-); Inc9toInc17(+)",2
"1936","MH","SCO2","Bldg2Lay(+); Lay2Inc3(-)",2
"1937","MP","C11H19ORF40","Lay2Inc3(-); Inc3toInc9(+); Inc9toInc17(-)",3
"1938","MP","CREM","Inc9toInc17(+); Hatch2N5(-); N5toN9(-)",3
"1939","MP","ERLEC1","Inc9toInc17(+); Hatch2N5(-); In17toHatch(+)",3
"1940","MP","FTL","Inc9toInc17(+); Hatch2N5(-); In17toHatch(+)",3
"1941","MP","OLFM1","Inc9toInc17(+); In17toHatch(+); N5toN9(-)",3
"1942","MP","ADARB1","Inc9toInc17(+); Hatch2N5(-)",2
"1943","MP","ALG12","Inc9toInc17(+); Hatch2N5(-)",2
"1944","MP","ANAPC10","Hatch2N5(-); In17toHatch(+)",2
"1945","MP","ANKRD12","Inc9toInc17(+); Hatch2N5(-)",2
"1946","MP","APOH","In17toHatch(-); Inc9toInc17(+)",2
"1947","MP","BRCA1","Inc9toInc17(+); N5toN9(-)",2
"1948","MP","BUB1","Inc9toInc17(+); N5toN9(-)",2
"1949","MP","C1H12ORF23","Inc9toInc17(+); Hatch2N5(-)",2
"1950","MP","C1QTNF4","Hatch2N5(-); N5toN9(+)",2
"1951","MP","CASC5","Inc9toInc17(+); N5toN9(-)",2
"1952","MP","CCNB3","Inc9toInc17(+); N5toN9(-)",2
"1953","MP","CDC20","Inc9toInc17(+); N5toN9(-)",2
"1954","MP","CDC45","Inc9toInc17(+); N5toN9(-)",2
"1955","MP","CDCA7","Inc9toInc17(+); N5toN9(-)",2
"1956","MP","CDK1","Inc9toInc17(+); N5toN9(-)",2
"1957","MP","CEBPD","Hatch2N5(+); N5toN9(-)",2
"1958","MP","CENPF","Inc9toInc17(+); N5toN9(-)",2
"1959","MP","CKAP2","Inc9toInc17(+); N5toN9(-)",2
"1960","MP","CKS1B","Inc9toInc17(+); N5toN9(-)",2
"1961","MP","CKS2","Inc9toInc17(+); Hatch2N5(-)",2
"1962","MP","CNP","In17toHatch(-); Inc9toInc17(+)",2
"1963","MP","CREB3L1","Inc9toInc17(+); Hatch2N5(-)",2
"1964","MP","CRELD2","Inc9toInc17(+); Hatch2N5(-)",2
"1965","MP","DAAM2","In17toHatch(-); Inc9toInc17(+)",2
"1966","MP","DCK","Inc9toInc17(+); Hatch2N5(-)",2
"1967","MP","DIAPH3","Inc9toInc17(+); N5toN9(-)",2
"1968","MP","DNAJB11","Hatch2N5(-); In17toHatch(+)",2
"1969","MP","DNAJC12","Inc9toInc17(+); N5toN9(-)",2
"1970","MP","DUSP10","Inc9toInc17(+); N5toN9(-)",2
"1971","MP","E2F1","Inc9toInc17(+); N5toN9(-)",2
"1972","MP","ERP29","Inc9toInc17(+); Hatch2N5(-)",2
"1973","MP","ESCO2","Inc9toInc17(+); N5toN9(-)",2
"1974","MP","FA2H","In17toHatch(-); Inc9toInc17(+)",2
"1975","MP","FAM46D","Inc9toInc17(+); N5toN9(-)",2
"1976","MP","FGF6","Inc9toInc17(+); N5toN9(-)",2
"1977","MP","FICD","Hatch2N5(-); In17toHatch(+)",2
"1978","MP","FLRT2","In17toHatch(-); Inc9toInc17(+)",2
"1979","MP","HEBP2","In17toHatch(-); Inc9toInc17(+)",2
"1980","MP","HMGN5","Inc9toInc17(+); Hatch2N5(-)",2
"1981","MP","HMMR","Inc9toInc17(+); N5toN9(-)",2
"1982","MP","HOMER2","Inc9toInc17(+); Hatch2N5(-)",2
"1983","MP","HSP90B1","Inc9toInc17(+); Hatch2N5(-)",2
"1984","MP","IER3IP1","Inc9toInc17(+); Hatch2N5(-)",2
"1985","MP","IFIT5","Hatch2N5(+); N5toN9(-)",2
"1986","MP","IFNGR1","Inc9toInc17(+); Hatch2N5(-)",2
"1987","MP","ITGB1BP3","Inc9toInc17(+); Hatch2N5(-)",2
"1988","MP","IWS1","Inc9toInc17(+); Hatch2N5(-)",2
"1989","MP","KNSTRN","Inc9toInc17(+); N5toN9(-)",2
"1990","MP","KNTC1","Inc9toInc17(+); N5toN9(-)",2
"1991","MP","KPNA2","Inc9toInc17(+); N5toN9(-)",2
"1992","MP","LBH","Inc9toInc17(+); Hatch2N5(-)",2
"1993","MP","LOC100859605","In17toHatch(-); Inc9toInc17(+)",2
"1994","MP","LOC100859848","In17toHatch(-); Inc9toInc17(+)",2
"1995","MP","LOC101750767","Inc9toInc17(+); Hatch2N5(-)",2
"1996","MP","LOC107050516","In17toHatch(-); Inc9toInc17(+)",2
"1997","MP","LOC107051182","Inc9toInc17(+); N5toN9(-)",2
"1998","MP","LOC423793","Inc9toInc17(+); N5toN9(-)",2
"1999","MP","LOC769726","In17toHatch(-); Inc9toInc17(+)",2
"2000","MP","LPPR5","Inc9toInc17(+); Hatch2N5(-)",2
"2001","MP","LYSMD2","Inc9toInc17(+); Hatch2N5(-)",2
"2002","MP","MAD2L1","Inc9toInc17(+); N5toN9(-)",2
"2003","MP","MBP","In17toHatch(-); Inc9toInc17(+)",2
"2004","MP","MCM2","Inc9toInc17(+); N5toN9(-)",2
"2005","MP","METTL21A","Inc9toInc17(+); Hatch2N5(-)",2
"2006","MP","MKI67","Inc9toInc17(+); N5toN9(-)",2
"2007","MP","MRPL33","Inc9toInc17(+); Hatch2N5(-)",2
"2008","MP","MSTN","Inc9toInc17(+); Hatch2N5(-)",2
"2009","MP","MYC","Inc9toInc17(+); N5toN9(-)",2
"2010","MP","NDC80","Inc9toInc17(+); N5toN9(-)",2
"2011","MP","NINJ2","In17toHatch(-); Inc9toInc17(+)",2
"2012","MP","NT5C3A","Inc9toInc17(+); Hatch2N5(-)",2
"2013","MP","NUCB2","Inc9toInc17(+); In17toHatch(+)",2
"2014","MP","NUF2","Inc9toInc17(+); N5toN9(-)",2
"2015","MP","NUS1","Inc9toInc17(+); Hatch2N5(-)",2
"2016","MP","OAZ1","Inc9toInc17(+); Hatch2N5(-)",2
"2017","MP","PAM","Inc9toInc17(+); Hatch2N5(-)",2
"2018","MP","PBK","Inc9toInc17(+); N5toN9(-)",2
"2019","MP","PCNA","Inc9toInc17(+); Hatch2N5(-)",2
"2020","MP","PDCD2L","Lay2Inc3(-); Hatch2N5(-)",2
"2021","MP","PDE4D","Inc9toInc17(+); N5toN9(-)",2
"2022","MP","PDIA6","Inc9toInc17(+); Hatch2N5(-)",2
"2023","MP","PHLDA2","Hatch2N5(-); N5toN9(+)",2
"2024","MP","PLLP","In17toHatch(-); Inc9toInc17(+)",2
"2025","MP","PLP1","In17toHatch(-); Inc9toInc17(+)",2
"2026","MP","PNOC","Lay2Inc3(-); Inc3toInc9(+)",2
"2027","MP","POLG","Inc9toInc17(-); Hatch2N5(+)",2
"2028","MP","PSPH","Inc9toInc17(+); Hatch2N5(-)",2
"2029","MP","PYCR2","Inc9toInc17(+); Hatch2N5(-)",2
"2030","MP","QDPR","Inc9toInc17(+); Hatch2N5(-)",2
"2031","MP","RACGAP1","Inc9toInc17(+); N5toN9(-)",2
"2032","MP","RFC5","Inc9toInc17(+); Hatch2N5(-)",2
"2033","MP","RPN2","Inc9toInc17(+); Hatch2N5(-)",2
"2034","MP","RRM2","Inc9toInc17(+); N5toN9(-)",2
"2035","MP","SDF2L1","Inc9toInc17(+); Hatch2N5(-)",2
"2036","MP","SEL1L","Inc9toInc17(+); Hatch2N5(-)",2
"2037","MP","SEPP1L","In17toHatch(-); Inc9toInc17(+)",2
"2038","MP","SHANK3","In17toHatch(-); Inc9toInc17(+)",2
"2039","MP","SHCBP1","Inc9toInc17(+); N5toN9(-)",2
"2040","MP","SKA1","Inc9toInc17(+); N5toN9(-)",2
"2041","MP","SLBP","Inc9toInc17(+); N5toN9(-)",2
"2042","MP","SOX10","In17toHatch(-); Inc9toInc17(+)",2
"2043","MP","SPCS3","Inc9toInc17(+); Hatch2N5(-)",2
"2044","MP","SRSF10","Inc9toInc17(+); Hatch2N5(-)",2
"2045","MP","SSR1","Inc9toInc17(+); Hatch2N5(-)",2
"2046","MP","SSR3","Inc9toInc17(+); Hatch2N5(-)",2
"2047","MP","TACC3","Inc9toInc17(+); Hatch2N5(-)",2
"2048","MP","TMEM52","In17toHatch(-); Inc9toInc17(+)",2
"2049","MP","TMEM88B","In17toHatch(-); Inc9toInc17(+)",2
"2050","MP","TMPO","Inc9toInc17(+); Hatch2N5(-)",2
"2051","MP","TPT1","Inc9toInc17(+); Hatch2N5(-)",2
"2052","MP","TRAM1","Inc9toInc17(+); Hatch2N5(-)",2
"2053","MP","TRIP11","Inc9toInc17(+); Hatch2N5(-)",2
"2054","MP","UBE2C","Inc9toInc17(+); N5toN9(-)",2
"2055","MP","UGT8","In17toHatch(-); Inc9toInc17(+)",2
"2056","MP","VIMP","Hatch2N5(-); In17toHatch(+)",2
"2057","MG","ANXA5","Bldg2Lay(-); Lay2Inc3(+)",2
"2058","MG","C28H19ORF10","Bldg2Lay(-); Lay2Inc3(+)",2
"2059","MG","CHD9","Bldg2Lay(+); Lay2Inc3(-)",2
"2060","MG","EIF3H","Bldg2Lay(-); Lay2Inc3(+)",2
"2061","MG","EIF3I","Bldg2Lay(-); Lay2Inc3(+)",2
"2062","MG","GLYR1","Bldg2Lay(-); Lay2Inc3(+)",2
"2063","MG","MRP63","Bldg2Lay(-); Lay2Inc3(+)",2
"2064","MG","MRPL27","Bldg2Lay(-); Lay2Inc3(+)",2
"2065","MG","NOD1","Bldg2Lay(+); Lay2Inc3(-)",2
"2066","MG","PDAP1","Bldg2Lay(-); Lay2Inc3(+)",2
"2067","MG","RPL11","Bldg2Lay(-); Lay2Inc3(+)",2
"2068","MG","RPL21","Bldg2Lay(-); Lay2Inc3(+)",2
"2069","MG","RPL22","Bldg2Lay(-); Lay2Inc3(+)",2
"2070","MG","RPL30","Bldg2Lay(-); Lay2Inc3(+)",2
"2071","MG","RPL31","Bldg2Lay(-); Lay2Inc3(+)",2
"2072","MG","RPL34","Bldg2Lay(-); Lay2Inc3(+)",2
"2073","MG","RPL35A","Bldg2Lay(-); Lay2Inc3(+)",2
"2074","MG","RPL36A","Bldg2Lay(-); Lay2Inc3(+)",2
"2075","MG","RPL37","Bldg2Lay(-); Lay2Inc3(+)",2
"2076","MG","RPL38","Bldg2Lay(-); Lay2Inc3(+)",2
"2077","MG","RPL39","Bldg2Lay(-); Lay2Inc3(+)",2
"2078","MG","RPL7","Bldg2Lay(-); Lay2Inc3(+)",2
"2079","MG","RPL7A","Bldg2Lay(-); Lay2Inc3(+)",2
"2080","MG","RPS13","Bldg2Lay(-); Lay2Inc3(+)",2
"2081","MG","RPS14","Bldg2Lay(-); Lay2Inc3(+)",2
"2082","MG","RPS15A","Bldg2Lay(-); Lay2Inc3(+)",2
"2083","MG","RPS16","Bldg2Lay(-); Lay2Inc3(+)",2
"2084","MG","RPS17","Bldg2Lay(-); Lay2Inc3(+)",2
"2085","MG","RPS27L","Bldg2Lay(-); Lay2Inc3(+)",2
"2086","MG","RPS3","Bldg2Lay(-); Lay2Inc3(+)",2
"2087","MG","RPS3A","Bldg2Lay(-); Lay2Inc3(+)",2
"2088","MG","SDF2L1","Bldg2Lay(-); Lay2Inc3(+)",2
"2089","MG","SHROOM2","Inc3toInc9(+); Inc9toInc17(-)",2
"2090","MG","TIMM17A","Bldg2Lay(-); Lay2Inc3(+)",2
"2091","MG","UGT8","Bldg2Lay(+); Lay2Inc3(-)",2
"2092","MG","UQCRQ","Bldg2Lay(-); Lay2Inc3(+)",2
