"","gene","direction.x","direction.y"
"1888","TESK1","male",NA
"1889","TEX10","female","hi"
"1890","TEX11","female",NA
"1891","TGFB3","male","lo"
"1892","TGFBI","male","lo"
"1893","TGFBR2","female","lo"
"1894","TGIF1","female",NA
"1895","TH","male","lo"
"1896","THAP1","male",NA
"1897","THBD","female",NA
"1898","THRB","male","hi"
"1899","THYN1","male",NA
"1900","TIE1","female","lo"
"1901","TINAGL1","female","lo"
"1902","TJP2","male","lo"
"1903","TLN2","male","lo"
"1904","TM6SF1","female",NA
"1905","TMBIM1","female",NA
"1906","TMC1","male",NA
"1907","TMC3","female",NA
"1908","TMCC3","female",NA
"1909","TMCO1","female",NA
"1910","TMED10","female","hi"
"1911","TMED7","female","hi"
"1912","TMEM100","male",NA
"1913","TMEM106B","female",NA
"1914","TMEM117","male",NA
"1915","TMEM123","male",NA
"1916","TMEM132B","male",NA
"1917","TMEM135","male","lo"
"1918","TMEM136-2","female",NA
"1919","TMEM150C","female",NA
"1920","TMEM161B","male",NA
"1921","TMEM167A","male","hi"
"1922","TMEM17","female",NA
"1923","TMEM171","male",NA
"1924","TMEM175","male",NA
"1925","TMEM182","female",NA
"1926","TMEM199","female",NA
"1927","TMEM2","male",NA
"1928","TMEM200A","male","lo"
"1929","TMEM201","female",NA
"1930","TMEM204","female",NA
"1931","TMEM209","female",NA
"1932","TMEM214","female",NA
"1933","TMEM216","female",NA
"1934","TMEM246","male","lo"
"1935","TMEM255B","female","hi"
"1936","TMEM38B","male","lo"
"1937","TMEM39B","female",NA
"1938","TMEM41B","female","hi"
"1939","TMEM50B","female",NA
"1940","TMEM51","female",NA
"1941","TMEM64","female","lo"
"1942","TMEM65","male",NA
"1943","TMEM69","female",NA
"1944","TMEM8A","female",NA
"1945","TMEM8B","male",NA
"1946","TMLHE","female",NA
"1947","TMOD1","male",NA
"1948","TMPRSS11F","female",NA
"1949","TMPRSS3","male","lo"
"1950","TMTC1","female","lo"
"1951","TMTC4","male",NA
"1952","TNFAIP8","male","lo"
"1953","TNFAIP8L1","male","lo"
"1954","TNFAIP8L3","male","lo"
"1955","TNFRSF9","female","hi"
"1956","TNFSF13B","male",NA
"1957","TNNI1","male","lo"
"1958","TNPO1","male","hi"
"1959","TNR","female",NA
"1960","TNRC6A","female",NA
"1961","TOB1","male","hi"
"1962","TOLLIP","male",NA
"1963","TOMM5","male",NA
"1964","TOP1","male",NA
"1965","TOPORS","male",NA
"1966","TOX","male","lo"
"1967","TPBG","male",NA
"1968","TPCN1","male",NA
"1969","TPGS2","male",NA
"1970","TPI1","female",NA
"1971","TPM2","male",NA
"1972","TPP1","female",NA
"1973","TPST2","female",NA
"1974","TPTE2","female",NA
"1975","TRAK2","female",NA
"1976","TRAPPC13","male",NA
"1977","TRAT1","female",NA
"1978","TRIB1","male","hi"
"1979","TRIB2","female",NA
"1980","TRIM13","male",NA
"1981","TRIM23","male",NA
"1982","TRIM36","male","hi"
"1983","TRIM54","female",NA
"1984","TRIM59","male",NA
"1985","TRIM66","female",NA
"1986","TRIP4","female",NA
"1987","TRMT10B","male",NA
"1988","TRMT5","female",NA
"1989","TROJAN","male",NA
"1990","TRPA1","male","hi"
"1991","TRPC4","female",NA
"1992","TRPC5","female",NA
"1993","TRPC6","female",NA
"1994","TRPM2","female",NA
"1995","TRPM3","male",NA
"1996","TRPM6","male",NA
"1997","TRPV6","female",NA
"1998","TSC1","female",NA
"1999","TSPAN1","male",NA
"2000","TSPAN15","female",NA
"2001","TSPAN32","female",NA
"2002","TSPO","male","lo"
"2003","TSTD2","male",NA
"2004","TTC19","female",NA
"2005","TTC28","female",NA
"2006","TTC31","female",NA
"2007","TTC33","male",NA
"2008","TTC37","male","hi"
"2009","TTC39B","male",NA
"2010","TTC7B","female",NA
"2011","TTF2","male",NA
"2012","TTR","female",NA
"2013","TUBB2B","female",NA
"2014","TULP1","female","hi"
"2015","TUSC1","male",NA
"2016","TVP23A","male","hi"
"2017","TWF2","female","lo"
"2018","TWIST2","male","lo"
"2019","TXN","male",NA
"2020","TXNDC5","female","hi"
"2021","TXNIP","female",NA
"2022","TXNRD3","male",NA
"2023","TYRP1","male","lo"
"2024","UACA","male","lo"
"2025","UBA5","female","hi"
"2026","UBAC1","female",NA
"2027","UBALD2","female",NA
"2028","UBE2R2","male",NA
"2029","UBE3C","female",NA
"2030","UBE4B","female",NA
"2031","UBIAD1","female",NA
"2032","UBQLN1","male",NA
"2033","UBQLN4","female",NA
"2034","UCK1","male",NA
"2035","UCK2","female","hi"
"2036","UGCG","male",NA
"2037","UGGT1","female","hi"
"2038","UHRF2","male",NA
"2039","UIMC1","female",NA
"2040","UMOD","female",NA
"2041","UMPS","female",NA
"2042","UNC119","male","hi"
"2043","UNC13C","male","hi"
"2044","UNC5D","female",NA
"2045","UNC93B1","female",NA
"2046","UPK1B","female",NA
"2047","UPP1","male",NA
"2048","UQCRQ","female",NA
"2049","UROC1","female",NA
"2050","USH1C","female",NA
"2051","USO1","female","hi"
"2052","USP15","female",NA
"2053","USP4","female",NA
"2054","USP48","female",NA
"2055","UTP15","male",NA
"2056","VAPA","female",NA
"2057","VASN","female",NA
"2058","VAT1L","male",NA
"2059","VCAN","male",NA
"2060","VCP","female","hi"
"2061","VDAC1","male","hi"
"2062","VDAC3","male",NA
"2063","VEGFA","female",NA
"2064","VEGFC","female",NA
"2065","VIP","female",NA
"2066","VIPAS39","female",NA
"2067","VLDLR","male",NA
"2068","VOPP1","female",NA
"2069","VPS13A","male",NA
"2070","VPS26B","female",NA
"2071","VRK3","female",NA
"2072","VSTM4","male",NA
"2073","VTN","female","hi"
"2074","VWA8","female",NA
"2075","VWC2L","male",NA
"2076","WASF1","male","lo"
"2077","WBP2NL","female",NA
"2078","WBSCR27","female",NA
"2079","WDPCP","female",NA
"2080","WDR1","male",NA
"2081","WDR3","female","hi"
"2082","WDR36","male",NA
"2083","WDR37","female",NA
"2084","WDR41","male",NA
"2085","WDR6","female",NA
"2086","WDR70","male",NA
"2087","WFIKKN1","female",NA
"2088","WIF1","male",NA
"2089","WISP2","female",NA
"2090","WNT2","female",NA
"2091","WNT4","male",NA
"2092","WNT5A","female",NA
"2093","WNT9A","male",NA
"2094","WRNIP1","male",NA
"2095","WSB2","female",NA
"2096","WSCD2","female","hi"
"2097","XKRX","female","lo"
"2098","XPA","male",NA
"2099","XPO6","female","lo"
"2100","XRCC4","male",NA
"2101","XYLB","female",NA
"2102","YARS2","female",NA
"2103","YBX3","female",NA
"2104","YIF1B","male",NA
"2105","YIPF5","female","hi"
"2106","YPEL5","male",NA
"2107","YTHDC2","male",NA
"2108","YWHAE","male",NA
"2109","YY1","female",NA
"2110","ZBTB48","female",NA
"2111","ZBTB5","female",NA
"2112","ZBTB7C","male",NA
"2113","ZBTB8OS","female",NA
"2114","ZC3H12A","female",NA
"2115","ZCCHC6","male",NA
"2116","ZCCHC7","male",NA
"2117","ZCCHC9","male",NA
"2118","ZDHHC21","male",NA
"2119","ZDHHC6","female",NA
"2120","ZER1","female",NA
"2121","ZFAND5","female","hi"
"2122","ZFPM1","female",NA
"2123","ZFYVE16","male",NA
"2124","ZFYVE21","female",NA
"2125","ZMIZ1","female",NA
"2126","ZNF131","female",NA
"2127","ZNF346","female",NA
"2128","ZNF367","male",NA
"2129","ZNF512","female",NA
"2130","ZNF568","male",NA
"2131","ZNF608","male",NA
"2132","ZNF687","female",NA
"2133","ZNF703","female",NA
"2134","ZNF804A","male",NA
"2135","ZSWIM1","female",NA
"2136","ZSWIM6","male",NA
"2137","ZSWIM8","female",NA
"2138","A2ML2",NA,"lo"
"2139","AACS",NA,"hi"
"2140","AARS",NA,"hi"
"2141","ABCA2",NA,"lo"
"2142","ABCB5",NA,"hi"
"2143","ABCC3",NA,"hi"
"2144","ABCC6",NA,"lo"
"2145","ABCC8",NA,"hi"
"2146","ABCC9",NA,"hi"
"2147","ABCE1",NA,"hi"
"2148","ABHD10",NA,"hi"
"2149","ABHD12",NA,"lo"
"2150","ABHD3",NA,"lo"
"2151","ABR",NA,"lo"
"2152","AC025048.1",NA,"hi"
"2153","ACAA1",NA,"lo"
"2154","ACAD9",NA,"hi"
"2155","ACBD3",NA,"hi"
"2156","ACCS",NA,"lo"
"2157","ACSBG2",NA,"hi"
"2158","ACSL6",NA,"hi"
"2159","ACSS1",NA,"lo"
"2160","ACTN4",NA,"lo"
"2161","ACTR2",NA,"hi"
"2162","ACYP2",NA,"hi"
"2163","ADAM17",NA,"lo"
"2164","ADAM19",NA,"lo"
"2165","ADAM22",NA,"hi"
"2166","ADAM33",NA,"lo"
"2167","ADAM5",NA,"lo"
"2168","ADAMTS15",NA,"hi"
"2169","ADAMTS8",NA,"hi"
"2170","ADAMTS9",NA,"lo"
"2171","ADAMTSL1",NA,"hi"
"2172","ADAMTSL5",NA,"lo"
"2173","ADAP1",NA,"lo"
"2174","ADAP2",NA,"lo"
"2175","ADARB2",NA,"hi"
"2176","ADCK3",NA,"lo"
"2177","ADK",NA,"hi"
"2178","ADRA1D",NA,"lo"
"2179","ADRA2C",NA,"lo"
"2180","ADSL",NA,"hi"
"2181","AFAP1L2",NA,"lo"
"2182","AGR2",NA,"hi"
"2183","AGRN",NA,"lo"
"2184","AHNAK2",NA,"lo"
"2185","AIFM1",NA,"hi"
"2186","AIMP1",NA,"hi"
"2187","AIMP2",NA,"hi"
"2188","AK5",NA,"lo"
"2189","AKAP9",NA,"hi"
"2190","AKIRIN2",NA,"lo"
"2191","AKR1B1",NA,"hi"
"2192","AL928654.7",NA,"lo"
"2193","ALAD",NA,"lo"
"2194","ALDH18A1",NA,"hi"
"2195","ALDH1L2",NA,"hi"
"2196","ALDH6A1",NA,"hi"
"2197","ALG12",NA,"hi"
"2198","ALG14",NA,"hi"
"2199","ALG2",NA,"hi"
"2200","ALG5",NA,"hi"
"2201","ALG8",NA,"hi"
"2202","ALKBH8",NA,"hi"
"2203","ALOX5",NA,"lo"
"2204","ALOX5AP",NA,"lo"
"2205","ALPL",NA,"lo"
"2206","AMBRA1",NA,"lo"
"2207","AMFR",NA,"lo"
"2208","AMIGO2",NA,"hi"
"2209","ANKLE1",NA,"hi"
"2210","ANKRD12",NA,"hi"
"2211","ANKRD13B",NA,"lo"
"2212","ANKRD6",NA,"lo"
"2213","ANLN",NA,"hi"
"2214","ANO1",NA,"lo"
"2215","ANP32A",NA,"hi"
"2216","ANP32E",NA,"hi"
"2217","ANTXR1",NA,"lo"
"2218","AOC1",NA,"lo"
"2219","AP000350.10",NA,"lo"
"2220","AP1AR",NA,"hi"
"2221","AP2M1",NA,"hi"
"2222","APC2",NA,"lo"
"2223","APMAP",NA,"hi"
"2224","APOA1",NA,"lo"
"2225","APP",NA,"hi"
"2226","AQP11",NA,"hi"
"2227","ARAP2",NA,"hi"
"2228","ARF1",NA,"hi"
"2229","ARF4",NA,"hi"
"2230","ARFGAP3",NA,"hi"
"2231","ARFGEF3",NA,"hi"
"2232","ARFIP2",NA,"lo"
"2233","ARGLU1",NA,"hi"
"2234","ARHGAP1",NA,"lo"
"2235","ARHGAP11A",NA,"hi"
"2236","ARHGAP15",NA,"lo"
"2237","ARHGAP19",NA,"hi"
"2238","ARHGAP20",NA,"lo"
"2239","ARHGAP25",NA,"lo"
"2240","ARHGAP26",NA,"lo"
"2241","ARHGAP39",NA,"lo"
"2242","ARHGAP44",NA,"lo"
"2243","ARHGAP6",NA,"lo"
"2244","ARHGDIG",NA,"lo"
"2245","ARHGEF6",NA,"lo"
"2246","ARL1",NA,"hi"
"2247","ARL2BP",NA,"hi"
"2248","ARL5B",NA,"hi"
"2249","ARL8A",NA,"hi"
"2250","ARPC1B",NA,"lo"
"2251","ARVCF",NA,"lo"
"2252","ASB10",NA,"lo"
"2253","ASB11",NA,"lo"
"2254","ASB14",NA,"hi"
"2255","ASB9",NA,"hi"
"2256","ASCC3",NA,"lo"
"2257","ASCL1",NA,"lo"
"2258","ASMT",NA,"lo"
"2259","ASPH",NA,"hi"
"2260","ASPM",NA,"hi"
"2261","ASPN",NA,"lo"
"2262","ASS1",NA,"lo"
"2263","ASTN1",NA,"lo"
"2264","ASUN",NA,"hi"
"2265","ATCAY",NA,"lo"
"2266","ATF4",NA,"hi"
"2267","ATG3",NA,"hi"
"2268","ATG4A",NA,"hi"
"2269","ATG7",NA,"hi"
"2270","ATM",NA,"hi"
"2271","ATP13A3",NA,"hi"
"2272","ATP1A3",NA,"lo"
"2273","ATP1B4",NA,"lo"
"2274","ATP2A1",NA,"lo"
"2275","ATP4B",NA,"hi"
"2276","ATP5C1",NA,"hi"
"2277","ATP5I",NA,"hi"
"2278","ATP5J",NA,"hi"
"2279","ATP6AP2",NA,"hi"
"2280","ATP6V0C",NA,"hi"
"2281","ATP6V0D1",NA,"hi"
"2282","ATP6V0E1",NA,"hi"
"2283","ATP6V0E2",NA,"lo"
"2284","ATP6V1D",NA,"hi"
"2285","ATP6V1E1",NA,"hi"
"2286","ATP8B2",NA,"lo"
"2287","ATP8B3",NA,"lo"
"2288","ATRX",NA,"hi"
"2289","AURKA",NA,"hi"
"2290","AXIN2",NA,"lo"
"2291","AZI2",NA,"hi"
"2292","B2M",NA,"lo"
"2293","B3GALT1",NA,"lo"
"2294","B3GALT2",NA,"hi"
"2295","B3GNT7",NA,"lo"
"2296","B4GALNT3",NA,"lo"
"2297","B4GALT5",NA,"lo"
"2298","B4GALT6",NA,"lo"
"2299","BAG2",NA,"lo"
"2300","BAIAP2",NA,"lo"
"2301","BARD1",NA,"hi"
"2302","BATF3",NA,"lo"
"2303","BBOX1",NA,"lo"
"2304","BBS9",NA,"hi"
"2305","BBX",NA,"hi"
"2306","BCAS2",NA,"hi"
"2307","BCAS3",NA,"lo"
"2308","BCCIP",NA,"hi"
"2309","BCKDHB",NA,"hi"
"2310","BCL11B",NA,"lo"
"2311","BCL2",NA,"hi"
"2312","BCORL1",NA,"lo"
"2313","BECN1",NA,"hi"
"2314","BET1",NA,"hi"
"2315","BHLHE41",NA,"lo"
"2316","BICC1",NA,"hi"
"2317","BIK",NA,"hi"
"2318","BIRC5",NA,"hi"
"2319","BIVM",NA,"hi"
"2320","BLB1",NA,"lo"
"2321","BLVRA",NA,"lo"
"2322","BLZF1",NA,"hi"
"2323","BMP2K",NA,"lo"
"2324","BMPR1A",NA,"lo"
"2325","BMPR1B",NA,"lo"
"2326","BMS1",NA,"hi"
"2327","BNIP3L",NA,"hi"
"2328","BOLA3",NA,"hi"
"2329","BORA",NA,"hi"
"2330","BPIFB2",NA,"lo"
"2331","BRCA1",NA,"hi"
"2332","BRI3BP",NA,"lo"
"2333","BRINP1",NA,"lo"
"2334","BRPF3",NA,"lo"
"2335","BRWD3",NA,"hi"
"2336","BTBD1",NA,"hi"
"2337","BTBD10",NA,"hi"
"2338","BTBD17",NA,"lo"
"2339","BTBD3",NA,"lo"
"2340","BTK",NA,"lo"
"2341","BUB1",NA,"hi"
"2342","BUB1B",NA,"hi"
"2343","BUB3",NA,"hi"
"2344","BZW1",NA,"hi"
"2345","C10ORF128",NA,"lo"
"2346","C11ORF49",NA,"lo"
"2347","C12H3ORF14",NA,"hi"
"2348","C12ORF29",NA,"hi"
"2349","C14H16ORF52",NA,"hi"
"2350","C14H16ORF88",NA,"hi"
"2351","C14ORF2",NA,"hi"
"2352","C14ORF4",NA,"lo"
"2353","C17H9ORF78",NA,"hi"
"2354","C18ORF21",NA,"hi"
"2355","C1H12ORF23",NA,"hi"
"2356","C1H12ORF4",NA,"hi"
"2357","C1H12ORF5",NA,"hi"
"2358","C1H21ORF33",NA,"lo"
"2359","C1QA",NA,"lo"
"2360","C1QB",NA,"lo"
"2361","C1QC",NA,"lo"
"2362","C1QTNF1",NA,"lo"
"2363","C1QTNF2",NA,"lo"
"2364","C1QTNF4",NA,"lo"
"2365","C1QTNF6",NA,"lo"
"2366","C1QTNF7",NA,"lo"
"2367","C20H20ORF112",NA,"lo"
"2368","C24H11ORF63",NA,"lo"
"2369","C28H19ORF10",NA,"hi"
"2370","C2H6ORF62",NA,"hi"
"2371","C2H7ORF63",NA,"hi"
"2372","C2H9ORF30",NA,"hi"
"2373","C2ORF47",NA,"hi"
"2374","C3",NA,"lo"
"2375","C3H6ORF154",NA,"lo"
"2376","C3ORF70",NA,"lo"
"2377","C4BPA",NA,"hi"
"2378","C4H4ORF21",NA,"hi"
"2379","C4HXORF57",NA,"hi"
"2380","C5H14ORF166",NA,"hi"
"2381","C5ORF22",NA,"hi"
"2382","C6H10ORF71",NA,"hi"
"2383","C6ORF57",NA,"hi"
"2384","C7ORF50",NA,"hi"
"2385","C8G",NA,"lo"
"2386","C8H1ORF21",NA,"hi"
"2387","C8H1ORF27",NA,"hi"
"2388","C9H3ORF55",NA,"hi"
"2389","CABLES2",NA,"hi"
"2390","CABP1",NA,"hi"
"2391","CACNA1G",NA,"lo"
"2392","CACNA1H",NA,"lo"
"2393","CACYBP",NA,"hi"
"2394","CALII",NA,"lo"
"2395","CALN1",NA,"hi"
"2396","CAMK2N1",NA,"lo"
"2397","CAMKK2",NA,"lo"
"2398","CAMKMT",NA,"hi"
"2399","CANX",NA,"hi"
"2400","CAP2",NA,"lo"
"2401","CAPN1",NA,"lo"
"2402","CAPN3",NA,"lo"
"2403","CARS",NA,"hi"
"2404","CARS2",NA,"lo"
"2405","CASC5",NA,"hi"
"2406","CASK",NA,"hi"
"2407","CASKIN1",NA,"lo"
"2408","CASP8AP2",NA,"hi"
"2409","CAT",NA,"lo"
"2410","CBFA2T2",NA,"lo"
"2411","CBL",NA,"lo"
"2412","CBLN4",NA,"lo"
"2413","CBS",NA,"hi"
"2414","CBX3",NA,"hi"
"2415","CCAR1",NA,"hi"
"2416","CCDC109B",NA,"lo"
"2417","CCDC15",NA,"lo"
"2418","CCDC167",NA,"hi"
"2419","CCDC177",NA,"lo"
"2420","CCDC3",NA,"lo"
"2421","CCDC58",NA,"hi"
"2422","CCDC64",NA,"hi"
"2423","CCDC80",NA,"lo"
"2424","CCDC91",NA,"hi"
"2425","CCNA2",NA,"hi"
"2426","CCNB3",NA,"hi"
"2427","CCNC",NA,"hi"
"2428","CCNE2",NA,"hi"
"2429","CCNT2",NA,"hi"
"2430","CCR5",NA,"lo"
"2431","CCSER2",NA,"hi"
"2432","CCT2",NA,"hi"
"2433","CCT5",NA,"hi"
"2434","CCT8",NA,"hi"
"2435","CD109",NA,"lo"
"2436","CD164",NA,"hi"
"2437","CD2",NA,"lo"
"2438","CD200",NA,"lo"
"2439","CD24",NA,"hi"
"2440","CD2AP",NA,"hi"
"2441","CD300A",NA,"lo"
"2442","CD40LG",NA,"lo"
"2443","CD86",NA,"lo"
"2444","CDC20",NA,"hi"
"2445","CDC42EP1",NA,"lo"
"2446","CDC45",NA,"hi"
"2447","CDC6",NA,"hi"
"2448","CDCA3",NA,"hi"
"2449","CDCA7",NA,"hi"
"2450","CDH3",NA,"lo"
"2451","CDK1",NA,"hi"
"2452","CDK10",NA,"lo"
"2453","CDK18",NA,"lo"
"2454","CDK19",NA,"lo"
"2455","CDK5R1",NA,"lo"
"2456","CDK6",NA,"hi"
"2457","CDK8",NA,"hi"
"2458","CDKL1",NA,"lo"
"2459","CDKN3",NA,"hi"
"2460","CDR2",NA,"hi"
"2461","CDT1",NA,"hi"
"2462","CECR1",NA,"lo"
"2463","CELF5",NA,"lo"
"2464","CEMIP",NA,"lo"
"2465","CENPA",NA,"hi"
"2466","CENPC",NA,"hi"
"2467","CENPE",NA,"hi"
"2468","CENPF",NA,"hi"
"2469","CENPI",NA,"hi"
"2470","CENPK",NA,"hi"
"2471","CENPM",NA,"hi"
"2472","CENPN",NA,"hi"
"2473","CENPO",NA,"hi"
"2474","CEP104",NA,"lo"
"2475","CEP128",NA,"hi"
"2476","CEP192",NA,"hi"
"2477","CEP290",NA,"hi"
"2478","CEP55",NA,"hi"
"2479","CEP85L",NA,"lo"
"2480","CEP95",NA,"hi"
"2481","CERS5",NA,"lo"
"2482","CETN1",NA,"hi"
"2483","CFAP44",NA,"lo"
"2484","CFDP1",NA,"hi"
"2485","CFL2",NA,"lo"
"2486","CGRRF1",NA,"hi"
"2487","CHAF1A",NA,"hi"
"2488","CHCHD3",NA,"hi"
"2489","CHCHD4",NA,"hi"
"2490","CHD1L",NA,"hi"
"2491","CHID1",NA,"hi"
"2492","CHKA",NA,"hi"
"2493","CHL1",NA,"lo"
"2494","CHMP3",NA,"hi"
"2495","CHN1",NA,"lo"
"2496","CHRNB2",NA,"hi"
"2497","CHST1",NA,"lo"
"2498","CHST10",NA,"hi"
"2499","CHST8",NA,"lo"
"2500","CHSY1",NA,"hi"
"2501","CHUK",NA,"hi"
"2502","CIT",NA,"hi"
"2503","CITED2",NA,"lo"
"2504","CKAP2",NA,"hi"
"2505","CKAP2L",NA,"hi"
"2506","CKAP5",NA,"hi"
"2507","CKS1B",NA,"hi"
"2508","CLDN1",NA,"lo"
"2509","CLDN15",NA,"lo"
"2510","CLDN5",NA,"lo"
"2511","CLEC3A",NA,"hi"
"2512","CLEC3B",NA,"lo"
"2513","CLIC2",NA,"lo"
"2514","CLIC6",NA,"lo"
"2515","CLMN",NA,"lo"
"2516","CLNS1A",NA,"hi"
"2517","CLPTM1L",NA,"hi"
"2518","CLSPN",NA,"hi"
"2519","CLVS2",NA,"hi"
"2520","CMIP",NA,"lo"
"2521","CMPK1",NA,"hi"
"2522","CMPK2",NA,"lo"
"2523","CMSS1",NA,"hi"
"2524","CMTM3",NA,"lo"
"2525","CMTM7",NA,"lo"
"2526","CNIH1",NA,"hi"
"2527","CNKSR1",NA,"lo"
"2528","CNKSR3",NA,"lo"
"2529","CNNM1",NA,"hi"
"2530","CNNM2",NA,"lo"
"2531","CNOT11",NA,"hi"
"2532","CNPPD1",NA,"hi"
"2533","COL20A1",NA,"hi"
"2534","COL3A1",NA,"lo"
"2535","COLEC10",NA,"lo"
"2536","COPS3",NA,"hi"
"2537","COPS5",NA,"hi"
"2538","COPS8",NA,"hi"
"2539","COPZ1",NA,"hi"
"2540","COQ10B",NA,"lo"
"2541","COQ4",NA,"lo"
"2542","COQ5",NA,"hi"
"2543","COX19",NA,"lo"
"2544","CPE",NA,"hi"
"2545","CPED1",NA,"lo"
"2546","CPNE8",NA,"lo"
"2547","CRABP1",NA,"lo"
"2548","CREB1",NA,"hi"
"2549","CREB3L2",NA,"hi"
"2550","CRELD2",NA,"hi"
"2551","CREM",NA,"hi"
"2552","CRISPLD1",NA,"lo"
"2553","CRLF1",NA,"lo"
"2554","CROCC",NA,"lo"
"2555","CSDE1",NA,"hi"
"2556","CSF1",NA,"lo"
"2557","CSF2RB",NA,"lo"
"2558","CSF3R",NA,"lo"
"2559","CSGALNACT2",NA,"hi"
"2560","CSPP1",NA,"hi"
"2561","CSTF3",NA,"hi"
"2562","CTBP1",NA,"hi"
"2563","CTD-2410N18.5",NA,"hi"
"2564","CTNNA1",NA,"lo"
"2565","CTNNBIP1",NA,"hi"
"2566","CTPS1",NA,"hi"
"2567","CTR9",NA,"hi"
"2568","CTSK",NA,"lo"
"2569","CTSS",NA,"lo"
"2570","CTTNBP2NL",NA,"lo"
"2571","CUX1",NA,"hi"
"2572","CWC15",NA,"hi"
"2573","CWC22",NA,"hi"
"2574","CX3CL1",NA,"lo"
"2575","CX3CR1",NA,"lo"
"2576","CXADR",NA,"hi"
"2577","CXCL12",NA,"lo"
"2578","CXCR7",NA,"lo"
"2579","CYB561A3",NA,"lo"
"2580","CYB5A",NA,"lo"
"2581","CYBB",NA,"lo"
"2582","CYP2J2L6",NA,"lo"
"2583","CYP2R1",NA,"hi"
"2584","CYP51A1",NA,"hi"
"2585","CYSLTR1",NA,"lo"
"2586","DAAM1",NA,"lo"
"2587","DAB1",NA,"hi"
"2588","DACH2",NA,"hi"
"2589","DAPK3",NA,"lo"
"2590","DAZAP2",NA,"lo"
"2591","DCAF8",NA,"lo"
"2592","DCK",NA,"hi"
"2593","DCLRE1B",NA,"hi"
"2594","DCTN6",NA,"hi"
"2595","DCX",NA,"hi"
"2596","DCXR",NA,"hi"
"2597","DDIT3",NA,"hi"
"2598","DDR2",NA,"lo"
"2599","DDRGK1",NA,"hi"
"2600","DDX1",NA,"hi"
"2601","DDX24",NA,"hi"
"2602","DDX27",NA,"lo"
"2603","DEPDC1",NA,"hi"
"2604","DEPDC1B",NA,"hi"
"2605","DEPDC6",NA,"hi"
"2606","DERL1",NA,"hi"
"2607","DESI1",NA,"hi"
"2608","DFNB31",NA,"hi"
"2609","DGUOK",NA,"hi"
"2610","DHRS11",NA,"lo"
"2611","DHX36",NA,"hi"
"2612","DHX58",NA,"lo"
"2613","DIAPH1",NA,"hi"
"2614","DIAPH3",NA,"hi"
"2615","DIEXF",NA,"hi"
"2616","DIRAS1",NA,"hi"
"2617","DIS3",NA,"hi"
"2618","DKK2",NA,"hi"
"2619","DLC1",NA,"lo"
"2620","DLGAP3",NA,"lo"
"2621","DLGAP5",NA,"hi"
"2622","DLK1",NA,"lo"
"2623","DLL4",NA,"lo"
"2624","DMA",NA,"lo"
"2625","DMTN",NA,"lo"
"2626","DNA2",NA,"hi"
"2627","DNAH5",NA,"lo"
"2628","DNAJB14",NA,"hi"
"2629","DNAJB9",NA,"hi"
"2630","DNAJC12",NA,"hi"
"2631","DNAJC2",NA,"hi"
"2632","DNASE2B",NA,"lo"
"2633","DOC2B",NA,"lo"
"2634","DOCK10",NA,"lo"
"2635","DOCK2",NA,"lo"
"2636","DOCK7",NA,"hi"
"2637","DOCK9",NA,"lo"
"2638","DOK4",NA,"hi"
"2639","DOK5",NA,"hi"
"2640","DPF1",NA,"lo"
"2641","DPH5",NA,"hi"
"2642","DPH7",NA,"hi"
"2643","DPM1",NA,"hi"
"2644","DPM2",NA,"hi"
"2645","DPP10",NA,"hi"
"2646","DPYD",NA,"lo"
"2647","DPYSL3",NA,"hi"
"2648","DR1",NA,"hi"
"2649","DRAM2",NA,"lo"
"2650","DRG1",NA,"hi"
"2651","DRP2",NA,"lo"
"2652","DSC2",NA,"hi"
"2653","DSP",NA,"lo"
"2654","DTD1",NA,"hi"
"2655","DTL",NA,"hi"
"2656","DTX3L",NA,"lo"
"2657","DUSP10",NA,"hi"
"2658","DUSP16",NA,"lo"
"2659","DUSP22",NA,"lo"
"2660","DUSP4",NA,"hi"
"2661","DUSP5",NA,"hi"
"2662","DUT",NA,"hi"
"2663","DYNC1LI1",NA,"hi"
"2664","DYNC2LI1",NA,"hi"
"2665","DYNLT3",NA,"lo"
"2666","DYRK2",NA,"lo"
"2667","DZIP1",NA,"hi"
"2668","E2F1",NA,"hi"
"2669","EBAG9",NA,"hi"
"2670","ECE1",NA,"hi"
"2671","ECE2",NA,"hi"
"2672","ECM2",NA,"lo"
"2673","ECT2",NA,"hi"
"2674","EDA",NA,"lo"
"2675","EDC4",NA,"lo"
"2676","EDEM1",NA,"hi"
"2677","EDEM2",NA,"hi"
"2678","EDEM3",NA,"hi"
"2679","EDNRA",NA,"lo"
"2680","EEF1B2",NA,"hi"
"2681","EFEMP1",NA,"lo"
"2682","EFR3A",NA,"hi"
"2683","EFR3B",NA,"hi"
"2684","EFTUD2",NA,"lo"
"2685","EHHADH",NA,"lo"
"2686","EIF1AY",NA,"hi"
"2687","EIF2AK1",NA,"hi"
"2688","EIF2AK3",NA,"hi"
"2689","EIF2AK4",NA,"hi"
"2690","EIF2B1",NA,"hi"
"2691","EIF2S2",NA,"hi"
"2692","EIF2S3L",NA,"hi"
"2693","EIF3A",NA,"hi"
"2694","EIF3B",NA,"hi"
"2695","EIF3E",NA,"hi"
"2696","EIF3F",NA,"hi"
"2697","EIF3H",NA,"hi"
"2698","EIF3M",NA,"hi"
"2699","EIF4H",NA,"hi"
