"","geneid","bird_id","sex","tissue","stage","counts","manip","timept"
"749","prl","p.g.blk.s040","female","hypothalamus","m.inc.d8",37.3513,"y",7
"750","prlr","p.g.blk.s040","female","hypothalamus","m.inc.d8",150.9956,"y",7
"751","prl","p.g.blk.s040","female","pituitary","m.inc.d8",134423.5,"y",7
"752","prlr","p.g.blk.s040","female","pituitary","m.inc.d8",62.68395,"y",7
"753","prl","pk.s011.o.y","female","gonad","m.inc.d17",212.2365,"y",10
"754","prlr","pk.s011.o.y","female","gonad","m.inc.d17",9.576659,"y",10
"755","prl","pk.s011.o.y","female","hypothalamus","m.inc.d17",162.3035,"y",10
"756","prlr","pk.s011.o.y","female","hypothalamus","m.inc.d17",162.4337,"y",10
"757","prl","pk.s011.o.y","female","pituitary","m.inc.d17",112766.9,"y",10
"758","prlr","pk.s011.o.y","female","pituitary","m.inc.d17",59.31576,"y",10
"759","prl","pk.s054.d.g","female","gonad","m.hatch",243.5834,"y",16
"760","prlr","pk.s054.d.g","female","gonad","m.hatch",9.79778,"y",16
"761","prl","pk.s054.d.g","female","hypothalamus","m.hatch",66.97959,"y",16
"762","prlr","pk.s054.d.g","female","hypothalamus","m.hatch",130.6404,"y",16
"763","prl","pk.s054.d.g","female","pituitary","m.hatch",414845.6,"y",16
"764","prlr","pk.s054.d.g","female","pituitary","m.hatch",60.22534,"y",16
"765","prl","pk.s055.d.l","female","gonad","m.inc.d8",253.3513,"y",7
"766","prlr","pk.s055.d.l","female","gonad","m.inc.d8",14.7088,"y",7
"767","prl","pk.s055.d.l","female","hypothalamus","m.inc.d8",55.18074,"y",7
"768","prlr","pk.s055.d.l","female","hypothalamus","m.inc.d8",197.215,"y",7
"769","prl","pk.s055.d.l","female","pituitary","m.inc.d8",127542.3,"y",7
"770","prlr","pk.s055.d.l","female","pituitary","m.inc.d8",84.38731,"y",7
"771","prl","pk.s238.blk.w","male","gonad","lay",465.6736,"n",3
"772","prlr","pk.s238.blk.w","male","gonad","lay",31.5054,"n",3
"773","prl","pk.s238.blk.w","male","hypothalamus","lay",68.34708,"n",3
"774","prlr","pk.s238.blk.w","male","hypothalamus","lay",96.69533,"n",3
"775","prl","pk.s238.blk.w","male","pituitary","lay",81197.53,"n",3
"776","prlr","pk.s238.blk.w","male","pituitary","lay",113.6054,"n",3
"777","prl","pk.s.d.g","male","gonad","prolong",222.7091,"y",14
"778","prlr","pk.s.d.g","male","gonad","prolong",12.0217,"y",14
"779","prl","pk.s.d.g","male","hypothalamus","prolong",158.701,"y",14
"780","prlr","pk.s.d.g","male","hypothalamus","prolong",261.8435,"y",14
"781","prl","pk.s.d.g","male","pituitary","prolong",335861.5,"y",14
"782","prlr","pk.s.d.g","male","pituitary","prolong",117.3097,"y",14
"783","prl","pk.w.s141.o","male","gonad","lay",845.4142,"n",3
"784","prlr","pk.w.s141.o","male","gonad","lay",14.28418,"n",3
"785","prl","pk.w.s141.o","male","hypothalamus","lay",34.79052,"n",3
"786","prlr","pk.w.s141.o","male","hypothalamus","lay",195.772,"n",3
"787","prl","pk.w.s141.o","male","pituitary","lay",78794.26,"n",3
"788","prlr","pk.w.s141.o","male","pituitary","lay",112.3186,"n",3
"789","prl","pu.blk.s102.y","male","gonad","m.inc.d8",385.1984,"y",7
"790","prlr","pu.blk.s102.y","male","gonad","m.inc.d8",24.03907,"y",7
"791","prl","pu.blk.s102.y","male","hypothalamus","m.inc.d8",62.41239,"y",7
"792","prlr","pu.blk.s102.y","male","hypothalamus","m.inc.d8",158.3935,"y",7
"793","prl","pu.blk.s102.y","male","pituitary","m.inc.d8",70368.87,"y",7
"794","prlr","pu.blk.s102.y","male","pituitary","m.inc.d8",143.6722,"y",7
"795","prl","pu.s.o.r","male","hypothalamus","m.hatch",43.42071,"y",16
"796","prlr","pu.s.o.r","male","hypothalamus","m.hatch",183.5274,"y",16
"797","prl","pu.s.o.r","male","pituitary","m.hatch",492872.6,"y",16
"798","prlr","pu.s.o.r","male","pituitary","m.hatch",164.5745,"y",16
"799","prl","r176.blu54","male","gonad","inc.d17",314.7041,"n",9
"800","prlr","r176.blu54","male","gonad","inc.d17",37.22195,"n",9
"801","prl","r176.blu54","male","hypothalamus","inc.d17",109.8502,"n",9
"802","prlr","r176.blu54","male","hypothalamus","inc.d17",147.6131,"n",9
"803","prl","r176.blu54","male","pituitary","inc.d17",225152.4,"n",9
"804","prlr","r176.blu54","male","pituitary","inc.d17",89.93621,"n",9
"805","prl","r183.o22","female","gonad","hatch",102.1528,"n",11
"806","prlr","r183.o22","female","gonad","hatch",29.56029,"n",11
"807","prl","r183.o22","female","hypothalamus","hatch",471.9144,"n",11
"808","prlr","r183.o22","female","hypothalamus","hatch",158.3634,"n",11
"809","prl","r183.o22","female","pituitary","hatch",321213.1,"n",11
"810","prlr","r183.o22","female","pituitary","hatch",51.39015,"n",11
"811","prl","r190.o43.x","male","gonad","lay",341.2953,"n",3
"812","prlr","r190.o43.x","male","gonad","lay",26.93972,"n",3
"813","prl","r190.o43.x","male","hypothalamus","lay",61.56584,"n",3
"814","prlr","r190.o43.x","male","hypothalamus","lay",218.9953,"n",3
"815","prl","r190.o43.x","male","pituitary","lay",53089.94,"n",3
"816","prlr","r190.o43.x","male","pituitary","lay",35.27721,"n",3
"817","prl","r194.x","female","gonad","prolong",240.2809,"y",14
"818","prlr","r194.x","female","gonad","prolong",18.90946,"y",14
"819","prl","r194.x","female","hypothalamus","prolong",162.8073,"y",14
"820","prlr","r194.x","female","hypothalamus","prolong",110.5534,"y",14
"821","prl","r194.x","female","pituitary","prolong",728568.9,"y",14
"822","prlr","r194.x","female","pituitary","prolong",51.50015,"y",14
"823","prl","r195.x","male","gonad","n9",734.3015,"n",18
"824","prlr","r195.x","male","gonad","n9",50.65402,"n",18
"825","prl","r195.x","male","hypothalamus","n9",365.4957,"n",18
"826","prlr","r195.x","male","hypothalamus","n9",173.123,"n",18
"827","prl","r195.x","male","pituitary","n9",175512.1,"n",18
"828","prlr","r195.x","male","pituitary","n9",95.73131,"n",18
"829","prl","r196.x","male","gonad","m.inc.d9",300.238,"y",8
"830","prlr","r196.x","male","gonad","m.inc.d9",48.91748,"y",8
"831","prl","r196.x","male","hypothalamus","m.inc.d9",57.21832,"y",8
"832","prlr","r196.x","male","hypothalamus","m.inc.d9",240.9082,"y",8
"833","prl","r196.x","male","pituitary","m.inc.d9",47567.07,"y",8
"834","prlr","r196.x","male","pituitary","m.inc.d9",100.5251,"y",8
"835","prl","r27.w111.blu125","female","gonad","inc.d3",71.34699,"n",4
"836","prlr","r27.w111.blu125","female","gonad","inc.d3",9.721836,"n",4
"837","prl","r27.w111.blu125","female","hypothalamus","inc.d3",77.10048,"n",4
"838","prlr","r27.w111.blu125","female","hypothalamus","inc.d3",130.2656,"n",4
"839","prl","r27.w111.blu125","female","pituitary","inc.d3",45080.33,"n",4
"840","prlr","r27.w111.blu125","female","pituitary","inc.d3",17.17286,"n",4
"841","prl","r30.w112.r46","female","gonad","inc.d9",127.5691,"n",6
"842","prlr","r30.w112.r46","female","gonad","inc.d9",31.98947,"n",6
"843","prl","r30.w112.r46","female","hypothalamus","inc.d9",331.3057,"n",6
"844","prlr","r30.w112.r46","female","hypothalamus","inc.d9",143.8521,"n",6
"845","prl","r30.w112.r46","female","pituitary","inc.d9",81006.08,"n",6
"846","prlr","r30.w112.r46","female","pituitary","inc.d9",78.73328,"n",6
"847","prl","r36.w184.x","female","gonad","inc.d9",234.3098,"n",6
"848","prlr","r36.w184.x","female","gonad","inc.d9",39.14117,"n",6
"849","prl","r36.w184.x","female","hypothalamus","inc.d9",58.50252,"n",6
"850","prlr","r36.w184.x","female","hypothalamus","inc.d9",115.6941,"n",6
"851","prl","r36.w184.x","female","pituitary","inc.d9",106869,"n",6
"852","prlr","r36.w184.x","female","pituitary","inc.d9",160.6529,"n",6
"853","prl","r37.w100.x","male","gonad","n9",363.2684,"n",18
"854","prlr","r37.w100.x","male","gonad","n9",46.02674,"n",18
"855","prl","r37.w100.x","male","hypothalamus","n9",41.44786,"n",18
"856","prlr","r37.w100.x","male","hypothalamus","n9",247.6493,"n",18
"857","prl","r37.w100.x","male","pituitary","n9",39944.86,"n",18
"858","prlr","r37.w100.x","male","pituitary","n9",88.98602,"n",18
"859","prl","r41.w99.x","male","gonad","hatch",340.6051,"n",11
"860","prlr","r41.w99.x","male","gonad","hatch",34.38966,"n",11
"861","prl","r41.w99.x","male","hypothalamus","hatch",47.9992,"n",11
"862","prlr","r41.w99.x","male","hypothalamus","hatch",186.0935,"n",11
"863","prl","r41.w99.x","male","pituitary","hatch",683912.9,"n",11
"864","prlr","r41.w99.x","male","pituitary","hatch",59.84,"n",11
"865","prl","r45.X","male","gonad","inc.d9",259.9001,"n",6
"866","prlr","r45.X","male","gonad","inc.d9",32.82977,"n",6
"867","prl","r45.x","male","hypothalamus","inc.d9",113.7056,"n",6
"868","prlr","r45.x","male","hypothalamus","inc.d9",319.3704,"n",6
"869","prl","r45.X","male","pituitary","inc.d9",72409.41,"n",6
"870","prlr","r45.X","male","pituitary","inc.d9",58.11244,"n",6
"871","prl","r49.w189.x","female","gonad","inc.d17",160.6353,"n",9
"872","prlr","r49.w189.x","female","gonad","inc.d17",24.71327,"n",9
"873","prl","r49.w189.x","female","hypothalamus","inc.d17",391.6298,"n",9
"874","prlr","r49.w189.x","female","hypothalamus","inc.d17",106.4399,"n",9
"875","prl","r49.w189.x","female","pituitary","inc.d17",540502.8,"n",9
"876","prlr","r49.w189.x","female","pituitary","inc.d17",65.60463,"n",9
"877","prl","r4.x","male","gonad","m.inc.d8",1595.019,"y",7
"878","prlr","r4.x","male","gonad","m.inc.d8",76.85967,"y",7
"879","prl","r4.x","male","hypothalamus","m.inc.d8",52.27426,"y",7
"880","prlr","r4.x","male","hypothalamus","m.inc.d8",211.0578,"y",7
"881","prl","r4.x","male","pituitary","m.inc.d8",90770.01,"y",7
"882","prlr","r4.x","male","pituitary","m.inc.d8",91.71445,"y",7
"883","prl","r6.x","female","gonad","control",214.594,"n",1
"884","prlr","r6.x","female","gonad","control",27.28775,"n",1
"885","prl","r6.x","female","hypothalamus","control",203.9686,"n",1
"886","prlr","r6.x","female","hypothalamus","control",75.16585,"n",1
"887","prl","r6.x","female","pituitary","control",16529.22,"n",1
"888","prlr","r6.x","female","pituitary","control",130.8259,"n",1
"889","prl","r72.y83.x","male","gonad","hatch",285.4698,"n",11
"890","prlr","r72.y83.x","male","gonad","hatch",26.62904,"n",11
"891","prl","r72.y83.x","male","hypothalamus","hatch",320.5808,"n",11
"892","prlr","r72.y83.x","male","hypothalamus","hatch",226.731,"n",11
"893","prl","r72.y83.x","male","pituitary","hatch",516880.2,"n",11
"894","prlr","r72.y83.x","male","pituitary","hatch",95.27989,"n",11
"895","prl","r73.g127.x","female","gonad","inc.d3",850.7844,"n",4
"896","prlr","r73.g127.x","female","gonad","inc.d3",28.59497,"n",4
"897","prl","r73.g127.x","female","hypothalamus","inc.d3",42.77567,"n",4
"898","prlr","r73.g127.x","female","hypothalamus","inc.d3",126.4572,"n",4
"899","prl","r73.g127.x","female","pituitary","inc.d3",63577.96,"n",4
"900","prlr","r73.g127.x","female","pituitary","inc.d3",41.21385,"n",4
"901","prl","r81.x","male","gonad","inc.prolong",267.4219,"y",15
"902","prlr","r81.x","male","gonad","inc.prolong",22.02422,"y",15
"903","prl","r81.x","male","hypothalamus","inc.prolong",318.8184,"y",15
"904","prlr","r81.x","male","hypothalamus","inc.prolong",217.4453,"y",15
"905","prl","r81.x","male","pituitary","inc.prolong",213216.3,"y",15
"906","prlr","r81.x","male","pituitary","inc.prolong",103.0588,"y",15
"907","prl","r83.g45","female","gonad","bldg",106.6296,"n",2
"908","prlr","r83.g45","female","gonad","bldg",9.932255,"n",2
"909","prl","r83.g45","female","hypothalamus","bldg",112.7864,"n",2
"910","prlr","r83.g45","female","hypothalamus","bldg",106.7617,"n",2
"911","prl","r83.g45","female","pituitary","bldg",54618.33,"n",2
"912","prlr","r83.g45","female","pituitary","bldg",101.7077,"n",2
"913","prl","r84.x","male","gonad","m.inc.d9",260.8749,"y",8
"914","prlr","r84.x","male","gonad","m.inc.d9",19.23005,"y",8
"915","prl","r84.x","male","hypothalamus","m.inc.d9",127.0782,"y",8
"916","prlr","r84.x","male","hypothalamus","m.inc.d9",243.0282,"y",8
"917","prl","r84.x","male","pituitary","m.inc.d9",39935.46,"y",8
"918","prlr","r84.x","male","pituitary","m.inc.d9",111.0845,"y",8
"919","prl","r85.g39","male","gonad","m.inc.d9",493.4107,"y",8
"920","prlr","r85.g39","male","gonad","m.inc.d9",55.02138,"y",8
"921","prl","r85.g39","male","hypothalamus","m.inc.d9",86.35564,"y",8
"922","prlr","r85.g39","male","hypothalamus","m.inc.d9",168.3159,"y",8
"923","prl","r85.g39","male","pituitary","m.inc.d9",90056.65,"y",8
"924","prlr","r85.g39","male","pituitary","m.inc.d9",143.2037,"y",8
"925","prl","r90.x","male","gonad","inc.prolong",292.9765,"y",15
"926","prlr","r90.x","male","gonad","inc.prolong",49.03079,"y",15
"927","prl","r90.x","male","hypothalamus","inc.prolong",44.49666,"y",15
"928","prlr","r90.x","male","hypothalamus","inc.prolong",231.4205,"y",15
"929","prl","r90.x","male","pituitary","inc.prolong",264637,"y",15
"930","prlr","r90.x","male","pituitary","inc.prolong",188.1086,"y",15
"931","prl","r95.blu99","female","gonad","n9",202.6292,"n",18
"932","prlr","r95.blu99","female","gonad","n9",18.99156,"n",18
"933","prl","r95.blu99","female","hypothalamus","n9",210.1789,"n",18
"934","prlr","r95.blu99","female","hypothalamus","n9",194.2261,"n",18
"935","prl","r95.blu99","female","pituitary","n9",186769.8,"n",18
"936","prlr","r95.blu99","female","pituitary","n9",40.87436,"n",18
"937","prl","R.G106","female","gonad","control",150.5153,"n",1
"938","prlr","R.G106","female","gonad","control",20.1676,"n",1
"939","prl","R.G106","female","hypothalamus","control",74.606,"n",1
"940","prlr","R.G106","female","hypothalamus","control",106.2368,"n",1
"941","prl","R.G106","female","pituitary","control",55320.4,"n",1
"942","prlr","R.G106","female","pituitary","control",92.20338,"n",1
"943","prl","R.R20","female","gonad","control",102.4148,"n",1
"944","prlr","R.R20","female","gonad","control",46.23329,"n",1
"945","prl","R.R20","female","hypothalamus","control",288.8466,"n",1
"946","prlr","R.R20","female","hypothalamus","control",241.7247,"n",1
"947","prl","R.R20","female","pituitary","control",78531.36,"n",1
"948","prlr","R.R20","female","pituitary","control",177.1094,"n",1
"949","prl","R.R9","female","gonad","control",59.52923,"n",1
"950","prlr","R.R9","female","gonad","control",14.22573,"n",1
"951","prl","R.R9","female","hypothalamus","control",136.9861,"n",1
"952","prlr","R.R9","female","hypothalamus","control",94.48827,"n",1
"953","prl","R.R9","female","pituitary","control",50603.46,"n",1
"954","prlr","R.R9","female","pituitary","control",151.671,"n",1
"955","prl","r.r.x.ATLAS","female","gonad","control",237.5974,"n",1
"956","prlr","r.r.x.ATLAS","female","gonad","control",20.46185,"n",1
"957","prl","r.r.x.ATLAS","female","hypothalamus","control",63.38843,"n",1
"958","prlr","r.r.x.ATLAS","female","hypothalamus","control",215.3942,"n",1
"959","prl","r.r.x.ATLAS","female","pituitary","control",364524.1,"n",1
"960","prlr","r.r.x.ATLAS","female","pituitary","control",102.7013,"n",1
"961","prl","r.r.x.ATLAS.R2XR","female","gonad","control",80.84933,"n",1
"962","prlr","r.r.x.ATLAS.R2XR","female","gonad","control",6.003582,"n",1
"963","prl","r.r.x.ATLAS.R2XR","female","hypothalamus","control",67.13256,"n",1
"964","prlr","r.r.x.ATLAS.R2XR","female","hypothalamus","control",217.7686,"n",1
"965","prl","r.r.x.ATLAS.R2XR","female","pituitary","control",122397.9,"n",1
"966","prlr","r.r.x.ATLAS.R2XR","female","pituitary","control",87.26632,"n",1
"967","prl","r.s005.pk.blk","male","gonad","lay",619.7865,"n",3
"968","prlr","r.s005.pk.blk","male","gonad","lay",45.74203,"n",3
"969","prl","r.s005.pk.blk","male","hypothalamus","lay",366.5368,"n",3
"970","prlr","r.s005.pk.blk","male","hypothalamus","lay",186.1873,"n",3
"971","prl","r.s005.pk.blk","male","pituitary","lay",19505.83,"n",3
"972","prlr","r.s005.pk.blk","male","pituitary","lay",129.4762,"n",3
"973","prl","r.s035.y.blk","female","gonad","m.inc.d3",179.449,"y",5
"974","prlr","r.s035.y.blk","female","gonad","m.inc.d3",14.08565,"y",5
"975","prl","r.s035.y.blk","female","hypothalamus","m.inc.d3",46.20369,"y",5
"976","prlr","r.s035.y.blk","female","hypothalamus","m.inc.d3",144.1291,"y",5
"977","prl","r.s035.y.blk","female","pituitary","m.inc.d3",96003.18,"y",5
"978","prlr","r.s035.y.blk","female","pituitary","m.inc.d3",117.95,"y",5
"979","prl","r.s056.g.o","female","gonad","bldg",70.45794,"n",2
"980","prlr","r.s056.g.o","female","gonad","bldg",58.68037,"n",2
"981","prl","r.s056.g.o","female","hypothalamus","bldg",48.08648,"n",2
"982","prlr","r.s056.g.o","female","hypothalamus","bldg",86.83401,"n",2
"983","prl","r.s056.g.o","female","pituitary","bldg",40668.15,"n",2
"984","prlr","r.s056.g.o","female","pituitary","bldg",30.32533,"n",2
"985","prl","r.s057.g.pk","male","gonad","extend",708.8195,"y",12
"986","prlr","r.s057.g.pk","male","gonad","extend",45.26692,"y",12
"987","prl","r.s057.g.pk","male","hypothalamus","extend",35.62937,"y",12
"988","prlr","r.s057.g.pk","male","hypothalamus","extend",223.2189,"y",12
"989","prl","r.s057.g.pk","male","pituitary","extend",99463.39,"y",12
"990","prlr","r.s057.g.pk","male","pituitary","extend",130.9461,"y",12
"991","prl","r.s058.d.l","male","gonad","m.inc.d8",544.7085,"y",7
"992","prlr","r.s058.d.l","male","gonad","m.inc.d8",63.42796,"y",7
"993","prl","r.s058.d.l","male","hypothalamus","m.inc.d8",33.44075,"y",7
"994","prlr","r.s058.d.l","male","hypothalamus","m.inc.d8",239.7762,"y",7
"995","prl","r.s058.d.l","male","pituitary","m.inc.d8",21872.36,"y",7
"996","prlr","r.s058.d.l","male","pituitary","m.inc.d8",155.5674,"y",7
"997","prl","r.s059.d.o","male","gonad","bldg",275.1804,"n",2
"998","prlr","r.s059.d.o","male","gonad","bldg",34.49216,"n",2
"999","prl","r.s059.d.o","male","hypothalamus","bldg",284.7202,"n",2
"1000","prlr","r.s059.d.o","male","hypothalamus","bldg",174.8914,"n",2
"1001","prl","r.s059.d.o","male","pituitary","bldg",19148.81,"n",2
"1002","prlr","r.s059.d.o","male","pituitary","bldg",106.3022,"n",2
"1003","prl","r.s086.l.blk","male","gonad","extend",788.7547,"y",12
"1004","prlr","r.s086.l.blk","male","gonad","extend",30.74588,"y",12
"1005","prl","r.s086.l.blk","male","hypothalamus","extend",43.36649,"y",12
"1006","prlr","r.s086.l.blk","male","hypothalamus","extend",217.4812,"y",12
"1007","prl","r.s086.l.blk","male","pituitary","extend",399590.8,"y",12
"1008","prlr","r.s086.l.blk","male","pituitary","extend",66.22365,"y",12
"1009","prl","r.s116.blk.pu","male","gonad","lay",587.4069,"n",3
"1010","prlr","r.s116.blk.pu","male","gonad","lay",44.86754,"n",3
"1011","prl","r.s116.blk.pu","male","hypothalamus","lay",140.9673,"n",3
"1012","prlr","r.s116.blk.pu","male","hypothalamus","lay",257.6635,"n",3
"1013","prl","r.s116.blk.pu","male","pituitary","lay",28849.84,"n",3
"1014","prlr","r.s116.blk.pu","male","pituitary","lay",63.97185,"n",3
"1015","prl","r.s131.o.d","female","gonad","extend",181.5687,"y",12
"1016","prlr","r.s131.o.d","female","gonad","extend",10.25936,"y",12
"1017","prl","r.s131.o.d","female","hypothalamus","extend",248.9966,"y",12
"1018","prlr","r.s131.o.d","female","hypothalamus","extend",171.8876,"y",12
"1019","prl","r.s131.o.d","female","pituitary","extend",134662.6,"y",12
"1020","prlr","r.s131.o.d","female","pituitary","extend",91.37702,"y",12
"1021","prl","r.s171.l.w","female","gonad","n9",88.1264,"n",18
"1022","prlr","r.s171.l.w","female","gonad","n9",8.818636,"n",18
"1023","prl","r.s171.l.w","female","hypothalamus","n9",81.32218,"n",18
"1024","prlr","r.s171.l.w","female","hypothalamus","n9",140.5443,"n",18
"1025","prl","r.s171.l.w","female","pituitary","n9",207530.6,"n",18
"1026","prlr","r.s171.l.w","female","pituitary","n9",53.77845,"n",18
"1027","prl","r.s172.l.y","male","gonad","extend",833.7952,"y",12
"1028","prlr","r.s172.l.y","male","gonad","extend",22.71332,"y",12
"1029","prl","r.s172.l.y","male","hypothalamus","extend",171.1118,"y",12
"1030","prlr","r.s172.l.y","male","hypothalamus","extend",198.2956,"y",12
"1031","prl","r.s172.l.y","male","pituitary","extend",306528.2,"y",12
"1032","prlr","r.s172.l.y","male","pituitary","extend",101.4212,"y",12
"1033","prl","R.W44","female","gonad","control",223.0243,"n",1
"1034","prlr","R.W44","female","gonad","control",61.42541,"n",1
"1035","prl","R.W44","female","hypothalamus","control",48.28192,"n",1
"1036","prlr","R.W44","female","hypothalamus","control",104.4876,"n",1
"1037","prl","R.W44","female","pituitary","control",123935.3,"n",1
"1038","prlr","R.W44","female","pituitary","control",181.6375,"n",1
"1039","prl","R.Y108.W29","male","gonad","control",368.8499,"n",1
"1040","prlr","R.Y108.W29","male","gonad","control",56.74386,"n",1
"1041","prl","R.Y108.W29","male","hypothalamus","control",785.5071,"n",1
"1042","prlr","R.Y108.W29","male","hypothalamus","control",93.46759,"n",1
"1043","prl","R.Y108.W29","male","pituitary","control",93370.64,"n",1
"1044","prlr","R.Y108.W29","male","pituitary","control",334.9643,"n",1
"1045","prl","r.y.s007.blk","male","gonad","n9",592.4829,"n",18
"1046","prlr","r.y.s007.blk","male","gonad","n9",71.24176,"n",18
"1047","prl","r.y.s007.blk","male","hypothalamus","n9",92.45067,"n",18
"1048","prlr","r.y.s007.blk","male","hypothalamus","n9",186.5963,"n",18
"1049","prl","r.y.s007.blk","male","pituitary","n9",133371.9,"n",18
"1050","prlr","r.y.s007.blk","male","pituitary","n9",93.41354,"n",18
"1051","prl","s002.x","female","gonad","m.inc.d8",224.5382,"y",7
"1052","prlr","s002.x","female","gonad","m.inc.d8",16.38141,"y",7
"1053","prl","s002.x","female","hypothalamus","m.inc.d8",185.9557,"y",7
"1054","prlr","s002.x","female","hypothalamus","m.inc.d8",127.9344,"y",7
"1055","prl","s002.x","female","pituitary","m.inc.d8",99122.02,"y",7
"1056","prlr","s002.x","female","pituitary","m.inc.d8",99.27235,"y",7
"1057","prl","s038.g.d.blk","female","gonad","m.inc.d17",235.174,"y",10
"1058","prlr","s038.g.d.blk","female","gonad","m.inc.d17",16.57273,"y",10
"1059","prl","s038.g.d.blk","female","hypothalamus","m.inc.d17",117.7199,"y",10
"1060","prlr","s038.g.d.blk","female","hypothalamus","m.inc.d17",130.6047,"y",10
"1061","prl","s038.g.d.blk","female","pituitary","m.inc.d17",201950.4,"y",10
"1062","prlr","s038.g.d.blk","female","pituitary","m.inc.d17",74.03373,"y",10
"1063","prl","s044.blk.d.r","male","gonad","m.inc.d8",681.0693,"y",7
"1064","prlr","s044.blk.d.r","male","gonad","m.inc.d8",28.40911,"y",7
"1065","prl","s044.blk.d.r","male","hypothalamus","m.inc.d8",254.6948,"y",7
"1066","prlr","s044.blk.d.r","male","hypothalamus","m.inc.d8",202.1834,"y",7
"1067","prl","s044.blk.d.r","male","pituitary","m.inc.d8",75999.07,"y",7
"1068","prlr","s044.blk.d.r","male","pituitary","m.inc.d8",92.86523,"y",7
"1069","prl","s062.d.blk.g","male","gonad","m.hatch",634.5203,"y",16
"1070","prlr","s062.d.blk.g","male","gonad","m.hatch",43.32567,"y",16
"1071","prl","s062.d.blk.g","male","hypothalamus","m.hatch",195.6159,"y",16
"1072","prlr","s062.d.blk.g","male","hypothalamus","m.hatch",257.2107,"y",16
"1073","prl","s062.d.blk.g","male","pituitary","m.hatch",178016.6,"y",16
"1074","prlr","s062.d.blk.g","male","pituitary","m.hatch",130.979,"y",16
"1075","prl","s063.d.blk.l","female","gonad","bldg",47.46406,"n",2
"1076","prlr","s063.d.blk.l","female","gonad","bldg",25.5119,"n",2
"1077","prl","s063.d.blk.l","female","hypothalamus","bldg",61.19522,"n",2
"1078","prlr","s063.d.blk.l","female","hypothalamus","bldg",115.3513,"n",2
"1079","prl","s063.d.blk.l","female","pituitary","bldg",10873.07,"n",2
"1080","prlr","s063.d.blk.l","female","pituitary","bldg",50.57685,"n",2
"1081","prl","s064.g.blk.pu","male","gonad","m.inc.d17",741.2137,"y",10
"1082","prlr","s064.g.blk.pu","male","gonad","m.inc.d17",49.26611,"y",10
"1083","prl","s064.g.blk.pu","male","hypothalamus","m.inc.d17",124.1012,"y",10
"1084","prlr","s064.g.blk.pu","male","hypothalamus","m.inc.d17",202.3045,"y",10
"1085","prl","s064.g.blk.pu","male","pituitary","m.inc.d17",175870.8,"y",10
"1086","prlr","s064.g.blk.pu","male","pituitary","m.inc.d17",122.3041,"y",10
"1087","prl","s065.l.d.o","male","gonad","bldg",1144.224,"n",2
"1088","prlr","s065.l.d.o","male","gonad","bldg",102.3171,"n",2
"1089","prl","s065.l.d.o","male","hypothalamus","bldg",99.75713,"n",2
"1090","prlr","s065.l.d.o","male","hypothalamus","bldg",215.6968,"n",2
"1091","prl","s065.l.d.o","male","pituitary","bldg",56081.71,"n",2
"1092","prlr","s065.l.d.o","male","pituitary","bldg",87.66622,"n",2
"1093","prl","s066.l.d.r","male","gonad","bldg",327.8508,"n",2
"1094","prlr","s066.l.d.r","male","gonad","bldg",49.52226,"n",2
"1095","prl","s066.l.d.r","male","hypothalamus","bldg",63.71003,"n",2
"1096","prlr","s066.l.d.r","male","hypothalamus","bldg",154.6979,"n",2
"1097","prl","s066.l.d.r","male","pituitary","bldg",56264.48,"n",2
"1098","prlr","s066.l.d.r","male","pituitary","bldg",97.96861,"n",2
"1099","prl","s067.o.l.y","male","gonad","m.inc.d8",1303.845,"y",7
"1100","prlr","s067.o.l.y","male","gonad","m.inc.d8",28.41626,"y",7
"1101","prl","s067.o.l.y","male","hypothalamus","m.inc.d8",315.3274,"y",7
"1102","prlr","s067.o.l.y","male","hypothalamus","m.inc.d8",135.3384,"y",7
"1103","prl","s067.o.l.y","male","pituitary","m.inc.d8",94541.93,"y",7
"1104","prlr","s067.o.l.y","male","pituitary","m.inc.d8",122.6489,"y",7
"1105","prl","s069.pk.pu.g","female","gonad","m.inc.d3",887.4521,"y",5
"1106","prlr","s069.pk.pu.g","female","gonad","m.inc.d3",31.51828,"y",5
"1107","prl","s069.pk.pu.g","female","hypothalamus","m.inc.d3",201.5762,"y",5
"1108","prlr","s069.pk.pu.g","female","hypothalamus","m.inc.d3",146.0827,"y",5
"1109","prl","s069.pk.pu.g","female","pituitary","m.inc.d3",88633.4,"y",5
"1110","prlr","s069.pk.pu.g","female","pituitary","m.inc.d3",74.31008,"y",5
"1111","prl","s071.pu.g.pk","male","gonad","m.inc.d3",638.4706,"y",5
"1112","prlr","s071.pu.g.pk","male","gonad","m.inc.d3",40.64233,"y",5
"1113","prl","s071.pu.g.pk","male","hypothalamus","m.inc.d3",132.5443,"y",5
"1114","prlr","s071.pu.g.pk","male","hypothalamus","m.inc.d3",217.9807,"y",5
"1115","prl","s071.pu.g.pk","male","pituitary","m.inc.d3",37506.4,"y",5
"1116","prlr","s071.pu.g.pk","male","pituitary","m.inc.d3",127.1641,"y",5
"1117","prl","s089.blk.pk.pu","female","gonad","extend",229.712,"y",12
"1118","prlr","s089.blk.pk.pu","female","gonad","extend",15.80073,"y",12
"1119","prl","s089.blk.pk.pu","female","hypothalamus","extend",346.8422,"y",12
"1120","prlr","s089.blk.pk.pu","female","hypothalamus","extend",152.5179,"y",12
