"gene","padj","logpadj","lfc","tissue","direction","row.names","geneid","entrezid"
"XP_015137038.1",0.0189786977453377,1.72173359071889,-0.198447663625601,"pituitary","control",NA,NA,NA
"XP_422144.1",0.0236192998966604,1.62673297952197,-0.198643799684995,"pituitary","control",NA,NA,NA
"NP_001292367.1",0.0235171899221093,1.62861457350712,-0.199068168252276,"pituitary","control",NA,NA,NA
"NP_990846.1",0.00142803712994184,2.84526050045955,-0.199376611626802,"pituitary","control",NA,NA,NA
"XP_015139294.1",0.0803856847252346,1.09482128456471,-0.199456944425463,"pituitary","control",NA,NA,NA
"XP_415410.5",0.0373530496305029,1.4276739351168,-0.199525564203074,"pituitary","control",NA,NA,NA
"XP_004946771.1",0.0815794870553379,1.08841902970949,-0.199807823156938,"pituitary","control",NA,NA,NA
"NP_001006338.2",0.0764501041013504,1.11662191887676,-0.199922404310077,"pituitary","control",NA,NA,NA
"NP_001264415.1",0.0127812547539142,1.8934265087792,-0.200057019755047,"pituitary","control",NA,NA,NA
"XP_004935524.2",0.0640510038488552,1.19347405932129,-0.200071870924025,"pituitary","control",NA,NA,NA
"XP_015142255.1",0.0443582674548331,1.35302542486507,-0.200137155438653,"pituitary","control",NA,NA,NA
"XP_015147893.1",0.0936729231788228,1.02838592686481,-0.200267187485386,"pituitary","control",NA,NA,NA
"NP_001026014.1",0.0403341918458051,1.39432664035542,-0.200305282950291,"pituitary","control",NA,NA,NA
"NP_001026258.2",0.0494964443898021,1.30542599778059,-0.200423281829712,"pituitary","control",NA,NA,NA
"NP_001006138.1",0.0145614027998938,1.83679678443874,-0.200424791497485,"pituitary","control",NA,NA,NA
"XP_015133615.1",0.0651381286070095,1.18616472270274,-0.200689966770445,"pituitary","control",NA,NA,NA
"XP_015135061.1",0.00523697171849164,2.28091977143672,-0.200829821905406,"pituitary","control",NA,NA,NA
"NP_989986.2",0.00907262824121478,2.04226688434997,-0.200952446972899,"pituitary","control",NA,NA,NA
"XP_415742.4",0.020181152949253,1.69505402614692,-0.201265340984456,"pituitary","control",NA,NA,NA
"XP_414416.1",0.0122344715117228,1.91241478597706,-0.201483304148474,"pituitary","control",NA,NA,NA
"NP_001239092.1",0.00168765993531223,2.77271505954451,-0.201597122331901,"pituitary","control",NA,NA,NA
"XP_004940517.2",0.0423104612864434,1.3735522397818,-0.20213020411833,"pituitary","control",NA,NA,NA
"NP_990235.1",0.00151274679849751,2.82023375751392,-0.202754572619793,"pituitary","control",NA,NA,NA
"XP_423226.4",0.0249517554359314,1.60289889495763,-0.202787796559607,"pituitary","control",NA,NA,NA
"XP_015133069.1",0.00966443035097604,2.01482373943353,-0.202827741797903,"pituitary","control",NA,NA,NA
"XP_001231682.1",0.0785888391960494,1.10463912596736,-0.202853095796857,"pituitary","control",NA,NA,NA
"NP_001263313.1",0.0567810383717505,1.24579666966508,-0.20323439240192,"pituitary","control",NA,NA,NA
"NP_001006216.1",0.00855206220667003,2.06792914878206,-0.203341461509439,"pituitary","control",NA,NA,NA
"XP_015146490.1",0.0327645099110212,1.48459632380218,-0.203488136608456,"pituitary","control",NA,NA,NA
"XP_420471.3",0.0465180045985473,1.33237892271457,-0.20454688214839,"pituitary","control",NA,NA,NA
"NP_001026316.1",0.0341630580242243,1.46644326141382,-0.204830306458568,"pituitary","control",NA,NA,NA
"XP_015139236.1",0.0552258491136239,1.25785759800019,-0.204894100558039,"pituitary","control",NA,NA,NA
"XP_015154194.1",0.022580434183509,1.64626771158336,-0.204947046277559,"pituitary","control",NA,NA,NA
"XP_001233408.2",0.0182795838309676,1.73803369601858,-0.20506824922875,"pituitary","control",NA,NA,NA
"XP_015132122.1",0.0782054289807074,1.10676309739381,-0.20542596967158,"pituitary","control",NA,NA,NA
"NP_001006387.1",0.0142884513935455,1.84501483822671,-0.205702639083183,"pituitary","control",NA,NA,NA
"NP_001272798.1",0.0948265788683218,1.02306991753536,-0.205761957105101,"pituitary","control",NA,NA,NA
"XP_004943927.2",0.0864753100590144,1.06310787213895,-0.205930615097839,"pituitary","control",NA,NA,NA
"XP_421246.2",0.0817717711346419,1.08739659555019,-0.206028626968536,"pituitary","control",NA,NA,NA
"NP_001038102.1",0.0267425758872121,1.57279676312776,-0.206338275316099,"pituitary","control",NA,NA,NA
"NP_001007945.1",0.0230654793462054,1.63703751546505,-0.206355652155362,"pituitary","control",NA,NA,NA
"NP_001006197.1",0.00840262051549104,2.07558524989837,-0.20656345060613,"pituitary","control",NA,NA,NA
"XP_015134250.1",0.00163398577715564,2.78675172805434,-0.20658588942668,"pituitary","control",NA,NA,NA
"XP_015147495.1",0.0378768752386631,1.42162585655847,-0.206686210386196,"pituitary","control",NA,NA,NA
"XP_015152486.1",0.0481107240164128,1.31775810736751,-0.206713289331257,"pituitary","control",NA,NA,NA
"XP_001235116.2",0.0185655417972104,1.73129237226032,-0.206723615786016,"pituitary","control",NA,NA,NA
"NP_001006187.1",0.00462269907346386,2.33510437716279,-0.20711921585371,"pituitary","control",NA,NA,NA
"NP_001006412.1",0.0577617734031722,1.23835948151548,-0.207190322840492,"pituitary","control",NA,NA,NA
"XP_015146166.1",0.020773900893923,1.68248194459952,-0.207853620637743,"pituitary","control",NA,NA,NA
"NP_001005813.1",0.0643624147700957,1.19136767026514,-0.208213002995889,"pituitary","control",NA,NA,NA
"XP_015140168.1",0.00817853141386645,2.08732467384873,-0.208378946101877,"pituitary","control",NA,NA,NA
"XP_417388.3",0.00656992884782975,2.18243933381347,-0.208618086238079,"pituitary","control",NA,NA,NA
"NP_001264754.1",0.0971504680415756,1.01255510275968,-0.20882148446923,"pituitary","control",NA,NA,NA
"NP_001012827.1",0.0238147821469681,1.62315338697634,-0.208901151938774,"pituitary","control",NA,NA,NA
"XP_425731.2",0.00707378025100914,2.15034843579304,-0.209189807869661,"pituitary","control",NA,NA,NA
"XP_015130200.1",0.00994501152941559,2.00239470905451,-0.20933373338789,"pituitary","control",NA,NA,NA
"NP_001264400.1",0.0890693588076965,1.0502716740712,-0.209431306272983,"pituitary","control",NA,NA,NA
"XP_015148508.1",0.0142678209042686,1.84564235074776,-0.209542368627925,"pituitary","control",NA,NA,NA
"XP_015137609.1",0.0174150748766456,1.75907465393936,-0.209591185915057,"pituitary","control",NA,NA,NA
"XP_416063.1",0.00880826846938568,2.05510945686602,-0.209608218174214,"pituitary","control",NA,NA,NA
"NP_001264344.1",0.00215792712928879,2.66596322502944,-0.209815947929427,"pituitary","control",NA,NA,NA
"NP_001006364.1",0.0245296012216418,1.61030951207279,-0.209893415899818,"pituitary","control",NA,NA,NA
"XP_415052.5",0.0182316218207079,1.73917469632281,-0.210464072953336,"pituitary","control",NA,NA,NA
"XP_015144714.1",0.0522339946743133,1.28204675956084,-0.210686055889111,"pituitary","control",NA,NA,NA
"NP_001264542.1",0.0361332596097471,1.4420928586182,-0.210687681732756,"pituitary","control",NA,NA,NA
"XP_015145516.1",0.00891390661613736,2.04993191998158,-0.21069006925388,"pituitary","control",NA,NA,NA
"NP_001292036.1",0.0870355882984267,1.06030313081464,-0.211306754447844,"pituitary","control",NA,NA,NA
"XP_015146956.1",0.0290055454364468,1.53751896340404,-0.211534589099933,"pituitary","control",NA,NA,NA
"XP_015150151.1",0.0821449887170291,1.08541892570336,-0.211552837892965,"pituitary","control",NA,NA,NA
"NP_001026468.1",0.00561333670220055,2.25077890691233,-0.211564341661682,"pituitary","control",NA,NA,NA
"XP_414931.3",0.00898803427323781,2.04633528019487,-0.211693972609067,"pituitary","control",NA,NA,NA
"XP_004945498.1",0.00017487519124087,3.75727179756196,-0.211711381634381,"pituitary","control",NA,NA,NA
"XP_015137384.1",0.0196554438348156,1.70651714503468,-0.211750542080448,"pituitary","control",NA,NA,NA
"XP_015139711.1",0.00755913456249859,2.12152792357896,-0.212413371824384,"pituitary","control",NA,NA,NA
"XP_015150818.1",0.0181912125216146,1.74013835239907,-0.212525874486521,"pituitary","control",NA,NA,NA
"NP_001244198.1",0.000587181487128848,3.23122764547027,-0.21270243183783,"pituitary","control",NA,NA,NA
"NP_990316.1",0.0960373807125483,1.01755969323807,-0.21278456879154,"pituitary","control",NA,NA,NA
"NP_001026121.1",0.0142678209042686,1.84564235074776,-0.213046616169392,"pituitary","control",NA,NA,NA
"XP_015147214.1",0.0688995282433364,1.16178375170656,-0.213213287042152,"pituitary","control",NA,NA,NA
"NP_989800.1",0.0997927151678783,1.00090116089566,-0.213566692718689,"pituitary","control",NA,NA,NA
"NP_001006263.1",0.0803856847252346,1.09482128456471,-0.213805965156482,"pituitary","control",NA,NA,NA
"NP_001264800.1",0.0427163998272148,1.36940535712792,-0.213870948971249,"pituitary","control",NA,NA,NA
"XP_015144019.1",0.0190892874203242,1.71921028298387,-0.214101065807874,"pituitary","control",NA,NA,NA
"XP_419616.2",0.0426325817466604,1.37025836652299,-0.214112173179279,"pituitary","control",NA,NA,NA
"XP_416170.1",0.0513519514813045,1.28944304765661,-0.214146489024314,"pituitary","control",NA,NA,NA
"XP_015131004.1",0.0152903742033682,1.81558188591081,-0.21415216203736,"pituitary","control",NA,NA,NA
"XP_015133673.1",5.26205371789119e-06,5.27884472271466,-0.21417048947697,"pituitary","control",NA,NA,NA
"NP_001026452.1",0.0596881402234608,1.22411195274296,-0.214192931143219,"pituitary","control",NA,NA,NA
"NP_001171208.1",0.0716575724661764,1.14473790845572,-0.214448825253425,"pituitary","control",NA,NA,NA
"XP_004945121.1",0.00149787453400667,2.82452456278514,-0.214464892082633,"pituitary","control",NA,NA,NA
"NP_001006437.1",0.0791340757470888,1.10163646565267,-0.214635604203867,"pituitary","control",NA,NA,NA
"XP_004944587.1",0.0752504546319404,1.12349087189961,-0.214959056132741,"pituitary","control",NA,NA,NA
"NP_001012839.1",0.0903887727514774,1.04388551017607,-0.215293144878285,"pituitary","control",NA,NA,NA
"NP_990766.1",0.0688995282433364,1.16178375170656,-0.215460917969323,"pituitary","control",NA,NA,NA
"XP_015148657.1",0.00188736421843548,2.72414428277446,-0.21549145678755,"pituitary","control",NA,NA,NA
"NP_001008675.1",0.0844465689702022,1.07341799094293,-0.215967711701091,"pituitary","control",NA,NA,NA
"XP_004944624.1",0.0548437282969207,1.26087302937957,-0.216199349273415,"pituitary","control",NA,NA,NA
"NP_001006166.1",0.0198316050485046,1.70264213523998,-0.216222894179117,"pituitary","control",NA,NA,NA
"XP_015141246.1",0.0491970550871561,1.30806089312036,-0.216395304268114,"pituitary","control",NA,NA,NA
"XP_424907.4",0.0718525578208191,1.14355776715822,-0.216415864158436,"pituitary","control",NA,NA,NA
"NP_001026332.2",0.0161651457786245,1.79142037453113,-0.21650342080312,"pituitary","control",NA,NA,NA
"NP_001025901.1",0.05750385125903,1.24030306792717,-0.216606252679427,"pituitary","control",NA,NA,NA
"NP_001007824.1",0.0607319973242477,1.21658243577789,-0.216788658496039,"pituitary","control",NA,NA,NA
"NP_001034345.2",0.0479808689892398,1.31893189071971,-0.216799210856514,"pituitary","control",NA,NA,NA
"XP_004935523.2",0.0231810037336366,1.63486776308588,-0.217174995512249,"pituitary","control",NA,NA,NA
"NP_001264328.1",0.0179778115964258,1.74526317519678,-0.217192157047221,"pituitary","control",NA,NA,NA
"XP_015135209.1",0.0466111567658879,1.33151011889088,-0.217388260146286,"pituitary","control",NA,NA,NA
"XP_414755.2",0.0373308538381923,1.42793207669639,-0.217562486415993,"pituitary","control",NA,NA,NA
"XP_004936726.1",0.0309197563312621,1.50976393727652,-0.217583566421879,"pituitary","control",NA,NA,NA
"XP_015146068.1",0.00242461251895519,2.61535765678357,-0.217811831805012,"pituitary","control",NA,NA,NA
"XP_003643127.2",0.0689480973673662,1.16147771374128,-0.218170476239427,"pituitary","control",NA,NA,NA
"XP_415970.5",0.0421167206283856,1.37554545202696,-0.21834304298141,"pituitary","control",NA,NA,NA
"NP_001006335.2",0.0172143700375887,1.76410886573915,-0.218391283370282,"pituitary","control",NA,NA,NA
"XP_015133786.1",0.00716897042564645,2.1445432112174,-0.218514097797025,"pituitary","control",NA,NA,NA
"NP_001025979.1",0.0375466298870941,1.4254290383435,-0.218549258909091,"pituitary","control",NA,NA,NA
"XP_015147930.1",0.00481628310975235,2.31728799239196,-0.218880169586636,"pituitary","control",NA,NA,NA
"XP_427051.5",0.00990864064900458,2.00398592161257,-0.219194428633035,"pituitary","control",NA,NA,NA
"XP_015157904.1",0.00867318251610993,2.06182151433776,-0.219194764225401,"pituitary","control",NA,NA,NA
"NP_001244219.1",0.0641968538201148,1.19248625545209,-0.219267693084617,"pituitary","control",NA,NA,NA
"NP_990069.1",0.000150997104046033,3.82103138190476,-0.21943602671739,"pituitary","control",NA,NA,NA
"NP_989859.1",0.0231810037336366,1.63486776308588,-0.219643891468797,"pituitary","control",NA,NA,NA
"XP_416949.2",0.00288044555635008,2.54054032901242,-0.220010914838362,"pituitary","control",NA,NA,NA
"XP_004944167.1",0.0224894679566465,1.6480208187407,-0.220312073862877,"pituitary","control",NA,NA,NA
"XP_015150198.1",0.0159348197061987,1.79765284596784,-0.220486721135664,"pituitary","control",NA,NA,NA
"NP_001006296.1",0.014444159584272,1.84030772197701,-0.22051700137451,"pituitary","control",NA,NA,NA
"XP_015135580.1",0.0257450566681775,1.58930614789774,-0.221130204387489,"pituitary","control",NA,NA,NA
"XP_015143205.1",0.0783393749995489,1.10601989762514,-0.221235860039133,"pituitary","control",NA,NA,NA
"XP_015148871.1",0.066976562500382,1.17407714591866,-0.221362844844885,"pituitary","control",NA,NA,NA
"NP_001026111.1",0.0759243203719683,1.11961908693061,-0.221981732470987,"pituitary","control",NA,NA,NA
"XP_416307.3",0.0427766798102381,1.36879292701205,-0.222228733533977,"pituitary","control",NA,NA,NA
"XP_422279.1",0.00963269417830064,2.01625222760803,-0.22228944217772,"pituitary","control",NA,NA,NA
"XP_015149937.1",0.0313033404507391,1.50440931542753,-0.222831255073893,"pituitary","control",NA,NA,NA
"XP_015144974.1",0.0413493494222423,1.38353131911151,-0.222881336716697,"pituitary","control",NA,NA,NA
"NP_001025778.1",0.00313105965092648,2.50430865840626,-0.222966080998667,"pituitary","control",NA,NA,NA
"NP_989576.1",0.00600537845185199,2.22145961867373,-0.22350622298116,"pituitary","control",NA,NA,NA
"XP_015135318.1",0.0130338086242994,1.8849286600491,-0.22374013903812,"pituitary","control",NA,NA,NA
"NP_001185570.1",0.0170209614169438,1.76901591274255,-0.223817349437616,"pituitary","control",NA,NA,NA
"XP_015139860.1",0.0111000762620964,1.9546740374211,-0.224139656913486,"pituitary","control",NA,NA,NA
"XP_003641024.1",0.0600921524500807,1.22118223964709,-0.224338656596534,"pituitary","control",NA,NA,NA
"XP_413746.5",0.0793368352285506,1.10052512766058,-0.224691726066209,"pituitary","control",NA,NA,NA
"NP_001012907.1",0.000415342885680886,3.38159322407197,-0.224766903888143,"pituitary","control",NA,NA,NA
"NP_001006512.1",0.0568167797657839,1.24552338465008,-0.225198016799102,"pituitary","control",NA,NA,NA
"NP_001264770.1",0.028017793986708,1.55256606238057,-0.225217763305289,"pituitary","control",NA,NA,NA
"NP_001005833.1",0.0130615357438562,1.8840057567615,-0.225539965788949,"pituitary","control",NA,NA,NA
"NP_990492.1",0.0195526762809763,1.7087937899555,-0.225562057421765,"pituitary","control",NA,NA,NA
"NP_001007833.1",0.00237437234488673,2.62445117474551,-0.2258109287308,"pituitary","control",NA,NA,NA
"NP_001012957.1",0.00030171970320076,3.52039632816787,-0.225890949971044,"pituitary","control",NA,NA,NA
"XP_015153271.1",0.000739919410562706,3.130815579531,-0.225937990441841,"pituitary","control",NA,NA,NA
"XP_015144474.1",0.00944556221538834,2.02477218705141,-0.22638783765228,"pituitary","control",NA,NA,NA
"XP_004940862.1",0.00691700697041622,2.16008178667324,-0.226820645647782,"pituitary","control",NA,NA,NA
"NP_001258868.1",0.0983130651123261,1.00738876366178,-0.226927858620496,"pituitary","control",NA,NA,NA
"NP_001012921.2",0.0691963661774525,1.1599167117646,-0.227028292655631,"pituitary","control",NA,NA,NA
"NP_001186401.1",0.00342704849934392,2.46507974942237,-0.227256967890269,"pituitary","control",NA,NA,NA
"XP_015132014.1",0.0933781809637461,1.02975459051554,-0.2274874958844,"pituitary","control",NA,NA,NA
"XP_004939525.1",0.00834712437516245,2.0784631153062,-0.227599576222222,"pituitary","control",NA,NA,NA
"NP_001012580.1",0.0104953735412177,1.97900209981596,-0.228119927264887,"pituitary","control",NA,NA,NA
"NP_001020780.1",0.0106533625807637,1.97251329177669,-0.228248856945305,"pituitary","control",NA,NA,NA
"NP_001006517.1",0.0374231251100518,1.4268599484934,-0.228963976884228,"pituitary","control",NA,NA,NA
"XP_015140081.1",0.00800112030361496,2.0968491995563,-0.229304476460846,"pituitary","control",NA,NA,NA
"XP_424997.3",0.00447443361510671,2.34926193094055,-0.229569374668847,"pituitary","control",NA,NA,NA
"XP_015131161.1",0.00187621910127448,2.72671644691735,-0.229749462766062,"pituitary","control",NA,NA,NA
"XP_004936479.1",0.0918633024038448,1.03685794613792,-0.22986566764861,"pituitary","control",NA,NA,NA
"XP_015149669.1",0.000751922858777904,3.12382671223488,-0.230064473497422,"pituitary","control",NA,NA,NA
"XP_015132037.1",0.0190987029687205,1.7189961255614,-0.23049486818325,"pituitary","control",NA,NA,NA
"XP_418337.3",0.00288633356154272,2.53965348073858,-0.231309542022722,"pituitary","control",NA,NA,NA
"XP_422111.3",0.0362920985955255,1.44018791793599,-0.231384984588156,"pituitary","control",NA,NA,NA
"NP_001025741.1",0.0146051534477636,1.83549387578958,-0.231456231181441,"pituitary","control",NA,NA,NA
"NP_989550.1",0.0740338125472266,1.13056988501483,-0.231636935927852,"pituitary","control",NA,NA,NA
"NP_001264372.1",0.0257748179614105,1.58880439330474,-0.232034385298727,"pituitary","control",NA,NA,NA
"XP_001234010.2",0.000592387092505185,3.22739441287001,-0.232380499464564,"pituitary","control",NA,NA,NA
"NP_001025511.1",0.0562489886512104,1.24988528169922,-0.232620996855715,"pituitary","control",NA,NA,NA
"XP_015151967.1",0.000458761351768287,3.3384131762563,-0.232661635673198,"pituitary","control",NA,NA,NA
"XP_004947971.1",0.0015126398607294,2.8202644593632,-0.232699734150052,"pituitary","control",NA,NA,NA
"XP_015149633.1",0.0179999880789182,1.74472778252235,-0.232906996276544,"pituitary","control",NA,NA,NA
"NP_001025789.1",0.000222039784216244,3.65356920339809,-0.23297628780072,"pituitary","control",NA,NA,NA
"XP_422292.1",0.0746329580242088,1.12706934508558,-0.233248254108954,"pituitary","control",NA,NA,NA
"NP_001012595.1",0.016875996438196,1.77273057495121,-0.233263190462032,"pituitary","control",NA,NA,NA
"XP_015145005.1",0.0729770615304528,1.13681362777326,-0.233303964132784,"pituitary","control",NA,NA,NA
"NP_001025982.2",0.00139014347521593,2.85694037436536,-0.233427402061828,"pituitary","control",NA,NA,NA
"NP_001025898.1",0.00345635807759704,2.46138127109223,-0.233478980809012,"pituitary","control",NA,NA,NA
"NP_001026350.1",0.00989666235732838,2.00451124622994,-0.233529501361038,"pituitary","control",NA,NA,NA
"XP_420368.2",0.000974760509826566,3.01110207357001,-0.23391287672463,"pituitary","control",NA,NA,NA
"XP_015131496.1",0.00189563391879729,2.72224552902164,-0.233974593635483,"pituitary","control",NA,NA,NA
"XP_004949582.1",0.0419699500508034,1.37706154764992,-0.234434654702925,"pituitary","control",NA,NA,NA
"XP_015139557.1",0.028286490776081,1.54842092780338,-0.235021613155841,"pituitary","control",NA,NA,NA
"XP_003641286.1",0.0040371707098239,2.3939228862679,-0.23505172336888,"pituitary","control",NA,NA,NA
"XP_426256.3",0.0900194049515991,1.04566386217171,-0.235073177501392,"pituitary","control",NA,NA,NA
"XP_015130866.1",0.0851928133901959,1.06959703946594,-0.235115950702795,"pituitary","control",NA,NA,NA
"XP_421902.2",0.0995372969496583,1.00201415720047,-0.235523058793117,"pituitary","control",NA,NA,NA
"XP_015143116.1",0.000775249165872589,3.11055869236845,-0.235814997679926,"pituitary","control",NA,NA,NA
"NP_001243080.1",0.0601301281220593,1.22090787078207,-0.236113886159156,"pituitary","control",NA,NA,NA
"XP_015148113.1",0.00316954099610185,2.49900362651839,-0.236444730134641,"pituitary","control",NA,NA,NA
"XP_426181.2",0.0616253518821325,1.21024058787646,-0.236512403558208,"pituitary","control",NA,NA,NA
"XP_015139335.1",0.00386969689402925,2.41232305110663,-0.236594491408097,"pituitary","control",NA,NA,NA
"XP_001231639.1",0.09832822570141,1.00732179745985,-0.236630500248553,"pituitary","control",NA,NA,NA
"XP_015130253.1",0.0220340235827538,1.65690619008339,-0.236911602355288,"pituitary","control",NA,NA,NA
"XP_419050.1",0.0193317848432958,1.71372804706768,-0.23740657161785,"pituitary","control",NA,NA,NA
"XP_420446.1",0.0656736371922336,1.18260893058656,-0.237694980185095,"pituitary","control",NA,NA,NA
"XP_015138630.1",0.00893200011819685,2.0490512798536,-0.237818431675117,"pituitary","control",NA,NA,NA
"NP_001006208.1",0.0015334107644572,2.81434149234628,-0.237846383442207,"pituitary","control",NA,NA,NA
"XP_015131190.1",0.0904838057066179,1.04342914147533,-0.238031631612295,"pituitary","control",NA,NA,NA
"XP_015133437.1",0.00925728660941285,2.03351629012622,-0.238073260264116,"pituitary","control",NA,NA,NA
"NP_001006193.1",0.00591396483138761,2.22812126242399,-0.238831997611556,"pituitary","control",NA,NA,NA
"NP_001026114.1",0.0650575716546057,1.18670215127069,-0.238888103752567,"pituitary","control",NA,NA,NA
"XP_015133900.1",0.0716681688078826,1.14467369203935,-0.239036622686445,"pituitary","control",NA,NA,NA
"XP_015135340.1",0.0158790085893753,1.79917661636765,-0.239099368327968,"pituitary","control",NA,NA,NA
"XP_015135178.1",0.0492137249901701,1.30791376194314,-0.239251569274273,"pituitary","control",NA,NA,NA
"XP_418828.1",0.0165383063525495,1.78150896754062,-0.239382291004824,"pituitary","control",NA,NA,NA
"XP_015143361.1",0.00111733751602962,2.95181561899903,-0.239442111227815,"pituitary","control",NA,NA,NA
"XP_015136880.1",0.0153581927191004,1.8136598870585,-0.239527030543585,"pituitary","control",NA,NA,NA
"XP_015158182.1",0.0173930662464542,1.7596238489042,-0.239605528142709,"pituitary","control",NA,NA,NA
"XP_415396.1",0.0214512926293189,1.66854653262304,-0.239673395524714,"pituitary","control",NA,NA,NA
"XP_004946223.2",0.0330304692465818,1.48108525647045,-0.23979389997947,"pituitary","control",NA,NA,NA
"XP_015142938.1",0.00283041142630859,2.54815043119355,-0.239860864118156,"pituitary","control",NA,NA,NA
"XP_004943918.1",0.0950367012357846,1.02210864664696,-0.240487228987409,"pituitary","control",NA,NA,NA
"NP_001186595.1",0.0559967524673546,1.2518371591796,-0.240715615189569,"pituitary","control",NA,NA,NA
"XP_418456.2",0.003004755169868,2.5221909089215,-0.240746584160306,"pituitary","control",NA,NA,NA
"XP_001232838.1",0.00371794301546376,2.42969727090067,-0.240961880328676,"pituitary","control",NA,NA,NA
"XP_420689.4",0.0158271687714765,1.80059676655868,-0.240994483873436,"pituitary","control",NA,NA,NA
"XP_015131558.1",0.00752945145379043,2.12323666248053,-0.241260441253768,"pituitary","control",NA,NA,NA
"NP_001026406.1",0.0031756175218009,2.49817181045594,-0.241666478796067,"pituitary","control",NA,NA,NA
"XP_419802.3",0.000467362242382027,3.33034637664106,-0.241778087323584,"pituitary","control",NA,NA,NA
"NP_001006408.1",0.0178748409544855,1.74775781374487,-0.241819688818319,"pituitary","control",NA,NA,NA
"XP_015140878.1",0.0149167200551227,1.82632666068089,-0.241910716179966,"pituitary","control",NA,NA,NA
"XP_015147055.1",0.0689286264783315,1.16160037548557,-0.242394643093602,"pituitary","control",NA,NA,NA
"XP_414405.1",0.00758484910128222,2.1200530549738,-0.242658083805376,"pituitary","control",NA,NA,NA
"XP_004948061.2",0.00858393446696474,2.06631360659945,-0.242758099067006,"pituitary","control",NA,NA,NA
"NP_990404.1",0.00104485992415997,2.98094192796629,-0.242811184738187,"pituitary","control",NA,NA,NA
"XP_015155537.1",0.0949350832646937,1.02257326436303,-0.243223790896523,"pituitary","control",NA,NA,NA
"NP_001006557.3",0.00181668035612303,2.74072147983772,-0.243531761480136,"pituitary","control",NA,NA,NA
"XP_015152608.1",0.0126259527316153,1.8987358408947,-0.243692306453706,"pituitary","control",NA,NA,NA
"XP_015150877.1",0.0183658821141995,1.73598820763292,-0.243851359296868,"pituitary","control",NA,NA,NA
"NP_989604.1",0.0637286883759286,1.195665019806,-0.243907622707672,"pituitary","control",NA,NA,NA
"NP_001006501.1",0.0471315673206292,1.32668811790252,-0.24390874089621,"pituitary","control",NA,NA,NA
"XP_015142203.1",4.69601614181279e-05,4.32827041893928,-0.243988133490888,"pituitary","control",NA,NA,NA
"XP_414300.3",0.040736991181459,1.39001105097515,-0.243989601990171,"pituitary","control",NA,NA,NA
"XP_015145102.1",0.0151673986521689,1.81908889830914,-0.244138220015061,"pituitary","control",NA,NA,NA
"XP_004940730.1",0.00720693848055112,2.14224918512402,-0.244314398452407,"pituitary","control",NA,NA,NA
"XP_015149146.1",8.62258549036839e-05,4.06436249103872,-0.244395643304335,"pituitary","control",NA,NA,NA
"XP_015137157.1",0.0393765957840533,1.40476183253783,-0.244527111357686,"pituitary","control",NA,NA,NA
"NP_001116163.1",0.023093155398086,1.6365167219832,-0.244534414591436,"pituitary","control",NA,NA,NA
"NP_001025892.1",0.000828742582947309,3.08158034540403,-0.244592647908416,"pituitary","control",NA,NA,NA
"NP_001239305.1",0.00936369823765284,2.028552590686,-0.244664187874812,"pituitary","control",NA,NA,NA
"XP_015151470.1",0.0364732362190434,1.43802570063691,-0.24477452279875,"pituitary","control",NA,NA,NA
"XP_015137863.1",0.0017213016603713,2.76414301232543,-0.244815091276556,"pituitary","control",NA,NA,NA
"XP_001234670.1",0.0625940721685241,1.20346679372884,-0.244905789383433,"pituitary","control",NA,NA,NA
"XP_015132563.1",0.0640780571828853,1.19329066433242,-0.245086016798119,"pituitary","control",NA,NA,NA
"XP_015155662.1",0.025464752334608,1.59406054333372,-0.245120736707353,"pituitary","control",NA,NA,NA
"XP_015142826.1",0.0271276004462513,1.56658861976736,-0.245250267287981,"pituitary","control",NA,NA,NA
"XP_414654.3",0.0022638192700445,2.64515824760541,-0.24528666957269,"pituitary","control",NA,NA,NA
"XP_015134371.1",0.00908363052177525,2.04174053909536,-0.245386193956564,"pituitary","control",NA,NA,NA
"NP_001006477.1",0.00782846919093246,2.10632315325848,-0.245419143660646,"pituitary","control",NA,NA,NA
"XP_015141733.1",0.0526424249856069,1.27866411305652,-0.245828789130889,"pituitary","control",NA,NA,NA
"XP_419064.4",0.00980841405964393,2.00840120881028,-0.246128211039077,"pituitary","control",NA,NA,NA
"NP_001186613.1",0.000481257438182242,3.31762254509583,-0.246387441271315,"pituitary","control",NA,NA,NA
"NP_001025805.1",0.00189392362281329,2.72263753898616,-0.24640955209705,"pituitary","control",NA,NA,NA
"XP_015148083.1",0.00268497244582413,2.57106016683144,-0.24671813581348,"pituitary","control",NA,NA,NA
"XP_422608.4",0.0643325264382605,1.1915693928457,-0.246744542968663,"pituitary","control",NA,NA,NA
"NP_001264349.1",0.0419440747752007,1.37732938106135,-0.24704339175336,"pituitary","control",NA,NA,NA
"NP_001026589.1",0.0711398442437418,1.14788709000992,-0.247138346132982,"pituitary","control",NA,NA,NA
"NP_001107043.1",0.0662380126193818,1.17889270643731,-0.247356487390704,"pituitary","control",NA,NA,NA
"XP_003642443.2",0.031771765205744,1.49795865555946,-0.247361934404698,"pituitary","control",NA,NA,NA
"XP_422827.4",0.0871642357598666,1.05966167330372,-0.247366557301217,"pituitary","control",NA,NA,NA
"NP_001012574.1",0.0017074804132529,2.76764426947072,-0.247441182670026,"pituitary","control",NA,NA,NA
