"gene","counts","sex","tissue","treatment","samples"
"AR",8.10070414850174,"male","gonads","n5","x.r181_male_gonad_n5"
"AR",8.35277963823504,"male","gonads","m.inc.d3","x.r185_male_gonad_m.inc.d3"
"AR",7.92993257482527,"male","gonads","inc.d17","x.r29.w96_male_gonad_inc.d17"
"AR",7.55158380784858,"male","gonads","inc.d3","x.r64.g140_male_gonad_inc.d3"
"AR",8.29313708797475,"male","gonads","bldg","x.r67.blu35_male_gonad_bldg"
"AR",8.04266727806615,"male","gonads","inc.d9","x.w192.o157_male_gonad_inc.d9"
"AR",8.32114350671728,"male","gonads","control","x.y.s.ATLAS_male_gonad_control"
"AR",8.15777648696057,"male","gonads","inc.d17","x.y132.w76_male_gonad_inc.d17"
"AR",7.66045220027164,"male","gonads","inc.d9","x.y141.w116_male_gonad_inc.d9"
"AR",8.11022241752115,"male","gonads","early","x.y51_male_gonad_m.inc.d8"
"AR",8.36398705726154,"male","gonads","prolong","x.y79_male_gonad_prolong"
"AR",8.19971022925891,"male","gonads","m.inc.d9","y.w.blk_male_gonad_m.inc.d9"
"AR",8.31072761745891,"male","gonads","n9","y129.x_male_gonad_n9"
"AR",8.06942196400038,"male","gonads","n9","y131.w185.x_male_gonad_n9"
"AR",8.2814222871353,"male","gonads","inc.d17","y133.w77.r58_male_gonad_inc.d17"
"AR",8.29506554473373,"male","gonads","m.inc.d17","y148.w81.g145_male_gonad_m.inc.d17"
"AR",8.19790428849056,"male","gonads","inc.d3","y149.r52.x_male_gonad_inc.d3"
"AR",8.42918789599955,"male","gonads","m.inc.d3","y18.x_male_gonad_m.inc.d3"
"AR",8.35007837988444,"male","gonads","m.inc.d17","y4.x_male_gonad_m.inc.d17"
"AR",8.35497095826357,"male","gonads","early","y55.x_male_gonad_m.inc.d8"
"AR",8.0693687007043,"male","gonads","m.inc.d9","y63.x_male_gonad_m.inc.d9"
"AR",8.33106928719922,"male","gonads","inc.d9","y95.g131.x_male_gonad_inc.d9"
"AR",7.82421409239101,"male","gonads","inc.d3","y98.o50.x_male_gonad_inc.d3"
"AVP",5.45471020085838,"male","gonads","control","L.Blu13_male_gonad_control.NYNO"
"AVP",5.37426989238928,"male","gonads","control","L.G107_male_gonad_control"
"AVP",5.05272358504361,"male","gonads","control","L.R3_male_gonad_control.NYNO"
"AVP",5.05272358504361,"male","gonads","control","L.R8_male_gonad_control"
"AVP",5.85992227366018,"male","gonads","control","L.W33_male_gonad_control"
"AVP",5.05272358504361,"male","gonads","control","L.W3_male_gonad_control.NYNO"
"AVP",5.84030658151984,"male","gonads","control","L.W4_male_gonad_control.NYNO"
"AVP",5.31002913637454,"male","gonads","control","R.Y108.W29_male_gonad_control"
"AVP",5.24160236374852,"male","gonads","prolong","blk.s030.o.g_male_gonad_prolong"
"AVP",5.05272358504361,"male","gonads","n5","blk12.x_male_gonad_n5"
"AVP",5.05272358504361,"male","gonads","inc.d17","blk17.x_male_gonad_inc.d17"
"AVP",5.05272358504361,"male","gonads","m.inc.d3","blk5.x_male_gonad_m.inc.d3"
"AVP",5.35130864949874,"male","gonads","m.n2","blu10.w26.x_male_gonad_m.hatch"
"AVP",5.39555775614164,"male","gonads","hatch","blu104.w120.x_male_gonad_hatch"
"AVP",5.05272358504361,"male","gonads","inc.d9","blu108.w40.o158_male_gonad_inc.d9"
"AVP",5.05272358504361,"male","gonads","inc.d3","blu111.w113.x_male_gonad_inc.d3"
"AVP",5.05272358504361,"male","gonads","inc.d17","blu113.w124.x_male_gonad_inc.d17"
"AVP",5.38674534271333,"male","gonads","bldg","blu114.r38.w198_male_gonad_bldg"
"AVP",5.05272358504361,"male","gonads","inc.d17","blu121.w91.x_male_gonad_inc.d17"
"AVP",5.05272358504361,"male","gonads","bldg","blu33.y88.x_male_gonad_bldg"
"AVP",5.05272358504361,"male","gonads","n5","blu37.r65.x_male_gonad_n5"
"AVP",5.05272358504361,"male","gonads","n5","blu41.y100.x_male_gonad_n5"
"AVP",5.43046948240943,"male","gonads","n9","blu81.r88_male_gonad_n9"
"AVP",5.27121219418312,"male","gonads","m.n2","blu84.x_male_gonad_extend.hatch"
"AVP",5.40670434187691,"male","gonads","n5","d.s008.y.blk_male_gonad_n5"
"AVP",5.05272358504361,"male","gonads","n5","d.s047.blk.o_male_gonad_n5"
"AVP",5.23688355076215,"male","gonads","m.inc.d3","d.s110.g.blk_male_gonad_m.inc.d3"
"AVP",5.05272358504361,"male","gonads","m.inc.d3","g.blk.s041.r_male_gonad_m.inc.d3"
"AVP",5.05272358504361,"male","gonads","m.inc.d17","g.o.y.s037_male_gonad_m.inc.d17"
"AVP",5.45643300991205,"male","gonads","n9","g.s.blk.d_male_gonad_n9"
"AVP",5.05272358504361,"male","gonads","lay","g.s.blk.y_male_gonad_lay"
"AVP",5.05272358504361,"male","gonads","lay","g.s043.pu.blk_male_gonad_lay"
"AVP",5.40965908510095,"male","gonads","m.n2","g.s075.pk.pu_male_gonad_m.hatch"
"AVP",5.25359285641757,"male","gonads","early","g.s111.r.blk_male_gonad_m.inc.d8"
"AVP",5.05272358504361,"male","gonads","early","g.s179.o.pk_male_gonad_m.inc.d8"
"AVP",5.05272358504361,"male","gonads","extend","g.s351.pk.w_male_gonad_extend"
"AVP",5.23561261738031,"male","gonads","prolong","g.y.o.s_male_gonad_prolong"
"AVP",5.05272358504361,"male","gonads","bldg","g104.w82.x_male_gonad_bldg"
"AVP",5.05272358504361,"male","gonads","hatch","g114.w83.x_male_gonad_hatch.NYNO"
"AVP",5.05272358504361,"male","gonads","inc.d17","g130.y81.x_male_gonad_inc.d17"
"AVP",5.05272358504361,"male","gonads","early","g137.r24.w5_male_gonad_m.inc.d8"
"AVP",5.05272358504361,"male","gonads","inc.d17","g143.blu32.x_male_gonad_inc.d17"
"AVP",5.05272358504361,"male","gonads","inc.d3","g146.blu51_male_gonad_inc.d3"
"AVP",5.05272358504361,"male","gonads","inc.d3","g20.w106.x_male_gonad_inc.d3"
"AVP",5.21815811983506,"male","gonads","extend","g3.g119.w20_male_gonad_extend"
"AVP",5.23977175554651,"male","gonads","m.inc.d17","g32.blu79_male_gonad_m.inc.d17"
"AVP",5.3536897085601,"male","gonads","m.n2","g34.x_male_gonad_m.hatch.NYNO"
"AVP",5.05272358504361,"male","gonads","prolong","g38.x_male_gonad_inc.prolong"
"AVP",5.05272358504361,"male","gonads","bldg","g52.blu58_male_gonad_bldg"
"AVP",5.05272358504361,"male","gonads","hatch","g53.y84_male_gonad_hatch"
"AVP",5.05272358504361,"male","gonads","extend","g8.y197_male_gonad_extend"
"AVP",5.26461055049192,"male","gonads","extend","l.s.o.blk_male_gonad_extend"
"AVP",5.05272358504361,"male","gonads","m.inc.d17","l.s024.y.g_male_gonad_m.inc.d17"
"AVP",5.22761843367364,"male","gonads","prolong","l.s080.blk.r_male_gonad_prolong"
"AVP",5.2951436577516,"male","gonads","m.inc.d9","l.s280.g.blk_male_gonad_m.inc.d9"
"AVP",5.05272358504361,"male","gonads","m.inc.d9","o.d.s009_male_gonad_m.inc.d9"
"AVP",5.29466384836149,"male","gonads","lay","o.s.w.r_male_gonad_lay"
"AVP",5.05272358504361,"male","gonads","m.inc.d3","o.s010.r.blk_male_gonad_m.inc.d3"
"AVP",5.05272358504361,"male","gonads","prolong","o114.blu9_male_gonad_inc.prolong"
"AVP",5.33696847489843,"male","gonads","n5","o152.o120.w42_male_gonad_n5"
"AVP",5.35571053727472,"male","gonads","m.n2","o3.x_male_gonad_m.n2"
"AVP",5.05272358504361,"male","gonads","hatch","o39.y77.x_male_gonad_hatch"
"AVP",5.05272358504361,"male","gonads","hatch","o44.blu26.x_male_gonad_hatch"
"AVP",5.05272358504361,"male","gonads","inc.d3","o48.r197.x_male_gonad_inc.d3"
"AVP",5.05272358504361,"male","gonads","inc.d9","o49.x_male_gonad_inc.d9"
"AVP",5.05272358504361,"male","gonads","inc.d9","o57.g59_male_gonad_inc.d9"
"AVP",5.23552277274548,"male","gonads","m.inc.d17","o59.blu64_male_gonad_m.inc.d17"
"AVP",5.28200442274211,"male","gonads","prolong","pk.s.d.g_male_gonad_prolong"
"AVP",5.23543545210862,"male","gonads","lay","pk.s238.blk.w_male_gonad_lay"
"AVP",5.39781124276135,"male","gonads","lay","pk.w.s141.o_male_gonad_lay"
"AVP",5.31459051241969,"male","gonads","early","pu.blk.s102.y_male_gonad_m.inc.d8"
"AVP",5.05272358504361,"male","gonads","lay","r.s005.pk.blk_male_gonad_lay"
"AVP",5.42047877907931,"male","gonads","extend","r.s057.g.pk_male_gonad_extend"
"AVP",5.32993517888681,"male","gonads","early","r.s058.d.l_male_gonad_m.inc.d8"
"AVP",5.05272358504361,"male","gonads","bldg","r.s059.d.o_male_gonad_bldg"
"AVP",5.05272358504361,"male","gonads","extend","r.s086.l.blk_male_gonad_extend"
"AVP",5.43224895097442,"male","gonads","lay","r.s116.blk.pu_male_gonad_lay"
"AVP",5.38148822709757,"male","gonads","extend","r.s172.l.y_male_gonad_extend"
"AVP",5.05272358504361,"male","gonads","n9","r.y.s007.blk_male_gonad_n9"
"AVP",5.05272358504361,"male","gonads","inc.d17","r176.blu54_male_gonad_inc.d17"
"AVP",5.47219338399227,"male","gonads","lay","r190.o43.x_male_gonad_lay"
"AVP",5.05272358504361,"male","gonads","n9","r195.x_male_gonad_n9"
"AVP",5.05272358504361,"male","gonads","m.inc.d9","r196.x_male_gonad_m.inc.d9"
"AVP",5.05272358504361,"male","gonads","n9","r37.w100.x_male_gonad_n9"
"AVP",5.48849064585321,"male","gonads","early","r4.x_male_gonad_m.inc.d8"
"AVP",5.49215007697281,"male","gonads","hatch","r41.w99.x_male_gonad_hatch"
"AVP",5.05272358504361,"male","gonads","inc.d9","r45.X_male_gonad_inc.d9"
"AVP",5.05272358504361,"male","gonads","hatch","r72.y83.x_male_gonad_hatch"
"AVP",5.05272358504361,"male","gonads","prolong","r81.x_male_gonad_inc.prolong"
"AVP",5.40656619700579,"male","gonads","m.inc.d9","r84.x_male_gonad_m.inc.d9"
"AVP",5.05272358504361,"male","gonads","m.inc.d9","r85.g39_male_gonad_m.inc.d9.NYNO"
"AVP",5.05272358504361,"male","gonads","prolong","r90.x_male_gonad_inc.prolong"
"AVP",5.05272358504361,"male","gonads","bldg","s.pu148.blk.r_male_gonad_bldg"
"AVP",5.21157551683839,"male","gonads","early","s044.blk.d.r_male_gonad_m.inc.d8"
"AVP",5.345476492938,"male","gonads","m.n2","s062.d.blk.g_male_gonad_m.hatch"
"AVP",5.22027414186654,"male","gonads","m.inc.d17","s064.g.blk.pu_male_gonad_m.inc.d17"
"AVP",5.05272358504361,"male","gonads","bldg","s065.l.d.o_male_gonad_bldg"
"AVP",5.05272358504361,"male","gonads","bldg","s066.l.d.r_male_gonad_bldg"
"AVP",5.05272358504361,"male","gonads","early","s067.o.l.y_male_gonad_m.inc.d8"
"AVP",5.30106683447885,"male","gonads","m.inc.d3","s071.pu.g.pk_male_gonad_m.inc.d3"
"AVP",5.3406204929341,"male","gonads","m.n2","s090.blk.pk.w_male_gonad_m.hatch"
"AVP",5.05272358504361,"male","gonads","m.inc.d17","s096.g.blk.pk_male_gonad_m.inc.d17"
"AVP",5.27327645341668,"male","gonads","m.inc.d3","s139.l.blk.w_male_gonad_m.inc.d3"
"AVP",5.51830052557163,"male","gonads","lay","s150.w.g.blk_male_gonad_lay"
"AVP",5.05272358504361,"male","gonads","m.inc.d3","s175.blk.pu.pk_male_gonad_m.inc.d3"
"AVP",5.58718877439166,"male","gonads","n9","s187.l.o.r_male_gonad_n9"
"AVP",5.26012153305332,"male","gonads","lay","s243.blk.pk.r_male_gonad_lay"
"AVP",5.05272358504361,"male","gonads","inc.d9","w34.x_male_gonad_inc.d9"
"AVP",5.05272358504361,"male","gonads","control","x.blk.blk.ATLAS_male_gonad_control"
"AVP",5.28032989214619,"male","gonads","n9","x.blk16_male_gonad_n9.NYNO"
"AVP",5.05272358504361,"male","gonads","m.n2","x.blk23_male_gonad_m.n2"
"AVP",5.05272358504361,"male","gonads","inc.d9","x.blu106.o153_male_gonad_inc.d9.NYNO"
"AVP",5.05272358504361,"male","gonads","inc.d17","x.blu117.w89_male_gonad_inc.d17"
"AVP",5.40669755235842,"male","gonads","n9","x.blu23.w14_male_gonad_n9"
"AVP",5.05272358504361,"male","gonads","n5","x.blu30_male_gonad_n5"
"AVP",5.05272358504361,"male","gonads","inc.d3","x.blu42.o28_male_gonad_inc.d3"
"AVP",5.44110751591236,"male","gonads","prolong","x.blu57_male_gonad_prolong"
"AVP",5.32407539046484,"male","gonads","extend","x.blu69_male_gonad_extend"
"AVP",5.49204845554041,"male","gonads","extend","x.blu73_male_gonad_extend"
"AVP",5.25435938616673,"male","gonads","m.n2","x.blu76_male_gonad_m.hatch"
"AVP",5.05272358504361,"male","gonads","control","x.g.ATLAS_male_gonad_control"
"AVP",5.29961952902838,"male","gonads","control","x.g.g.ATLAS_male_gonad_control"
"AVP",5.41352402829213,"male","gonads","control","x.g.g.g.ATLAS_male_gonad_control"
"AVP",5.05272358504361,"male","gonads","inc.d9","x.g13.w109_male_gonad_inc.d9"
"AVP",5.05272358504361,"male","gonads","inc.d17","x.g14.w199_male_gonad_inc.d17"
"AVP",5.05272358504361,"male","gonads","inc.d3","x.g147.blu28_male_gonad_inc.d3"
"AVP",5.56880601745161,"male","gonads","m.inc.d3","x.g5.w79_male_gonad_m.inc.d3"
"AVP",5.05272358504361,"male","gonads","hatch","x.g70_male_gonad_hatch"
"AVP",5.05272358504361,"male","gonads","m.inc.d9","x.o117_male_gonad_m.inc.d9"
"AVP",5.05272358504361,"male","gonads","hatch","x.o160.w102_male_gonad_hatch"
"AVP",5.05272358504361,"male","gonads","inc.d3","x.o163.w101_male_gonad_inc.d3"
"AVP",5.2344507360851,"male","gonads","n5","x.o164.w123_male_gonad_n5"
"AVP",5.50371251222846,"male","gonads","n9","x.o2_male_gonad_n9"
"AVP",5.2768903423606,"male","gonads","bldg","x.o30.g134_male_gonad_bldg"
"AVP",5.2899596652342,"male","gonads","m.inc.d17","x.o40.r70_male_gonad_m.inc.d17"
"AVP",5.05272358504361,"male","gonads","inc.d9","x.o47.y82_male_gonad_inc.d9"
"AVP",5.28555033061661,"male","gonads","m.n2","x.o4_male_gonad_m.hatch"
"AVP",5.05272358504361,"male","gonads","n5","x.o68_male_gonad_n5"
"AVP",5.2480967549907,"male","gonads","m.inc.d17","x.r10.w18_male_gonad_m.inc.d17"
"AVP",5.05272358504361,"male","gonads","hatch","x.r178_male_gonad_hatch"
"AVP",5.41292595608349,"male","gonads","n5","x.r181_male_gonad_n5"
"AVP",5.3743376107125,"male","gonads","m.inc.d3","x.r185_male_gonad_m.inc.d3"
"AVP",5.05272358504361,"male","gonads","inc.d17","x.r29.w96_male_gonad_inc.d17"
"AVP",5.26066913583131,"male","gonads","inc.d3","x.r64.g140_male_gonad_inc.d3"
"AVP",5.05272358504361,"male","gonads","bldg","x.r67.blu35_male_gonad_bldg"
"AVP",5.05272358504361,"male","gonads","inc.d9","x.w192.o157_male_gonad_inc.d9"
"AVP",5.05272358504361,"male","gonads","control","x.y.s.ATLAS_male_gonad_control"
"AVP",5.05272358504361,"male","gonads","inc.d17","x.y132.w76_male_gonad_inc.d17"
"AVP",5.05272358504361,"male","gonads","inc.d9","x.y141.w116_male_gonad_inc.d9"
"AVP",5.40429486923955,"male","gonads","early","x.y51_male_gonad_m.inc.d8"
"AVP",5.31324176308542,"male","gonads","prolong","x.y79_male_gonad_prolong"
"AVP",5.05272358504361,"male","gonads","m.inc.d9","y.w.blk_male_gonad_m.inc.d9"
"AVP",5.05272358504361,"male","gonads","n9","y129.x_male_gonad_n9"
"AVP",5.05272358504361,"male","gonads","n9","y131.w185.x_male_gonad_n9"
"AVP",5.36903580438733,"male","gonads","inc.d17","y133.w77.r58_male_gonad_inc.d17"
"AVP",5.05272358504361,"male","gonads","m.inc.d17","y148.w81.g145_male_gonad_m.inc.d17"
"AVP",5.05272358504361,"male","gonads","inc.d3","y149.r52.x_male_gonad_inc.d3"
"AVP",5.20406837382351,"male","gonads","m.inc.d3","y18.x_male_gonad_m.inc.d3"
"AVP",5.39905036300042,"male","gonads","m.inc.d17","y4.x_male_gonad_m.inc.d17"
"AVP",5.51527301246135,"male","gonads","early","y55.x_male_gonad_m.inc.d8"
"AVP",5.05272358504361,"male","gonads","m.inc.d9","y63.x_male_gonad_m.inc.d9"
"AVP",5.05272358504361,"male","gonads","inc.d9","y95.g131.x_male_gonad_inc.d9"
"AVP",5.05272358504361,"male","gonads","inc.d3","y98.o50.x_male_gonad_inc.d3"
"AVPR1A",5.74459037236268,"male","gonads","control","L.Blu13_male_gonad_control.NYNO"
"AVPR1A",5.69190747435114,"male","gonads","control","L.G107_male_gonad_control"
"AVPR1A",5.57627376474666,"male","gonads","control","L.R3_male_gonad_control.NYNO"
"AVPR1A",5.83220801872189,"male","gonads","control","L.R8_male_gonad_control"
"AVPR1A",5.98091032691806,"male","gonads","control","L.W33_male_gonad_control"
"AVPR1A",5.05272358504361,"male","gonads","control","L.W3_male_gonad_control.NYNO"
"AVPR1A",5.05272358504361,"male","gonads","control","L.W4_male_gonad_control.NYNO"
"AVPR1A",5.05272358504361,"male","gonads","control","R.Y108.W29_male_gonad_control"
"AVPR1A",5.55033647042598,"male","gonads","prolong","blk.s030.o.g_male_gonad_prolong"
"AVPR1A",5.39449600972015,"male","gonads","n5","blk12.x_male_gonad_n5"
"AVPR1A",5.54670900060151,"male","gonads","inc.d17","blk17.x_male_gonad_inc.d17"
"AVPR1A",5.58937954735889,"male","gonads","m.inc.d3","blk5.x_male_gonad_m.inc.d3"
"AVPR1A",5.05272358504361,"male","gonads","m.n2","blu10.w26.x_male_gonad_m.hatch"
"AVPR1A",5.05272358504361,"male","gonads","hatch","blu104.w120.x_male_gonad_hatch"
"AVPR1A",5.63670921041675,"male","gonads","inc.d9","blu108.w40.o158_male_gonad_inc.d9"
"AVPR1A",5.05272358504361,"male","gonads","inc.d3","blu111.w113.x_male_gonad_inc.d3"
"AVPR1A",5.68124741136787,"male","gonads","inc.d17","blu113.w124.x_male_gonad_inc.d17"
"AVPR1A",5.71639281686725,"male","gonads","bldg","blu114.r38.w198_male_gonad_bldg"
"AVPR1A",5.90118219899706,"male","gonads","inc.d17","blu121.w91.x_male_gonad_inc.d17"
"AVPR1A",5.45090433098895,"male","gonads","bldg","blu33.y88.x_male_gonad_bldg"
"AVPR1A",5.3987411094973,"male","gonads","n5","blu37.r65.x_male_gonad_n5"
"AVPR1A",5.56310744651405,"male","gonads","n5","blu41.y100.x_male_gonad_n5"
"AVPR1A",5.70334181332078,"male","gonads","n9","blu81.r88_male_gonad_n9"
"AVPR1A",5.58539006705394,"male","gonads","m.n2","blu84.x_male_gonad_extend.hatch"
"AVPR1A",5.40670434187691,"male","gonads","n5","d.s008.y.blk_male_gonad_n5"
"AVPR1A",5.66817855589032,"male","gonads","n5","d.s047.blk.o_male_gonad_n5"
"AVPR1A",5.73585515703523,"male","gonads","m.inc.d3","d.s110.g.blk_male_gonad_m.inc.d3"
"AVPR1A",5.46911160877795,"male","gonads","m.inc.d3","g.blk.s041.r_male_gonad_m.inc.d3"
"AVPR1A",5.70000879698848,"male","gonads","m.inc.d17","g.o.y.s037_male_gonad_m.inc.d17"
"AVPR1A",5.56239334858023,"male","gonads","n9","g.s.blk.d_male_gonad_n9"
"AVPR1A",5.64556372505326,"male","gonads","lay","g.s.blk.y_male_gonad_lay"
"AVPR1A",5.05272358504361,"male","gonads","lay","g.s043.pu.blk_male_gonad_lay"
"AVPR1A",5.86823388489729,"male","gonads","m.n2","g.s075.pk.pu_male_gonad_m.hatch"
"AVPR1A",5.89367208303887,"male","gonads","early","g.s111.r.blk_male_gonad_m.inc.d8"
"AVPR1A",5.71586102081878,"male","gonads","early","g.s179.o.pk_male_gonad_m.inc.d8"
"AVPR1A",5.6810154073173,"male","gonads","extend","g.s351.pk.w_male_gonad_extend"
"AVPR1A",5.65531423443163,"male","gonads","prolong","g.y.o.s_male_gonad_prolong"
"AVPR1A",5.72401881911303,"male","gonads","bldg","g104.w82.x_male_gonad_bldg"
"AVPR1A",5.65853429251108,"male","gonads","hatch","g114.w83.x_male_gonad_hatch.NYNO"
"AVPR1A",5.5398196008744,"male","gonads","inc.d17","g130.y81.x_male_gonad_inc.d17"
"AVPR1A",5.4261517368488,"male","gonads","early","g137.r24.w5_male_gonad_m.inc.d8"
"AVPR1A",5.37719325810194,"male","gonads","inc.d17","g143.blu32.x_male_gonad_inc.d17"
"AVPR1A",5.72204002358928,"male","gonads","inc.d3","g146.blu51_male_gonad_inc.d3"
"AVPR1A",5.58427891014697,"male","gonads","inc.d3","g20.w106.x_male_gonad_inc.d3"
"AVPR1A",5.8533160251141,"male","gonads","extend","g3.g119.w20_male_gonad_extend"
"AVPR1A",5.61077561771092,"male","gonads","m.inc.d17","g32.blu79_male_gonad_m.inc.d17"
"AVPR1A",5.78343886832367,"male","gonads","m.n2","g34.x_male_gonad_m.hatch.NYNO"
"AVPR1A",5.05272358504361,"male","gonads","prolong","g38.x_male_gonad_inc.prolong"
"AVPR1A",5.05272358504361,"male","gonads","bldg","g52.blu58_male_gonad_bldg"
"AVPR1A",5.59920022298907,"male","gonads","hatch","g53.y84_male_gonad_hatch"
"AVPR1A",5.64055921880018,"male","gonads","extend","g8.y197_male_gonad_extend"
"AVPR1A",5.91428167790384,"male","gonads","extend","l.s.o.blk_male_gonad_extend"
"AVPR1A",5.68314999879256,"male","gonads","m.inc.d17","l.s024.y.g_male_gonad_m.inc.d17"
"AVPR1A",5.74604047598059,"male","gonads","prolong","l.s080.blk.r_male_gonad_prolong"
"AVPR1A",5.77332554027482,"male","gonads","m.inc.d9","l.s280.g.blk_male_gonad_m.inc.d9"
"AVPR1A",5.97296334195772,"male","gonads","m.inc.d9","o.d.s009_male_gonad_m.inc.d9"
"AVPR1A",5.5349236790864,"male","gonads","lay","o.s.w.r_male_gonad_lay"
"AVPR1A",5.81039184914057,"male","gonads","m.inc.d3","o.s010.r.blk_male_gonad_m.inc.d3"
"AVPR1A",5.59068016794639,"male","gonads","prolong","o114.blu9_male_gonad_inc.prolong"
"AVPR1A",5.54347735432163,"male","gonads","n5","o152.o120.w42_male_gonad_n5"
"AVPR1A",5.6554195373745,"male","gonads","m.n2","o3.x_male_gonad_m.n2"
"AVPR1A",5.73986310585564,"male","gonads","hatch","o39.y77.x_male_gonad_hatch"
"AVPR1A",5.59873201248988,"male","gonads","hatch","o44.blu26.x_male_gonad_hatch"
"AVPR1A",5.41919552407021,"male","gonads","inc.d3","o48.r197.x_male_gonad_inc.d3"
"AVPR1A",5.57616171696985,"male","gonads","inc.d9","o49.x_male_gonad_inc.d9"
"AVPR1A",5.05272358504361,"male","gonads","inc.d9","o57.g59_male_gonad_inc.d9"
"AVPR1A",5.59823253956728,"male","gonads","m.inc.d17","o59.blu64_male_gonad_m.inc.d17"
"AVPR1A",6.53488795114162,"male","gonads","prolong","pk.s.d.g_male_gonad_prolong"
"AVPR1A",5.71452117042972,"male","gonads","lay","pk.s238.blk.w_male_gonad_lay"
"AVPR1A",5.39781124276135,"male","gonads","lay","pk.w.s141.o_male_gonad_lay"
"AVPR1A",5.63511745200009,"male","gonads","early","pu.blk.s102.y_male_gonad_m.inc.d8"
"AVPR1A",5.94731140830167,"male","gonads","lay","r.s005.pk.blk_male_gonad_lay"
"AVPR1A",5.68631614795092,"male","gonads","extend","r.s057.g.pk_male_gonad_extend"
"AVPR1A",5.66884872850363,"male","gonads","early","r.s058.d.l_male_gonad_m.inc.d8"
"AVPR1A",5.50653793261064,"male","gonads","bldg","r.s059.d.o_male_gonad_bldg"
"AVPR1A",5.6273363330267,"male","gonads","extend","r.s086.l.blk_male_gonad_extend"
"AVPR1A",5.58792820905961,"male","gonads","lay","r.s116.blk.pu_male_gonad_lay"
"AVPR1A",5.7816763766403,"male","gonads","extend","r.s172.l.y_male_gonad_extend"
"AVPR1A",5.7641913680478,"male","gonads","n9","r.y.s007.blk_male_gonad_n9"
"AVPR1A",5.60534267165588,"male","gonads","inc.d17","r176.blu54_male_gonad_inc.d17"
